// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D204
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
16457	0.004935	0.093235	-9.891956	0.000051	0.000932	-0.098920	1.000000	-0.000005	-0.000017	0.000007	0.005418	0.835160	-0.549972	-0.003101	179.286030	-0.044642	-66.731421	0.395042	-0.918663	0.000779	-0.918596	-0.395002	0.012461	-0.011140	-0.005638	-0.999922
16458	0.004592	0.093412	-9.891954	0.000048	0.000933	-0.098920	1.000000	-0.000013	-0.000018	0.000009	0.005423	0.835158	-0.549974	-0.003104	179.285347	-0.044710	-66.731707	0.395037	-0.918665	0.000780	-0.918598	-0.394998	0.012473	-0.011150	-0.005644	-0.999922
16459	-0.009614	0.145956	-9.899898	-0.000094	0.001457	-0.098999	1.000000	-0.000022	-0.000018	0.000003	0.005436	0.835161	-0.549970	-0.003112	179.283608	-0.044799	-66.731051	0.395048	-0.918660	0.000782	-0.918593	-0.395008	0.012503	-0.011177	-0.005658	-0.999922
16460	0.001669	0.141095	-9.879089	0.000019	0.001410	-0.098791	1.000000	-0.000007	-0.000024	-0.000001	0.005433	0.835164	-0.549965	-0.003116	179.283597	-0.044197	-66.730408	0.395058	-0.918656	0.000771	-0.918588	-0.395018	0.012503	-0.011181	-0.005648	-0.999922
16461	-0.042378	0.123965	-9.916084	-0.000423	0.001239	-0.099161	1.000000	-0.000003	-0.000010	0.000015	0.005435	0.835161	-0.549970	-0.003107	179.283983	-0.045153	-66.731135	0.395046	-0.918661	0.000788	-0.918593	-0.395006	0.012497	-0.011169	-0.005661	-0.999922
16462	0.002085	0.117700	-9.885517	0.000023	0.001177	-0.098855	1.000000	0.000001	-0.000023	-0.000003	0.005426	0.835166	-0.549962	-0.003108	179.284823	-0.044569	-66.730071	0.395063	-0.918654	0.000778	-0.918586	-0.395024	0.012482	-0.011159	-0.005646	-0.999922
16463	0.002683	0.094291	-9.891946	0.000029	0.000942	-0.098919	1.000000	-0.000012	-0.000026	0.000008	0.005427	0.835167	-0.549961	-0.003117	179.284177	-0.043749	-66.729944	0.395065	-0.918653	0.000764	-0.918585	-0.395026	0.012493	-0.011175	-0.005637	-0.999922
16464	0.023678	0.098319	-9.902990	0.000238	0.000984	-0.099030	1.000000	0.000010	-0.000016	0.000003	0.005415	0.835168	-0.549959	-0.003105	179.286072	-0.044043	-66.729617	0.395071	-0.918650	0.000769	-0.918583	-0.395031	0.012460	-0.011143	-0.005629	-0.999922
16465	0.032031	0.131248	-9.928403	0.000321	0.001309	-0.099284	1.000000	-0.000035	-0.000012	0.000015	0.005442	0.835165	-0.549964	-0.003116	179.282824	-0.044796	-66.730328	0.395059	-0.918655	0.000782	-0.918588	-0.395019	0.012517	-0.011190	-0.005663	-0.999921
16466	0.022119	0.122499	-9.896553	0.000222	0.001224	-0.098966	1.000000	-0.000005	-0.000009	0.000008	0.005447	0.835161	-0.549970	-0.003107	179.282882	-0.045946	-66.731136	0.395046	-0.918661	0.000802	-0.918593	-0.395006	0.012516	-0.011181	-0.005681	-0.999921
16467	0.010172	0.127959	-9.917350	0.000103	0.001277	-0.099174	1.000000	-0.000026	-0.000016	-0.000011	0.005464	0.835172	-0.549953	-0.003115	179.280706	-0.046205	-66.728793	0.395084	-0.918645	0.000806	-0.918577	-0.395043	0.012554	-0.011214	-0.005701	-0.999921
16468	0.022613	0.099476	-9.902981	0.000228	0.000995	-0.099030	1.000000	0.000006	-0.000018	0.000020	0.005454	0.835164	-0.549965	-0.003108	179.282210	-0.046296	-66.730454	0.395057	-0.918656	0.000808	-0.918588	-0.395017	0.012527	-0.011189	-0.005691	-0.999921
16469	0.010562	0.104693	-9.923781	0.000107	0.001046	-0.099238	1.000000	-0.000013	-0.000018	0.000009	0.005459	0.835164	-0.549965	-0.003110	179.281543	-0.046371	-66.730436	0.395057	-0.918656	0.000809	-0.918588	-0.395017	0.012539	-0.011199	-0.005697	-0.999921
16470	-0.001784	0.142785	-9.879065	-0.000015	0.001427	-0.098791	1.000000	-0.000007	-0.000032	-0.000002	0.005452	0.835167	-0.549960	-0.003121	179.281552	-0.044909	-66.729811	0.395067	-0.918652	0.000784	-0.918584	-0.395027	0.012539	-0.011209	-0.005674	-0.999921
16471	0.020216	0.123304	-9.896547	0.000204	0.001233	-0.098965	1.000000	0.000002	-0.000016	0.000005	0.005445	0.835169	-0.549957	-0.003114	179.282593	-0.045128	-66.729379	0.395074	-0.918649	0.000788	-0.918581	-0.395034	0.012521	-0.011191	-0.005670	-0.999921
16472	-0.000367	0.095881	-9.891931	-0.000003	0.000958	-0.098919	1.000000	-0.000013	-0.000010	0.000010	0.005454	0.835168	-0.549959	-0.003109	179.282045	-0.046142	-66.729637	0.395070	-0.918651	0.000805	-0.918583	-0.395030	0.012530	-0.011193	-0.005690	-0.999921
16473	0.020854	0.100173	-9.902978	0.000209	0.001000	-0.099030	1.000000	-0.000017	-0.000008	-0.000005	0.005468	0.835175	-0.549948	-0.003106	179.280921	-0.047282	-66.728040	0.395096	-0.918640	0.000825	-0.918572	-0.395055	0.012550	-0.011203	-0.005716	-0.999921
16474	-0.003045	0.143567	-9.879053	-0.000028	0.001434	-0.098791	1.000000	-0.000018	-0.000027	0.000017	0.005472	0.835170	-0.549956	-0.003120	179.279667	-0.046289	-66.729137	0.395078	-0.918647	0.000808	-0.918579	-0.395038	0.012572	-0.011230	-0.005709	-0.999921
16475	0.010550	0.091465	-9.871127	0.000105	0.000915	-0.098711	1.000000	0.000007	0.000001	-0.000002	0.005471	0.835176	-0.549947	-0.003096	179.281302	-0.048455	-66.727872	0.395099	-0.918638	0.000846	-0.918571	-0.395058	0.012543	-0.011189	-0.005733	-0.999921
16476	-0.014112	0.125500	-9.906282	-0.000139	0.001252	-0.099063	1.000000	-0.000028	-0.000019	0.000012	0.005487	0.835174	-0.549950	-0.003108	179.278973	-0.048348	-66.728317	0.395091	-0.918641	0.000844	-0.918573	-0.395051	0.012584	-0.011227	-0.005747	-0.999920
16477	0.029196	0.143055	-9.869299	0.000294	0.001430	-0.098693	1.000000	-0.000007	-0.000024	-0.000001	0.005484	0.835180	-0.549941	-0.003113	179.278961	-0.047685	-66.727139	0.395110	-0.918633	0.000832	-0.918565	-0.395070	0.012584	-0.011231	-0.005737	-0.999920
16478	0.018159	0.124806	-9.896532	0.000183	0.001248	-0.098965	1.000000	-0.000005	-0.000017	0.000007	0.005484	0.835178	-0.549944	-0.003110	179.279137	-0.047895	-66.727474	0.395105	-0.918636	0.000836	-0.918567	-0.395064	0.012581	-0.011227	-0.005739	-0.999921
16479	0.006110	0.130047	-9.917326	0.000063	0.001300	-0.099173	1.000000	-0.000003	-0.000018	0.000014	0.005481	0.835175	-0.549948	-0.003108	179.279543	-0.047956	-66.728093	0.395095	-0.918640	0.000837	-0.918572	-0.395054	0.012574	-0.011220	-0.005737	-0.999921
16480	0.004698	0.153490	-9.910890	0.000049	0.001536	-0.099109	1.000000	0.000012	-0.000017	0.000011	0.005466	0.835172	-0.549953	-0.003095	179.281830	-0.048306	-66.728787	0.395084	-0.918645	0.000843	-0.918577	-0.395043	0.012534	-0.011181	-0.005726	-0.999921
16481	0.027828	0.110280	-9.934823	0.000281	0.001103	-0.099348	1.000000	0.000004	-0.000025	0.000012	0.005453	0.835171	-0.549955	-0.003094	179.283110	-0.047545	-66.729090	0.395079	-0.918647	0.000830	-0.918579	-0.395039	0.012512	-0.011166	-0.005705	-0.999921
16482	0.028353	0.119481	-9.875743	0.000285	0.001194	-0.098757	1.000000	-0.000003	-0.000018	0.000014	0.005450	0.835167	-0.549961	-0.003092	179.283542	-0.047590	-66.729879	0.395066	-0.918652	0.000831	-0.918585	-0.395026	0.012504	-0.011159	-0.005703	-0.999921
16483	0.025905	0.133950	-9.928385	0.000262	0.001338	-0.099284	1.000000	-0.000012	-0.000026	0.000008	0.005451	0.835167	-0.549960	-0.003101	179.282896	-0.046770	-66.729753	0.395068	-0.918651	0.000816	-0.918584	-0.395028	0.012516	-0.011175	-0.005694	-0.999921
16484	0.005951	0.115882	-9.864683	0.000063	0.001158	-0.098647	1.000000	-0.000012	-0.000033	0.000007	0.005447	0.835168	-0.549959	-0.003116	179.282325	-0.045021	-66.729564	0.395071	-0.918650	0.000786	-0.918582	-0.395032	0.012525	-0.011196	-0.005670	-0.999921
16485	0.015146	0.125138	-9.896533	0.000153	0.001252	-0.098965	1.000000	0.000002	-0.000016	0.000005	0.005440	0.835170	-0.549956	-0.003110	179.283366	-0.045240	-66.729132	0.395078	-0.918647	0.000790	-0.918579	-0.395038	0.012507	-0.011178	-0.005667	-0.999921
16486	-0.006649	0.121186	-9.885473	-0.000064	0.001211	-0.098855	1.000000	-0.000007	-0.000024	-0.000001	0.005438	0.835172	-0.549952	-0.003114	179.283256	-0.044644	-66.728699	0.395085	-0.918644	0.000779	-0.918576	-0.395046	0.012509	-0.011184	-0.005658	-0.999921
16487	0.002548	0.130369	-9.917324	0.000028	0.001304	-0.099173	1.000000	0.000004	-0.000025	0.000012	0.005425	0.835171	-0.549955	-0.003114	179.284535	-0.043882	-66.729002	0.395080	-0.918646	0.000766	-0.918579	-0.395041	0.012487	-0.011168	-0.005637	-0.999922
16488	0.002114	0.130599	-9.917321	0.000023	0.001303	-0.099173	1.000000	-0.000028	-0.000019	0.000012	0.005443	0.835166	-0.549962	-0.003126	179.282039	-0.043845	-66.730079	0.395063	-0.918654	0.000765	-0.918586	-0.395023	0.012530	-0.011209	-0.005653	-0.999921
16489	0.013556	0.125691	-9.896528	0.000136	0.001257	-0.098965	1.000000	0.000002	-0.000009	0.000006	0.005441	0.835167	-0.549960	-0.003113	179.283059	-0.044959	-66.729756	0.395068	-0.918651	0.000785	-0.918584	-0.395029	0.012513	-0.011185	-0.005664	-0.999921
16490	0.004535	0.093035	-9.871117	0.000049	0.000930	-0.098711	1.000000	-0.000005	-0.000033	0.000005	0.005432	0.835167	-0.549961	-0.003123	179.283374	-0.043450	-66.729942	0.395065	-0.918653	0.000758	-0.918585	-0.395026	0.012507	-0.011190	-0.005638	-0.999921
16491	0.024471	0.120622	-9.875740	0.000245	0.001206	-0.098757	1.000000	-0.000002	-0.000007	-0.000008	0.005433	0.835176	-0.549947	-0.003110	179.283957	-0.044735	-66.727931	0.395098	-0.918639	0.000781	-0.918571	-0.395058	0.012497	-0.011172	-0.005655	-0.999922
16492	0.013500	0.102492	-9.902967	0.000138	0.001023	-0.099030	1.000000	-0.000022	-0.000025	0.000002	0.005442	0.835178	-0.549944	-0.003124	179.282240	-0.043958	-66.727564	0.395103	-0.918636	0.000767	-0.918568	-0.395064	0.012527	-0.011205	-0.005654	-0.999921
16493	0.004453	0.102784	-9.812031	0.000046	0.001028	-0.098120	1.000000	-0.000003	-0.000010	0.000015	0.005444	0.835174	-0.549949	-0.003116	179.282626	-0.044914	-66.728292	0.395092	-0.918641	0.000784	-0.918573	-0.395052	0.012520	-0.011192	-0.005667	-0.999921
16494	0.012903	0.102607	-9.902967	0.000131	0.001028	-0.099030	1.000000	0.000017	-0.000015	0.000002	0.005426	0.835175	-0.549948	-0.003098	179.285495	-0.045437	-66.728113	0.395095	-0.918640	0.000793	-0.918573	-0.395055	0.012470	-0.011142	-0.005655	-0.999922
16495	-0.009965	0.122328	-9.885456	-0.000097	0.001220	-0.098855	1.000000	-0.000037	-0.000027	0.000006	0.005446	0.835177	-0.549946	-0.003121	179.282068	-0.044487	-66.727764	0.395100	-0.918638	0.000776	-0.918570	-0.395060	0.012530	-0.011204	-0.005664	-0.999921
16496	-0.003592	0.136958	-10.029026	-0.000036	0.001370	-0.100290	1.000000	0.000002	-0.000001	0.000007	0.005448	0.835178	-0.549944	-0.003101	179.283187	-0.046488	-66.727565	0.395103	-0.918636	0.000811	-0.918569	-0.395063	0.012510	-0.011172	-0.005688	-0.999921
16497	-0.020160	0.146359	-9.788072	-0.000200	0.001462	-0.097881	1.000000	-0.000015	-0.000017	0.000002	0.005455	0.835182	-0.549938	-0.003104	179.282302	-0.046648	-66.726704	0.395117	-0.918630	0.000814	-0.918563	-0.395077	0.012526	-0.011185	-0.005697	-0.999921
16498	8.973544	1.355900	-10.059628	0.089762	0.013611	-0.100566	0.999999	0.000903	-0.000204	-0.000429	0.004591	0.835425	-0.549579	-0.002760	179.386654	-0.024910	-66.677215	0.395911	-0.918289	0.000435	-0.918238	-0.395884	0.010705	-0.009658	-0.004637	-0.999943
16499	0.503846	-1.961480	-10.368393	0.005216	-0.019950	-0.103611	0.999992	-0.003320	-0.001384	0.001704	0.006613	0.834468	-0.550987	-0.005713	179.006837	0.128791	-66.873572	0.392760	-0.919638	-0.002248	-0.919487	-0.392738	0.017333	-0.016823	-0.004741	-0.999847
16500	-6.906976	-2.665951	-11.612173	-0.069384	-0.026316	-0.116013	0.999981	-0.000587	0.001350	-0.005944	0.007818	0.837736	-0.545998	-0.004932	178.940865	-0.015734	-66.188815	0.403724	-0.914881	0.000275	-0.914727	-0.403650	0.018484	-0.016800	-0.007714	-0.999829
16501	-4.304243	1.239093	-8.857079	-0.043418	0.011788	-0.088469	0.999972	-0.004544	0.003615	0.004628	0.013625	0.835173	-0.549802	-0.004329	178.423017	-0.444110	-66.708422	0.395399	-0.918477	0.007751	-0.918241	-0.395065	0.027519	-0.022214	-0.017998	-0.999591
16502	0.996145	3.154119	-9.243811	0.009584	0.030886	-0.092698	0.999951	-0.007701	0.002090	0.005925	0.021235	0.831782	-0.554656	-0.006718	177.548055	-0.709367	-67.377768	0.384624	-0.922990	0.012380	-0.922420	-0.383812	0.042778	-0.034732	-0.027874	-0.999008
16503	0.346254	1.861929	-10.248654	0.003144	0.018003	-0.102606	0.999956	-0.006222	0.001904	0.006785	0.027515	0.827868	-0.560185	-0.008422	176.847058	-0.967383	-68.142618	0.372244	-0.927981	0.016883	-0.927054	-0.370872	0.054994	-0.044772	-0.036123	-0.998344
16504	0.586022	2.208536	-10.186651	0.005476	0.021471	-0.102018	0.999940	-0.006500	0.001928	0.008655	0.034052	0.822813	-0.567199	-0.010210	176.121832	-1.250608	-69.117893	0.356361	-0.934093	0.021825	-0.932703	-0.354251	0.067619	-0.055431	-0.044453	-0.997472
16505	-0.429425	0.895054	-9.949942	-0.004514	0.008237	-0.099550	0.999943	-0.006805	0.001521	0.008116	0.040600	0.817952	-0.573716	-0.012523	175.364630	-1.495500	-70.031547	0.341386	-0.939561	0.026098	-0.937527	-0.338403	0.080787	-0.067072	-0.052047	-0.996390
16506	-0.250769	-2.273905	-11.046663	-0.002642	-0.023259	-0.110355	0.999984	-0.004646	0.001772	0.002670	0.045452	0.816247	-0.575751	-0.013615	174.841034	-1.725500	-70.317738	0.336651	-0.941148	0.030111	-0.938673	-0.332890	0.089879	-0.074565	-0.058522	-0.995497
16507	-1.720645	1.927424	-11.042004	-0.017731	0.018878	-0.110405	0.999982	-0.003639	0.004801	-0.000296	0.051187	0.816308	-0.575223	-0.011786	174.421770	-2.272114	-70.231237	0.337959	-0.940325	0.039645	-0.937912	-0.332997	0.097128	-0.078130	-0.070009	-0.994482
16508	-0.925060	0.140992	-11.376949	-0.010074	0.001320	-0.113700	0.999972	-0.000939	0.007259	-0.001708	0.056106	0.817315	-0.573416	-0.006472	174.302411	-3.081966	-69.952398	0.342305	-0.938049	0.053765	-0.936597	-0.336093	0.099134	-0.074923	-0.084290	-0.993621
16509	2.500415	0.501067	-14.069660	0.024107	0.005580	-0.140830	0.999967	0.004424	0.006454	-0.002184	0.056180	0.818836	-0.571270	0.001236	174.790859	-3.796400	-69.631202	0.347298	-0.935415	0.066211	-0.935692	-0.340989	0.090592	-0.062164	-0.093416	-0.993685
16510	9.032230	-1.060438	-18.539691	0.090681	-0.009074	-0.185301	0.999968	0.005638	-0.001660	0.005359	0.050604	0.816079	-0.575710	0.003412	175.478954	-3.659956	-70.258259	0.337092	-0.939305	0.063835	-0.939996	-0.331994	0.078665	-0.052697	-0.086522	-0.994855
16511	6.693583	-1.417396	-20.100537	0.068880	-0.011027	-0.200534	0.999814	0.011341	-0.008917	0.012766	0.036167	0.809188	-0.586426	0.003328	176.864844	-2.740033	-71.787354	0.312187	-0.948817	0.047804	-0.949299	-0.309593	0.054629	-0.037033	-0.062435	-0.997362
16512	2.981817	-0.366013	-19.411114	0.031594	0.000584	-0.193846	0.999630	0.019151	-0.009080	0.017058	0.015277	0.799619	-0.600263	0.007842	179.139186	-1.769681	-73.776810	0.279246	-0.959723	0.030882	-0.960202	-0.278903	0.015016	-0.005798	-0.033846	-0.999410
16513	1.741166	-1.782511	-19.094245	0.019774	-0.013260	-0.191061	0.999482	0.021793	-0.010732	0.021101	-0.008760	0.786961	-0.616810	0.012679	-178.313559	-0.524262	-76.185507	0.238769	-0.971033	0.009150	-0.970589	-0.238937	-0.029428	0.030762	-0.001854	-0.999525
16514	0.600946	-3.220156	-19.632432	0.010137	-0.026856	-0.196919	0.999184	0.026021	-0.017238	0.025640	-0.040182	0.770507	-0.635988	0.014947	-175.355890	1.608888	-79.008307	0.190592	-0.981268	-0.028077	-0.978865	-0.187809	-0.080934	0.074145	0.042909	-0.996324
16515	-0.425168	-4.437418	-19.803734	0.002072	-0.038282	-0.199273	0.998772	0.030619	-0.025873	0.029129	-0.080609	0.750197	-0.656147	0.013316	-172.014000	4.922252	-82.004236	0.138587	-0.986626	-0.085804	-0.982333	-0.125946	-0.138419	0.125761	0.103471	-0.986650
16516	-1.750828	-4.688166	-19.984634	-0.009087	-0.040157	-0.201762	0.998249	0.035292	-0.035091	0.031965	-0.130390	0.725561	-0.675650	0.007562	-168.333850	9.510138	-84.946187	0.086881	-0.982422	-0.165222	-0.978478	-0.052992	-0.199430	0.187169	0.178993	-0.965883
16517	-0.813043	-5.571632	-22.585908	0.003200	-0.046834	-0.227835	0.997779	0.039135	-0.042563	0.033073	-0.187496	0.696829	-0.692296	-0.001189	-164.395164	15.144952	-87.538918	0.041449	-0.964378	-0.261262	-0.965269	0.028857	-0.259658	0.257948	0.262951	-0.929688
16518	2.128081	-4.856794	-25.486806	0.033647	-0.036974	-0.255293	0.997715	0.041884	-0.043569	0.030216	-0.246372	0.666419	-0.703647	-0.008195	-160.166813	20.955366	-89.409291	0.009628	-0.933810	-0.357641	-0.941885	0.111637	-0.316842	0.335796	0.339907	-0.878467
16519	4.223155	-3.415887	-26.557499	0.052936	-0.020987	-0.264842	0.997968	0.045189	-0.038050	0.023864	-0.302557	0.636833	-0.709116	-0.007598	-155.364093	26.025588	-90.370146	-0.005805	-0.898579	-0.438772	-0.907774	0.188771	-0.374581	0.419418	0.396132	-0.816803
16520	2.486396	-3.481753	-25.678909	0.033386	-0.021463	-0.257123	0.998114	0.049855	-0.031382	0.017272	-0.355848	0.608069	-0.709660	0.002580	-149.696163	30.127414	-90.480216	-0.007249	-0.864881	-0.501925	-0.861209	0.260491	-0.436422	0.508200	0.429098	-0.746731
16521	0.596583	-2.025154	-23.818053	0.012642	-0.007119	-0.238522	0.998036	0.054365	-0.027246	0.015037	-0.407572	0.576932	-0.707575	0.019257	-143.280814	33.680198	-90.142345	-0.002067	-0.832143	-0.554557	-0.800749	0.333556	-0.497535	0.598996	0.443032	-0.667028
16522	-1.183410	-1.113421	-19.579653	-0.006368	0.000181	-0.196232	0.997738	0.058415	-0.027498	0.018727	-0.460157	0.539105	-0.704448	0.037070	-136.296066	37.469899	-89.656509	0.004758	-0.793659	-0.608345	-0.725427	0.415983	-0.548374	0.688283	0.443919	-0.573762
16523	-2.153975	1.918284	-16.695515	-0.017331	0.028559	-0.165995	0.997554	0.058992	-0.028923	0.023877	-0.512085	0.494895	-0.700104	0.051975	-129.045206	41.727002	-88.901740	0.014305	-0.746187	-0.665582	-0.639726	0.504755	-0.579632	0.768470	0.434081	-0.470135
16524	-4.525978	2.711939	-12.450832	-0.043034	0.032793	-0.123881	0.997869	0.054770	-0.024340	0.025792	-0.556466	0.449008	-0.696071	0.064975	-122.241461	45.752442	-88.149928	0.022527	-0.697396	-0.716332	-0.552771	0.588340	-0.590170	0.833029	0.409262	-0.372247
16525	-7.230411	3.405615	-6.988709	-0.072015	0.035752	-0.069329	0.998485	0.047740	-0.015557	0.022524	-0.589341	0.407096	-0.693377	0.078606	-116.453954	48.874440	-87.725726	0.026100	-0.657193	-0.753270	-0.471890	0.656188	-0.588844	0.881271	0.370829	-0.292996
16526	-9.316734	6.395660	-0.818431	-0.093959	0.062983	-0.006386	0.999159	0.038239	-0.006658	0.013238	-0.610054	0.375568	-0.691261	0.094561	-111.985581	50.568527	-87.614762	0.026434	-0.634605	-0.772385	-0.403857	0.700014	-0.588965	0.914440	0.327501	-0.237785
16527	-11.743198	2.759761	0.326893	-0.117523	0.027099	0.004024	0.999470	0.032373	-0.001084	0.003202	-0.622930	0.353509	-0.688382	0.114545	-108.288310	50.954096	-87.632702	0.026020	-0.629405	-0.776642	-0.343990	0.723822	-0.598124	0.938613	0.282720	-0.197675
16528	-13.567639	6.642809	3.670676	-0.135489	0.065785	0.038498	0.999671	0.025516	0.000786	-0.002388	-0.630915	0.339056	-0.684887	0.133855	-105.374795	50.664024	-87.646881	0.026025	-0.633332	-0.773442	-0.295528	0.734248	-0.611182	0.954980	0.244480	-0.168058
16529	-12.205564	7.598698	3.688870	-0.121612	0.075832	0.038617	0.999757	0.021340	0.000894	-0.005396	-0.636651	0.329085	-0.680606	0.152162	-102.868340	50.037879	-87.568940	0.027244	-0.641703	-0.766469	-0.254206	0.737100	-0.626150	0.966766	0.211900	-0.143043
