// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42D53
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
66	0.995705	-0.040166	-0.083421	0.036158	0.998143	-0.049020	0.085235	0.045793	0.995308
67	0.995552	-0.040753	-0.084949	0.036676	0.998125	-0.049013	0.086787	0.045679	0.995179
68	0.995377	-0.041374	-0.086675	0.037215	0.998102	-0.049058	0.088540	0.045605	0.995028
69	0.995206	-0.041997	-0.088329	0.037758	0.998079	-0.049123	0.090222	0.045552	0.994879
70	0.995045	-0.042635	-0.089819	0.038317	0.998051	-0.049260	0.091744	0.045575	0.994739
71	0.994889	-0.043318	-0.091209	0.038916	0.998016	-0.049495	0.093172	0.045693	0.994601
72	0.994736	-0.044022	-0.092529	0.039539	0.997979	-0.049735	0.094532	0.045815	0.994467
73	0.994571	-0.044713	-0.093969	0.040141	0.997943	-0.049991	0.096011	0.045947	0.994319
74	0.994391	-0.045404	-0.095525	0.040736	0.997905	-0.050267	0.097607	0.046093	0.994157
75	0.994199	-0.046123	-0.097167	0.041357	0.997867	-0.050515	0.099289	0.046203	0.993985
76	0.993992	-0.046887	-0.098901	0.042020	0.997828	-0.050737	0.101065	0.046276	0.993803
77	0.993784	-0.047647	-0.100612	0.042686	0.997791	-0.050895	0.102814	0.046284	0.993623
78	0.993580	-0.048383	-0.102267	0.043338	0.997758	-0.050994	0.104505	0.046235	0.993449
79	0.993370	-0.049180	-0.103906	0.044050	0.997722	-0.051099	0.106183	0.046183	0.993274
80	0.993160	-0.050019	-0.105509	0.044815	0.997686	-0.051128	0.107822	0.046050	0.993103
81	0.992957	-0.050882	-0.106988	0.045615	0.997650	-0.051119	0.109337	0.045879	0.992945
82	0.992777	-0.051835	-0.108202	0.046513	0.997608	-0.051143	0.110594	0.045740	0.992813
83	0.992617	-0.052779	-0.109205	0.047424	0.997568	-0.051070	0.111635	0.045514	0.992706
84	0.992465	-0.053721	-0.110120	0.048347	0.997533	-0.050907	0.112583	0.045199	0.992614
85	0.992297	-0.054630	-0.111185	0.049228	0.997496	-0.050773	0.113681	0.044909	0.992502
86	0.992087	-0.055521	-0.112606	0.050077	0.997462	-0.050619	0.115131	0.044579	0.992350
87	0.991842	-0.056454	-0.114294	0.050963	0.997427	-0.050412	0.116846	0.044176	0.992167
88	0.991560	-0.057415	-0.116240	0.051869	0.997392	-0.050184	0.118818	0.043731	0.991952
89	0.991265	-0.058404	-0.118251	0.052808	0.997356	-0.049922	0.120854	0.043241	0.991728
90	0.990978	-0.059406	-0.120139	0.053765	0.997318	-0.049663	0.122767	0.042756	0.991514
91	0.990719	-0.060507	-0.121713	0.054832	0.997270	-0.049449	0.124373	0.042317	0.991333
92	0.990475	-0.061631	-0.123129	0.055930	0.997220	-0.049235	0.125822	0.041880	0.991169
93	0.990255	-0.062737	-0.124335	0.057025	0.997171	-0.048977	0.127056	0.041409	0.991031
94	0.990030	-0.063846	-0.125556	0.058124	0.997120	-0.048725	0.128305	0.040941	0.990889
95	0.989767	-0.065020	-0.127015	0.059281	0.997065	-0.048453	0.129793	0.040427	0.990717
96	0.989478	-0.066259	-0.128621	0.060503	0.997005	-0.048161	0.131427	0.039873	0.990524
97	0.989173	-0.067527	-0.130296	0.061758	0.996945	-0.047824	0.133127	0.039259	0.990321
98	0.988875	-0.068769	-0.131899	0.062995	0.996884	-0.047466	0.134752	0.038629	0.990126
99	0.988597	-0.070025	-0.133312	0.064252	0.996820	-0.047129	0.136188	0.038026	0.989953
100	0.988314	-0.071327	-0.134715	0.065550	0.996749	-0.046852	0.137619	0.037474	0.989776
101	0.988002	-0.072674	-0.136276	0.066891	0.996674	-0.046552	0.139206	0.036878	0.989577
102	0.987655	-0.074028	-0.138051	0.068246	0.996600	-0.046164	0.140999	0.036173	0.989349
103	0.987292	-0.075370	-0.139905	0.069580	0.996523	-0.045835	0.142874	0.035518	0.989103
104	0.986925	-0.076780	-0.141717	0.070973	0.996436	-0.045591	0.144713	0.034937	0.988857
105	0.986543	-0.078257	-0.143560	0.072440	0.996343	-0.045313	0.146581	0.034304	0.988604
106	0.986146	-0.079784	-0.145432	0.073968	0.996246	-0.044979	0.148474	0.033599	0.988345
107	0.985730	-0.081308	-0.147392	0.075483	0.996145	-0.044697	0.150458	0.032934	0.988068
108	0.985313	-0.082863	-0.149305	0.077027	0.996037	-0.044465	0.152398	0.032312	0.987791
109	0.984907	-0.084514	-0.151047	0.078672	0.995918	-0.044255	0.154171	0.031704	0.987535
110	0.984519	-0.086283	-0.152571	0.080431	0.995783	-0.044129	0.155735	0.031174	0.987307
111	0.984154	-0.088109	-0.153878	0.082252	0.995638	-0.044038	0.157087	0.030683	0.987108
112	0.983796	-0.089959	-0.155088	0.084102	0.995488	-0.043931	0.158340	0.030176	0.986923
113	0.983443	-0.091795	-0.156250	0.085928	0.995333	-0.043911	0.159551	0.029758	0.986741
114	0.983081	-0.093685	-0.157403	0.087808	0.995170	-0.043901	0.160756	0.029337	0.986558
115	0.982651	-0.095610	-0.158923	0.089722	0.995002	-0.043838	0.162320	0.028819	0.986317
116	0.982170	-0.097567	-0.160697	0.091669	0.994829	-0.043738	0.164133	0.028228	0.986034
117	0.981679	-0.099498	-0.162503	0.093606	0.994657	-0.043541	0.165966	0.027532	0.985747
118	0.981210	-0.101432	-0.164130	0.095548	0.994479	-0.043377	0.167623	0.026880	0.985485
119	0.980784	-0.103363	-0.165468	0.097504	0.994298	-0.043167	0.168987	0.026204	0.985270
120	0.980385	-0.105269	-0.166626	0.099455	0.994118	-0.042881	0.170160	0.025468	0.985087
121	0.979949	-0.107195	-0.167956	0.101443	0.993934	-0.042485	0.171491	0.024595	0.984879
122	0.979481	-0.109080	-0.169467	0.103401	0.993752	-0.042006	0.172990	0.023620	0.984640
123	0.978994	-0.110983	-0.171038	0.105383	0.993565	-0.041506	0.174544	0.022610	0.984390
124	0.978476	-0.112971	-0.172689	0.107449	0.993364	-0.041028	0.176178	0.021590	0.984122
125	0.977968	-0.114993	-0.174227	0.109569	0.993155	-0.040473	0.177689	0.020492	0.983873
126	0.977477	-0.117027	-0.175624	0.111706	0.992939	-0.039919	0.179056	0.019402	0.983648
127	0.976992	-0.118992	-0.176999	0.113769	0.992725	-0.039406	0.180400	0.018362	0.983422
128	0.976523	-0.120918	-0.178273	0.115791	0.992511	-0.038925	0.181644	0.017368	0.983211
129	0.976041	-0.122773	-0.179639	0.117744	0.992300	-0.038440	0.182975	0.016367	0.982981
130	0.975471	-0.124639	-0.181445	0.119689	0.992083	-0.038024	0.184748	0.015375	0.982666
131	0.974790	-0.126530	-0.183778	0.121657	0.991860	-0.037601	0.187039	0.014295	0.982248
132	0.973980	-0.128480	-0.186696	0.123691	0.991626	-0.037127	0.189903	0.013069	0.981716
133	0.973133	-0.130397	-0.189761	0.125671	0.991390	-0.036780	0.192923	0.011944	0.981141
134	0.972355	-0.132290	-0.192420	0.127608	0.991150	-0.036580	0.195556	0.011014	0.980631
135	0.971635	-0.134257	-0.194682	0.129619	0.990895	-0.036425	0.197800	0.010158	0.980190
136	0.970900	-0.136323	-0.196898	0.131717	0.990620	-0.036369	0.200009	0.009376	0.979749
137	0.970184	-0.138327	-0.199022	0.133738	0.990349	-0.036386	0.202134	0.008684	0.979319
138	0.969457	-0.140355	-0.201132	0.135777	0.990069	-0.036450	0.204250	0.008027	0.978886
139	0.968759	-0.142340	-0.203089	0.137758	0.989790	-0.036597	0.206225	0.007477	0.978476
140	0.968086	-0.144372	-0.204856	0.139795	0.989499	-0.036720	0.208006	0.006910	0.978103
141	0.967346	-0.146478	-0.206848	0.141907	0.989194	-0.036848	0.210010	0.006292	0.977679
142	0.966625	-0.148539	-0.208739	0.143951	0.988890	-0.037087	0.211928	0.005801	0.977268
143	0.966121	-0.150454	-0.209698	0.145844	0.988602	-0.037365	0.212930	0.005516	0.977052
144	0.965720	-0.152268	-0.210239	0.147635	0.988325	-0.037651	0.213517	0.005322	0.976925
145	0.965122	-0.154082	-0.211658	0.149419	0.988045	-0.037949	0.214975	0.004999	0.976607
146	0.964436	-0.155791	-0.213523	0.151083	0.987779	-0.038297	0.216880	0.004675	0.976187
147	0.963853	-0.157324	-0.215026	0.152596	0.987538	-0.038522	0.218407	0.004318	0.975848
148	0.963229	-0.158772	-0.216754	0.154026	0.987308	-0.038728	0.220152	0.003918	0.975458
149	0.962572	-0.160236	-0.218584	0.155461	0.987072	-0.038985	0.222005	0.003545	0.975039
150	0.961950	-0.161793	-0.220171	0.156993	0.986820	-0.039245	0.223619	0.003187	0.974671
151	0.961373	-0.163349	-0.221540	0.158509	0.986564	-0.039577	0.225028	0.002932	0.974348
152	0.960914	-0.164797	-0.222455	0.159914	0.986324	-0.039916	0.225990	0.002782	0.974126
153	0.960506	-0.166181	-0.223188	0.161234	0.986091	-0.040341	0.226787	0.002762	0.973940
154	0.960098	-0.167588	-0.223890	0.162547	0.985853	-0.040898	0.227577	0.002874	0.973756
155	0.959678	-0.169011	-0.224617	0.163884	0.985610	-0.041420	0.228385	0.002939	0.973566
156	0.959215	-0.170448	-0.225511	0.165244	0.985362	-0.041896	0.229351	0.002923	0.973339
157	0.958810	-0.171773	-0.226225	0.166487	0.985132	-0.042392	0.230143	0.002982	0.973152
158	0.958535	-0.173071	-0.226399	0.167692	0.984904	-0.042933	0.230411	0.003188	0.973088
159	0.958358	-0.174327	-0.226184	0.168890	0.984682	-0.043326	0.230272	0.003322	0.973121
160	0.958086	-0.175548	-0.226392	0.170057	0.984465	-0.043693	0.230545	0.003362	0.973056
161	0.957700	-0.176739	-0.227100	0.171190	0.984252	-0.044065	0.231312	0.003323	0.972874
162	0.957262	-0.177844	-0.228079	0.172252	0.984054	-0.044361	0.232332	0.003178	0.972631
163	0.956820	-0.178811	-0.229175	0.173193	0.983879	-0.044568	0.233450	0.002952	0.972364
164	0.956422	-0.179692	-0.230148	0.174036	0.983719	-0.044820	0.234455	0.002813	0.972123
165	0.956050	-0.180607	-0.230974	0.174915	0.983552	-0.045063	0.235313	0.002682	0.971916
166	0.955711	-0.181555	-0.231632	0.175827	0.983377	-0.045320	0.236010	0.002586	0.971747
167	0.955382	-0.182532	-0.232224	0.176762	0.983197	-0.045603	0.236646	0.002520	0.971593
168	0.955125	-0.183476	-0.232538	0.177635	0.983021	-0.045999	0.237029	0.002628	0.971499
169	0.955046	-0.184340	-0.232178	0.178406	0.982858	-0.046492	0.236768	0.002980	0.971562
170	0.955011	-0.185216	-0.231622	0.179159	0.982692	-0.047108	0.236339	0.003491	0.971664
171	0.954899	-0.185984	-0.231470	0.179821	0.982545	-0.047639	0.236289	0.003867	0.971675
172	0.954725	-0.186592	-0.231697	0.180305	0.982428	-0.048218	0.236622	0.004258	0.971592
173	0.954453	-0.187040	-0.232456	0.180613	0.982342	-0.048827	0.237484	0.004619	0.971381
174	0.954021	-0.187407	-0.233927	0.180836	0.982270	-0.049427	0.239042	0.004852	0.970997
175	0.953544	-0.187661	-0.235662	0.180942	0.982221	-0.050021	0.240859	0.005056	0.970547
176	0.953162	-0.187801	-0.237092	0.180912	0.982192	-0.050692	0.242390	0.005425	0.970164
177	0.952796	-0.187942	-0.238449	0.180872	0.982163	-0.051398	0.243855	0.005843	0.969794
178	0.952409	-0.188126	-0.239845	0.180839	0.982124	-0.052244	0.245386	0.006384	0.969404
179	0.952202	-0.188288	-0.240539	0.180755	0.982088	-0.053211	0.246250	0.007189	0.969180
180	0.952149	-0.188338	-0.240708	0.180554	0.982070	-0.054204	0.246601	0.008149	0.969083
181	0.952005	-0.188281	-0.241323	0.180237	0.982074	-0.055192	0.247389	0.009048	0.968874
182	0.951749	-0.188157	-0.242429	0.179844	0.982089	-0.056184	0.248658	0.009874	0.968541
183	0.951361	-0.187939	-0.244113	0.179364	0.982124	-0.057103	0.250481	0.010541	0.968064
184	0.950828	-0.187606	-0.246434	0.178785	0.982183	-0.057905	0.252906	0.010999	0.967428
185	0.950264	-0.187207	-0.248901	0.178157	0.982255	-0.058612	0.255456	0.011353	0.966754
186	0.949568	-0.186862	-0.251802	0.177585	0.982318	-0.059290	0.258428	0.011583	0.965961
187	0.948788	-0.186650	-0.254878	0.177142	0.982356	-0.059976	0.261576	0.011755	0.965111
188	0.948321	-0.186418	-0.256780	0.176658	0.982394	-0.060781	0.263590	0.012277	0.964557
189	0.948280	-0.186166	-0.257113	0.176177	0.982431	-0.061566	0.264058	0.013084	0.964418
190	0.948360	-0.185959	-0.256966	0.175757	0.982458	-0.062329	0.264049	0.013947	0.964408
191	0.948463	-0.185785	-0.256714	0.175360	0.982478	-0.063135	0.263945	0.014864	0.964423
192	0.948501	-0.185530	-0.256759	0.174907	0.982514	-0.063818	0.264110	0.015623	0.964366
193	0.948290	-0.185190	-0.257779	0.174400	0.982572	-0.064321	0.265198	0.016038	0.964061
194	0.947912	-0.184727	-0.259497	0.173781	0.982656	-0.064718	0.266952	0.016251	0.963573
195	0.947546	-0.184189	-0.261212	0.173104	0.982754	-0.065038	0.268686	0.016409	0.963088
196	0.947159	-0.183648	-0.262988	0.172462	0.982855	-0.065214	0.270456	0.016413	0.962593
197	0.946771	-0.183053	-0.264793	0.171786	0.982967	-0.065308	0.272238	0.016344	0.962091
198	0.946377	-0.182479	-0.266593	0.171174	0.983078	-0.065253	0.273989	0.016120	0.961598
199	0.945927	-0.182020	-0.268497	0.170690	0.983168	-0.065162	0.275838	0.015809	0.961074
200	0.945597	-0.181687	-0.269883	0.170359	0.983234	-0.065027	0.277172	0.015512	0.960695
201	0.945578	-0.181387	-0.270150	0.170069	0.983290	-0.064936	0.277415	0.015458	0.960626
202	0.945686	-0.181197	-0.269900	0.169896	0.983325	-0.064863	0.277152	0.015485	0.960701
203	0.945774	-0.181083	-0.269666	0.169802	0.983346	-0.064795	0.276908	0.015492	0.960772
204	0.945852	-0.180949	-0.269485	0.169691	0.983371	-0.064709	0.276712	0.015476	0.960828
205	0.945904	-0.180734	-0.269446	0.169503	0.983411	-0.064586	0.276650	0.015421	0.960847
206	0.945798	-0.180470	-0.269992	0.169291	0.983464	-0.064339	0.277139	0.015144	0.960711
207	0.945554	-0.180219	-0.271013	0.169065	0.983514	-0.064158	0.278108	0.014846	0.960435
208	0.945322	-0.179941	-0.272005	0.168810	0.983569	-0.063989	0.279050	0.014573	0.960166
209	0.945052	-0.179715	-0.273093	0.168634	0.983617	-0.063725	0.280071	0.014171	0.959875
210	0.944758	-0.179437	-0.274291	0.168401	0.983673	-0.063470	0.281201	0.013773	0.959550
211	0.944589	-0.179040	-0.275128	0.168017	0.983748	-0.063329	0.281995	0.013594	0.959320
212	0.944486	-0.178642	-0.275742	0.167635	0.983822	-0.063186	0.282569	0.013454	0.959153
213	0.944325	-0.178284	-0.276523	0.167293	0.983890	-0.063042	0.283307	0.013272	0.958937
214	0.944153	-0.177949	-0.277324	0.166947	0.983951	-0.062994	0.284083	0.013177	0.958709
215	0.943968	-0.177665	-0.278135	0.166667	0.984005	-0.062902	0.284862	0.013021	0.958480
216	0.943715	-0.177404	-0.279159	0.166441	0.984056	-0.062697	0.285831	0.012704	0.958196
217	0.943414	-0.177184	-0.280313	0.166239	0.984099	-0.062552	0.286939	0.012413	0.957868
218	0.943258	-0.177001	-0.280954	0.166075	0.984135	-0.062434	0.287548	0.012232	0.957688
219	0.943220	-0.176863	-0.281167	0.165973	0.984161	-0.062283	0.287729	0.012080	0.957636
220	0.943140	-0.176742	-0.281513	0.165886	0.984185	-0.062138	0.288044	0.011906	0.957543
221	0.943121	-0.176652	-0.281633	0.165794	0.984202	-0.062125	0.288158	0.011898	0.957509
222	0.943169	-0.176534	-0.281545	0.165662	0.984222	-0.062161	0.288076	0.011987	0.957533
223	0.943115	-0.176276	-0.281888	0.165382	0.984267	-0.062184	0.288415	0.012027	0.957430
224	0.942770	-0.175805	-0.283334	0.164875	0.984353	-0.062168	0.289830	0.011896	0.957004
225	0.942134	-0.175116	-0.285865	0.164110	0.984478	-0.062210	0.292321	0.011697	0.956249
226	0.941223	-0.174303	-0.289342	0.163211	0.984627	-0.062230	0.295740	0.011349	0.955201
227	0.940084	-0.173474	-0.293511	0.162303	0.984779	-0.062194	0.299832	0.010830	0.953931
228	0.938990	-0.172804	-0.297383	0.161557	0.984902	-0.062192	0.303640	0.010353	0.952731
229	0.938233	-0.172214	-0.300102	0.160869	0.985007	-0.062309	0.306333	0.010183	0.951870
230	0.937907	-0.171620	-0.301457	0.160201	0.985110	-0.062403	0.307678	0.010234	0.951435
231	0.937882	-0.171082	-0.301841	0.159613	0.985202	-0.062457	0.308060	0.010400	0.951310
232	0.937903	-0.170643	-0.302024	0.159118	0.985276	-0.062553	0.308251	0.010611	0.951246
233	0.937848	-0.170270	-0.302407	0.158691	0.985339	-0.062650	0.308641	0.010767	0.951118
234	0.937668	-0.169881	-0.303183	0.158238	0.985405	-0.062756	0.309419	0.010869	0.950864
235	0.937481	-0.169416	-0.304020	0.157705	0.985483	-0.062864	0.310257	0.010988	0.950589
236	0.937265	-0.168881	-0.304982	0.157098	0.985574	-0.062962	0.311215	0.011100	0.950275
237	0.936955	-0.168319	-0.306241	0.156469	0.985670	-0.063029	0.312462	0.011138	0.949865
238	0.936587	-0.167743	-0.307681	0.155824	0.985768	-0.063095	0.313886	0.011150	0.949395
239	0.936316	-0.167091	-0.308858	0.155100	0.985877	-0.063165	0.315051	0.011238	0.949008
240	0.936076	-0.166501	-0.309902	0.154449	0.985976	-0.063213	0.316081	0.011308	0.948665
241	0.935873	-0.165977	-0.310794	0.153846	0.986063	-0.063333	0.316974	0.011457	0.948365
242	0.935791	-0.165447	-0.311323	0.153232	0.986149	-0.063478	0.317513	0.011698	0.948182
243	0.935781	-0.164887	-0.311652	0.152593	0.986240	-0.063613	0.317853	0.011972	0.948065
244	0.935783	-0.164260	-0.311975	0.151888	0.986341	-0.063727	0.318182	0.012249	0.947951
245	0.935703	-0.163591	-0.312568	0.151155	0.986450	-0.063786	0.318768	0.012438	0.947751
246	0.935504	-0.162982	-0.313479	0.150486	0.986549	-0.063829	0.319665	0.012538	0.947448
247	0.935272	-0.162407	-0.314467	0.149827	0.986642	-0.063945	0.320652	0.012690	0.947112
248	0.935194	-0.161835	-0.314994	0.149135	0.986732	-0.064183	0.321202	0.013047	0.946921
249	0.935310	-0.161252	-0.314949	0.148434	0.986821	-0.064439	0.321189	0.013521	0.946919
250	0.935570	-0.160668	-0.314475	0.147671	0.986905	-0.064893	0.320783	0.014273	0.947045
251	0.935913	-0.160123	-0.313731	0.146892	0.986979	-0.065535	0.320140	0.015251	0.947247
252	0.936153	-0.159589	-0.313287	0.146084	0.987049	-0.066281	0.319808	0.016282	0.947343
253	0.936209	-0.159032	-0.313402	0.145229	0.987122	-0.067069	0.320032	0.017276	0.947249
254	0.936146	-0.158266	-0.313979	0.144196	0.987231	-0.067700	0.320684	0.018102	0.947013
255	0.935863	-0.157392	-0.315260	0.143022	0.987355	-0.068366	0.322034	0.018892	0.946540
256	0.935417	-0.156529	-0.317008	0.141830	0.987478	-0.069080	0.323851	0.019658	0.945904
257	0.935151	-0.155708	-0.318195	0.140676	0.987589	-0.069838	0.325120	0.020547	0.945450
258	0.934931	-0.154882	-0.319244	0.139575	0.987704	-0.070430	0.326226	0.021288	0.945052
259	0.934708	-0.154007	-0.320317	0.138446	0.987825	-0.070948	0.327344	0.021969	0.944650
260	0.934577	-0.153164	-0.321103	0.137324	0.987938	-0.071553	0.328190	0.022777	0.944337
261	0.934553	-0.152359	-0.321555	0.136217	0.988040	-0.072259	0.328719	0.023728	0.944130
262	0.934702	-0.151525	-0.321516	0.135085	0.988143	-0.072978	0.328762	0.024781	0.944088
263	0.934924	-0.150671	-0.321271	0.133929	0.988245	-0.073726	0.328603	0.025900	0.944113
264	0.935053	-0.149803	-0.321301	0.132737	0.988346	-0.074514	0.328720	0.027026	0.944041
265	0.935044	-0.148947	-0.321727	0.131517	0.988444	-0.075380	0.329236	0.028171	0.943827
266	0.934933	-0.148155	-0.322412	0.130320	0.988528	-0.076346	0.330024	0.029361	0.943516
