// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42D4D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
6617	0.720719	0.041475	-0.691985	-0.396195	0.843760	-0.362075	0.568853	0.535115	0.624546
6618	0.720440	0.041608	-0.692268	-0.399163	0.841162	-0.364850	0.567129	0.539180	0.622615
6619	0.719924	0.041756	-0.692796	-0.402309	0.838494	-0.367525	0.565558	0.543308	0.620451
6620	0.719016	0.041720	-0.693740	-0.405551	0.835812	-0.370063	0.564397	0.547428	0.617883
6621	0.717867	0.041442	-0.694945	-0.408672	0.833222	-0.372463	0.563608	0.551383	0.615079
6622	0.716507	0.040978	-0.696375	-0.412045	0.830375	-0.375095	0.562882	0.555696	0.611854
6623	0.715421	0.040530	-0.697517	-0.415548	0.827240	-0.378146	0.561688	0.560386	0.608667
6624	0.715283	0.040280	-0.697673	-0.418662	0.824053	-0.381653	0.559547	0.565079	0.606295
6625	0.716052	0.040972	-0.696844	-0.421589	0.821028	-0.384936	0.556357	0.569416	0.605172
6626	0.717673	0.042374	-0.695090	-0.424372	0.818008	-0.388292	0.552135	0.573643	0.605045
6627	0.720264	0.044422	-0.692276	-0.426892	0.814993	-0.391855	0.546793	0.577766	0.605973
6628	0.723492	0.047091	-0.688725	-0.429239	0.812050	-0.395384	0.540660	0.581685	0.607724
6629	0.726924	0.049884	-0.684903	-0.431470	0.809087	-0.399013	0.534242	0.585568	0.609669
6630	0.730376	0.052886	-0.680995	-0.433714	0.806126	-0.402559	0.527678	0.589376	0.611712
6631	0.733334	0.055233	-0.677621	-0.436018	0.802939	-0.406420	0.521640	0.593497	0.612905
6632	0.735502	0.056774	-0.675140	-0.438433	0.799598	-0.410391	0.516541	0.597846	0.612997
6633	0.737440	0.058156	-0.672904	-0.440848	0.796239	-0.414314	0.511698	0.602180	0.612817
6634	0.739596	0.060504	-0.670326	-0.443307	0.793192	-0.417523	0.506436	0.605958	0.613464
6635	0.741067	0.062673	-0.668499	-0.446014	0.790176	-0.420350	0.501888	0.609667	0.613526
6636	0.741238	0.063924	-0.668191	-0.449173	0.786971	-0.422989	0.498808	0.613669	0.612046
6637	0.739971	0.063826	-0.669604	-0.452746	0.783486	-0.425642	0.497458	0.618123	0.608653
6638	0.737950	0.063027	-0.671905	-0.456539	0.779849	-0.428262	0.496993	0.622787	0.604264
6639	0.735624	0.061925	-0.674553	-0.460433	0.776114	-0.430870	0.496849	0.627545	0.599441
6640	0.733531	0.060781	-0.676933	-0.464083	0.772452	-0.433527	0.496548	0.632158	0.594825
6641	0.732567	0.060841	-0.677971	-0.467303	0.769162	-0.435910	0.494949	0.636151	0.591894
6642	0.732409	0.061777	-0.678057	-0.470431	0.765854	-0.438363	0.492212	0.640040	0.589980
6643	0.732918	0.062585	-0.677432	-0.473396	0.762063	-0.441766	0.488598	0.644471	0.588157
6644	0.734114	0.063936	-0.676009	-0.476062	0.758362	-0.445256	0.484192	0.648691	0.587161
6645	0.735615	0.065226	-0.674252	-0.478365	0.754763	-0.448887	0.479622	0.652747	0.586417
6646	0.737396	0.066856	-0.672144	-0.480606	0.751143	-0.452550	0.474621	0.656745	0.586022
6647	0.739341	0.069201	-0.669765	-0.482962	0.747604	-0.455889	0.469171	0.660529	0.586156
6648	0.740530	0.071131	-0.668248	-0.485553	0.744095	-0.458870	0.464600	0.664277	0.585562
6649	0.740469	0.071477	-0.668278	-0.488392	0.740310	-0.461969	0.461713	0.668455	0.583086
6650	0.739775	0.070403	-0.669160	-0.491133	0.736275	-0.465497	0.459914	0.673010	0.579255
6651	0.738887	0.069665	-0.670218	-0.494064	0.732360	-0.468561	0.458199	0.677344	0.575551
6652	0.738550	0.069849	-0.670570	-0.496994	0.728484	-0.471495	0.455567	0.681492	0.572737
6653	0.739162	0.071432	-0.669729	-0.499708	0.724862	-0.474201	0.451588	0.685181	0.571485
6654	0.739865	0.073468	-0.668731	-0.502425	0.721392	-0.476616	0.447402	0.688619	0.570645
6655	0.739812	0.074992	-0.668621	-0.505628	0.717578	-0.478981	0.443868	0.692429	0.568791
6656	0.739416	0.075844	-0.668963	-0.508894	0.713508	-0.481595	0.440784	0.696530	0.566175
6657	0.739548	0.077366	-0.668642	-0.511915	0.709647	-0.484091	0.437048	0.700297	0.564423
6658	0.739931	0.079759	-0.667938	-0.515029	0.705911	-0.486246	0.432722	0.703796	0.563403
6659	0.740431	0.082406	-0.667061	-0.518295	0.701888	-0.488594	0.427939	0.707505	0.562410
6660	0.741282	0.085404	-0.665738	-0.521568	0.697586	-0.491264	0.422454	0.711393	0.561652
6661	0.742843	0.089130	-0.663506	-0.524470	0.693445	-0.494030	0.416072	0.714976	0.561866
6662	0.744862	0.093587	-0.660623	-0.527195	0.689421	-0.496754	0.408957	0.718290	0.562862
6663	0.746966	0.098307	-0.657554	-0.529790	0.685554	-0.499337	0.401701	0.721354	0.564168
6664	0.748473	0.102572	-0.655184	-0.532609	0.681607	-0.501736	0.395114	0.724493	0.564796
6665	0.749487	0.106151	-0.653453	-0.535536	0.677496	-0.504183	0.389193	0.727826	0.564623
6666	0.750625	0.109821	-0.651538	-0.538349	0.673359	-0.506723	0.383071	0.731113	0.564562
6667	0.752200	0.114242	-0.648956	-0.541387	0.668566	-0.509823	0.375627	0.734825	0.564745
6668	0.754337	0.119649	-0.645492	-0.544285	0.663739	-0.513034	0.367054	0.738332	0.565806
6669	0.755888	0.124417	-0.642770	-0.547457	0.658556	-0.516329	0.359060	0.742175	0.565908
6670	0.752964	0.122971	-0.646470	-0.552426	0.651944	-0.519417	0.357589	0.748229	0.558823
6671	0.744841	0.113982	-0.657434	-0.558877	0.644839	-0.521382	0.364511	0.755771	0.544005
6672	0.735655	0.103100	-0.669464	-0.565485	0.637558	-0.523208	0.372879	0.763472	0.527325
6673	0.728193	0.096506	-0.678544	-0.572244	0.630470	-0.524446	0.377190	0.770191	0.514329
6674	0.724373	0.096014	-0.682689	-0.578007	0.624310	-0.525495	0.375755	0.775253	0.507731
6675	0.722621	0.099292	-0.684076	-0.583070	0.619103	-0.526062	0.371281	0.779007	0.505271
6676	0.722287	0.103381	-0.683823	-0.587058	0.614346	-0.527202	0.365601	0.782235	0.504425
6677	0.722754	0.108224	-0.682579	-0.590554	0.609745	-0.528637	0.358988	0.785174	0.504608
6678	0.723267	0.112270	-0.681382	-0.593507	0.605484	-0.530225	0.353038	0.787899	0.504559
6679	0.722458	0.114551	-0.681859	-0.596496	0.601958	-0.530884	0.349637	0.790268	0.503219
6680	0.718729	0.113207	-0.686012	-0.599978	0.599584	-0.529647	0.351362	0.792265	0.498860
6681	0.714535	0.110594	-0.690803	-0.602804	0.598464	-0.527701	0.355060	0.793480	0.494290
6682	0.713552	0.110327	-0.691860	-0.603549	0.598270	-0.527069	0.355769	0.793663	0.493485
6683	0.713552	0.110327	-0.691860	-0.603549	0.598270	-0.527069	0.355769	0.793663	0.493485
6684	0.713552	0.110327	-0.691860	-0.603549	0.598270	-0.527069	0.355769	0.793663	0.493485
6685	0.711227	0.112370	-0.693923	-0.602477	0.606039	-0.519363	0.362184	0.787457	0.498732
