// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42DAE
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
5701	-0.858471	-0.509242	0.060825	-0.121955	0.317894	0.940250	-0.498150	0.799760	-0.335008
5702	-0.858822	-0.508758	0.059923	-0.120460	0.314258	0.941664	-0.497910	0.801503	-0.331177
5703	-0.859223	-0.508188	0.058999	-0.118979	0.310649	0.943049	-0.497574	0.803270	-0.327380
5704	-0.859590	-0.507670	0.058102	-0.117580	0.307169	0.944363	-0.497272	0.804934	-0.323731
5705	-0.859946	-0.507165	0.057238	-0.116194	0.303741	0.945643	-0.496983	0.806551	-0.320130
5706	-0.860328	-0.506618	0.056338	-0.114812	0.300272	0.946919	-0.496643	0.808192	-0.316498
5707	-0.860650	-0.506160	0.055523	-0.113418	0.296859	0.948162	-0.496404	0.809739	-0.312899
5708	-0.860898	-0.505817	0.054810	-0.112023	0.293535	0.949362	-0.496292	0.811164	-0.309366
5709	-0.861172	-0.505425	0.054116	-0.110580	0.290189	0.950559	-0.496140	0.812610	-0.305793
5710	-0.861456	-0.505015	0.053426	-0.109176	0.286917	0.951714	-0.495958	0.814026	-0.302302
5711	-0.861575	-0.504861	0.052952	-0.107746	0.283810	0.952808	-0.496064	0.815210	-0.298921
5712	-0.861553	-0.504924	0.052707	-0.106221	0.280815	0.953866	-0.496431	0.816208	-0.295570
5713	-0.861556	-0.504942	0.052494	-0.104750	0.277996	0.954854	-0.496738	0.817161	-0.292402
5714	-0.861468	-0.505104	0.052382	-0.103285	0.275276	0.955801	-0.497198	0.817981	-0.289311
5715	-0.861111	-0.505696	0.052524	-0.101728	0.272596	0.956735	-0.498135	0.818513	-0.286179
5716	-0.860498	-0.506703	0.052870	-0.100170	0.270032	0.957626	-0.499509	0.818739	-0.283119
5717	-0.859780	-0.507876	0.053301	-0.098572	0.267467	0.958512	-0.501061	0.818855	-0.280025
5718	-0.858930	-0.509256	0.053825	-0.096970	0.264953	0.959373	-0.502828	0.818815	-0.276959
5719	-0.857976	-0.510807	0.054339	-0.095377	0.262350	0.960248	-0.504757	0.818687	-0.273809
5720	-0.857017	-0.512374	0.054724	-0.093862	0.259650	0.961131	-0.506668	0.818569	-0.270616
5721	-0.856050	-0.513959	0.055000	-0.092377	0.256813	0.962036	-0.508572	0.818470	-0.267323
5722	-0.855223	-0.515325	0.055086	-0.090905	0.253801	0.962975	-0.510226	0.818551	-0.263902
5723	-0.854696	-0.516230	0.054791	-0.089539	0.250556	0.963953	-0.511349	0.818980	-0.260372
5724	-0.854451	-0.516698	0.054202	-0.088266	0.247186	0.964939	-0.511980	0.819709	-0.256815
5725	-0.854308	-0.517019	0.053371	-0.087088	0.243617	0.965954	-0.512419	0.820574	-0.253150
5726	-0.854144	-0.517392	0.052382	-0.085961	0.239812	0.967006	-0.512883	0.821460	-0.249310
5727	-0.853949	-0.517814	0.051378	-0.084828	0.235947	0.968056	-0.513395	0.822313	-0.245412
5728	-0.853802	-0.518165	0.050274	-0.083742	0.232011	0.969102	-0.513819	0.823211	-0.241484
5729	-0.853748	-0.518374	0.049029	-0.082679	0.227929	0.970161	-0.514081	0.824219	-0.237453
5730	-0.853768	-0.518469	0.047654	-0.081692	0.223790	0.971208	-0.514205	0.825293	-0.233420
5731	-0.853884	-0.518415	0.046138	-0.080787	0.219594	0.972241	-0.514156	0.826453	-0.229389
5732	-0.854024	-0.518323	0.044557	-0.079917	0.215341	0.973263	-0.514059	0.827629	-0.225329
5733	-0.854132	-0.518276	0.042990	-0.079102	0.211172	0.974243	-0.514005	0.828732	-0.221366
5734	-0.854145	-0.518379	0.041469	-0.078289	0.207011	0.975201	-0.514108	0.829717	-0.217401
5735	-0.854051	-0.518648	0.040021	-0.077444	0.202848	0.976143	-0.514393	0.830576	-0.213409
5736	-0.853987	-0.518866	0.038519	-0.076689	0.198754	0.977044	-0.514611	0.831430	-0.209525
5737	-0.853877	-0.519153	0.037077	-0.075929	0.194725	0.977915	-0.514907	0.832203	-0.205690
5738	-0.853752	-0.519460	0.035612	-0.075154	0.190619	0.978783	-0.515227	0.832962	-0.201781
5739	-0.853569	-0.519863	0.034101	-0.074485	0.186558	0.979616	-0.515628	0.833630	-0.197962
5740	-0.853270	-0.520445	0.032667	-0.073819	0.182565	0.980419	-0.516218	0.834151	-0.194196
5741	-0.852875	-0.521179	0.031257	-0.073231	0.178682	0.981178	-0.516954	0.834533	-0.190560
5742	-0.852595	-0.521721	0.029799	-0.072731	0.174939	0.981889	-0.517486	0.834987	-0.187097
5743	-0.852250	-0.522366	0.028357	-0.072207	0.171150	0.982596	-0.518128	0.835369	-0.183581
5744	-0.851658	-0.523406	0.026943	-0.071641	0.167188	0.983319	-0.519179	0.835521	-0.179884
5745	-0.850467	-0.525391	0.025911	-0.070902	0.163302	0.984025	-0.521229	0.835043	-0.176134
5746	-0.848749	-0.528193	0.025251	-0.069964	0.159502	0.984715	-0.524147	0.834009	-0.172332
5747	-0.847335	-0.530501	0.024335	-0.068902	0.155257	0.985468	-0.526570	0.833345	-0.168108
5748	-0.846252	-0.532283	0.023071	-0.067621	0.150257	0.986332	-0.528474	0.833125	-0.163149
5749	-0.844860	-0.534549	0.021658	-0.066324	0.144825	0.987232	-0.530860	0.832636	-0.157811
5750	-0.843465	-0.536804	0.020205	-0.065068	0.139430	0.988092	-0.533229	0.832106	-0.152533
5751	-0.843353	-0.537053	0.018142	-0.063957	0.133842	0.988937	-0.533540	0.832863	-0.147225
5752	-0.844164	-0.535860	0.015511	-0.062914	0.127763	0.989807	-0.532380	0.834584	-0.141566
5753	-0.844382	-0.535583	0.013049	-0.061824	0.121606	0.990651	-0.532163	0.835681	-0.135794
5754	-0.843895	-0.536399	0.010826	-0.060783	0.115637	0.991430	-0.533054	0.836005	-0.130189
5755	-0.843481	-0.537089	0.008720	-0.059562	0.109650	0.992184	-0.533847	0.836369	-0.124478
5756	-0.842914	-0.538006	0.006771	-0.058012	0.103386	0.992948	-0.534912	0.836577	-0.118356
5757	-0.841923	-0.539577	0.004856	-0.056324	0.096827	0.993706	-0.536651	0.836350	-0.111912
5758	-0.841255	-0.540631	0.002646	-0.054778	0.090105	0.994425	-0.537856	0.836420	-0.105416
5759	-0.840916	-0.541166	0.000208	-0.053370	0.083315	0.995093	-0.538527	0.836779	-0.098943
5760	-0.841285	-0.540588	-0.002302	-0.052150	0.076917	0.995673	-0.538071	0.837764	-0.092900
5761	-0.842136	-0.539243	-0.004863	-0.051120	0.070850	0.996176	-0.536836	0.839165	-0.087231
5762	-0.842375	-0.538840	-0.007531	-0.050262	0.064646	0.996642	-0.536543	0.839924	-0.081539
5763	-0.841209	-0.540620	-0.009838	-0.049427	0.058765	0.997047	-0.538446	0.839212	-0.076155
5764	-0.839393	-0.543396	-0.011836	-0.048638	0.053406	0.997388	-0.541345	0.837776	-0.071258
5765	-0.838061	-0.545398	-0.013942	-0.047793	0.047935	0.997706	-0.543479	0.836805	-0.066238
5766	-0.837296	-0.546501	-0.016497	-0.047171	0.042145	0.997997	-0.544711	0.836398	-0.061067
5767	-0.836400	-0.547776	-0.019421	-0.046999	0.036371	0.998233	-0.546101	0.835834	-0.056166
