// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42D51
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
20	0.999681	-0.008679	-0.023727	0.008958	0.999892	0.011680	0.023623	-0.011889	0.999650
21	0.999648	-0.009058	-0.024920	0.009367	0.999880	0.012316	0.024806	-0.012545	0.999614
22	0.999614	-0.009428	-0.026143	0.009771	0.999868	0.013012	0.026017	-0.013262	0.999574
23	0.999577	-0.009816	-0.027370	0.010194	0.999854	0.013712	0.027232	-0.013985	0.999531
24	0.999538	-0.010208	-0.028631	0.010623	0.999840	0.014383	0.028480	-0.014680	0.999487
25	0.999497	-0.010602	-0.029874	0.011055	0.999826	0.015058	0.029709	-0.015381	0.999440
26	0.999456	-0.011012	-0.031102	0.011504	0.999811	0.015689	0.030923	-0.016038	0.999393
27	0.999412	-0.011436	-0.032332	0.011966	0.999797	0.016235	0.032140	-0.016612	0.999345
28	0.999364	-0.011891	-0.033616	0.012459	0.999782	0.016739	0.033409	-0.017147	0.999295
29	0.999319	-0.012384	-0.034768	0.012990	0.999767	0.017259	0.034546	-0.017699	0.999246
30	0.999269	-0.012845	-0.036011	0.013489	0.999752	0.017702	0.035775	-0.018175	0.999195
31	0.999215	-0.013348	-0.037302	0.014030	0.999738	0.018088	0.037051	-0.018597	0.999140
32	0.999161	-0.013873	-0.038525	0.014596	0.999721	0.018557	0.038257	-0.019104	0.999085
33	0.999109	-0.014465	-0.039647	0.015231	0.999702	0.019070	0.039360	-0.019657	0.999032
34	0.999054	-0.015068	-0.040802	0.015873	0.999684	0.019472	0.040496	-0.020101	0.998977
35	0.998990	-0.015691	-0.042102	0.016537	0.999667	0.019834	0.041776	-0.020510	0.998916
36	0.998935	-0.016329	-0.043151	0.017217	0.999646	0.020283	0.042805	-0.021004	0.998863
37	0.998872	-0.016967	-0.044357	0.017898	0.999626	0.020688	0.043989	-0.021459	0.998802
38	0.998806	-0.017622	-0.045557	0.018596	0.999606	0.021028	0.045168	-0.021850	0.998740
39	0.998741	-0.018273	-0.046724	0.019291	0.999584	0.021450	0.046313	-0.022324	0.998678
40	0.998677	-0.018997	-0.047794	0.020060	0.999560	0.021856	0.047358	-0.022786	0.998618
41	0.998600	-0.019699	-0.049099	0.020807	0.999538	0.022167	0.048639	-0.023158	0.998548
42	0.998532	-0.020444	-0.050150	0.021600	0.999511	0.022619	0.049663	-0.023669	0.998486
43	0.998457	-0.021171	-0.051337	0.022377	0.999484	0.023026	0.050824	-0.024139	0.998416
44	0.998376	-0.021899	-0.052582	0.023156	0.999458	0.023405	0.052041	-0.024584	0.998342
45	0.998299	-0.022645	-0.053722	0.023954	0.999429	0.023843	0.053151	-0.025089	0.998271
46	0.998222	-0.023381	-0.054832	0.024748	0.999396	0.024384	0.054228	-0.025698	0.998198
47	0.998136	-0.024119	-0.056067	0.025548	0.999363	0.024906	0.055431	-0.026292	0.998116
48	0.998050	-0.024824	-0.057265	0.026318	0.999329	0.025471	0.056594	-0.026929	0.998034
49	0.997969	-0.025518	-0.058375	0.027081	0.999291	0.026150	0.057666	-0.027678	0.997952
50	0.997879	-0.026208	-0.059596	0.027841	0.999254	0.026747	0.058850	-0.028350	0.997864
51	0.997787	-0.026854	-0.060819	0.028560	0.999218	0.027361	0.060037	-0.029037	0.997774
52	0.997697	-0.027522	-0.061993	0.029301	0.999179	0.027972	0.061173	-0.029724	0.997685
53	0.997601	-0.028176	-0.063239	0.030029	0.999141	0.028543	0.062381	-0.030373	0.997590
54	0.997506	-0.028883	-0.064402	0.030812	0.999100	0.029153	0.063502	-0.031064	0.997498
55	0.997411	-0.029568	-0.065553	0.031574	0.999058	0.029768	0.064612	-0.031761	0.997405
56	0.997305	-0.030269	-0.066839	0.032353	0.999017	0.030312	0.065855	-0.032393	0.997303
57	0.997207	-0.030989	-0.067960	0.033150	0.998972	0.030914	0.066932	-0.033081	0.997209
58	0.997098	-0.031686	-0.069228	0.033929	0.998929	0.031470	0.068156	-0.033727	0.997104
59	0.996990	-0.032409	-0.070432	0.034738	0.998881	0.032102	0.069313	-0.034452	0.997000
60	0.996881	-0.033141	-0.071622	0.035557	0.998832	0.032722	0.070454	-0.035167	0.996895
61	0.996769	-0.033875	-0.072833	0.036370	0.998786	0.033209	0.071620	-0.035750	0.996791
62	0.996651	-0.034601	-0.074087	0.037177	0.998741	0.033665	0.072829	-0.036307	0.996683
63	0.996530	-0.035332	-0.075362	0.037991	0.998694	0.034152	0.074057	-0.036897	0.996571
64	0.996409	-0.036070	-0.076607	0.038822	0.998642	0.034749	0.075249	-0.037598	0.996456
65	0.996284	-0.036839	-0.077847	0.039689	0.998585	0.035382	0.076433	-0.038340	0.996337
66	0.996150	-0.037561	-0.079208	0.040511	0.998531	0.035969	0.077740	-0.039039	0.996209
67	0.996018	-0.038294	-0.080513	0.041348	0.998474	0.036616	0.078988	-0.039799	0.996081
68	0.995878	-0.039008	-0.081885	0.042169	0.998416	0.037239	0.080303	-0.040538	0.995946
69	0.995743	-0.039718	-0.083180	0.042981	0.998360	0.037802	0.081542	-0.041217	0.995817
70	0.995598	-0.040442	-0.084547	0.043813	0.998301	0.038403	0.082850	-0.041939	0.995679
71	0.995456	-0.041158	-0.085869	0.044635	0.998243	0.038978	0.084114	-0.042633	0.995544
72	0.995321	-0.041826	-0.087097	0.045409	0.998184	0.039571	0.085284	-0.043341	0.995414
73	0.995178	-0.042501	-0.088397	0.046186	0.998129	0.040073	0.086529	-0.043962	0.995279
74	0.995036	-0.043176	-0.089657	0.046961	0.998073	0.040547	0.087733	-0.044556	0.995147
75	0.994891	-0.043851	-0.090933	0.047731	0.998020	0.040951	0.088958	-0.045082	0.995015
76	0.994746	-0.044547	-0.092169	0.048529	0.997963	0.041421	0.090136	-0.045676	0.994882
77	0.994605	-0.045260	-0.093345	0.049339	0.997904	0.041871	0.091255	-0.046251	0.994753
78	0.994449	-0.045946	-0.094655	0.050124	0.997849	0.042239	0.092511	-0.046749	0.994614
79	0.994308	-0.046632	-0.095798	0.050908	0.997791	0.042689	0.093595	-0.047323	0.994485
80	0.994169	-0.047325	-0.096897	0.051700	0.997730	0.043145	0.094635	-0.047903	0.994359
81	0.994014	-0.048018	-0.098135	0.052490	0.997673	0.043510	0.095818	-0.048401	0.994221
82	0.993869	-0.048725	-0.099248	0.053300	0.997609	0.043984	0.096868	-0.049004	0.994090
83	0.993723	-0.049437	-0.100350	0.054121	0.997542	0.044510	0.097903	-0.049661	0.993956
84	0.993573	-0.050172	-0.101469	0.054956	0.997478	0.044916	0.098960	-0.050203	0.993824
85	0.993415	-0.050919	-0.102632	0.055812	0.997409	0.045385	0.100055	-0.050814	0.993684
86	0.993249	-0.051703	-0.103839	0.056707	0.997339	0.045828	0.101193	-0.051407	0.993538
87	0.993086	-0.052494	-0.105000	0.057610	0.997265	0.046295	0.102283	-0.052024	0.993394
88	0.992918	-0.053248	-0.106201	0.058482	0.997191	0.046797	0.103410	-0.052677	0.993243
89	0.992740	-0.054008	-0.107473	0.059360	0.997118	0.047237	0.104612	-0.053273	0.993085
90	0.992565	-0.054799	-0.108684	0.060266	0.997044	0.047666	0.105751	-0.053862	0.992933
91	0.992390	-0.055572	-0.109878	0.061156	0.996967	0.048127	0.106870	-0.054480	0.992779
92	0.992216	-0.056397	-0.111030	0.062104	0.996884	0.048632	0.107941	-0.055149	0.992626
93	0.992044	-0.057193	-0.112151	0.063013	0.996807	0.049045	0.108988	-0.055722	0.992480
94	0.991852	-0.057998	-0.113425	0.063931	0.996731	0.049389	0.110190	-0.056238	0.992318
95	0.991672	-0.058837	-0.114568	0.064888	0.996648	0.049818	0.111253	-0.056838	0.992165
96	0.991496	-0.059642	-0.115664	0.065804	0.996569	0.050206	0.112273	-0.057390	0.992019
97	0.991307	-0.060485	-0.116841	0.066766	0.996484	0.050609	0.113369	-0.057970	0.991860
98	0.991120	-0.061380	-0.117953	0.067776	0.996396	0.051000	0.114398	-0.058541	0.991709
99	0.990924	-0.062249	-0.119141	0.068759	0.996312	0.051328	0.115506	-0.059054	0.991550
100	0.990740	-0.063138	-0.120200	0.069765	0.996220	0.051746	0.116478	-0.059653	0.991400
101	0.990557	-0.064011	-0.121238	0.070760	0.996127	0.052199	0.117427	-0.060285	0.991250
102	0.990356	-0.064840	-0.122437	0.071703	0.996044	0.052497	0.118549	-0.060770	0.991087
103	0.990163	-0.065670	-0.123552	0.072640	0.995961	0.052773	0.119587	-0.061229	0.990934
104	0.989956	-0.066566	-0.124726	0.073657	0.995868	0.053127	0.120674	-0.061780	0.990768
105	0.989759	-0.067431	-0.125817	0.074644	0.995773	0.053518	0.121676	-0.062361	0.990609
106	0.989552	-0.068292	-0.126974	0.075623	0.995682	0.053837	0.122749	-0.062876	0.990444
107	0.989347	-0.069163	-0.128101	0.076611	0.995589	0.054151	0.123791	-0.063388	0.990282
108	0.989146	-0.070014	-0.129184	0.077585	0.995493	0.054532	0.124784	-0.063963	0.990120
109	0.988934	-0.070886	-0.130326	0.078579	0.995398	0.054854	0.125838	-0.064488	0.989953
110	0.988747	-0.071731	-0.131279	0.079545	0.995298	0.055274	0.126697	-0.065095	0.989803
111	0.988540	-0.072592	-0.132361	0.080534	0.995196	0.055667	0.127684	-0.065688	0.989637
112	0.988322	-0.073449	-0.133508	0.081519	0.995097	0.056011	0.128739	-0.066240	0.989464
113	0.988132	-0.074295	-0.134443	0.082496	0.994990	0.056480	0.129573	-0.066901	0.989310
114	0.987912	-0.075132	-0.135591	0.083473	0.994884	0.056911	0.130622	-0.067541	0.989129
115	0.987703	-0.075961	-0.136645	0.084443	0.994775	0.057379	0.131573	-0.068212	0.988957
116	0.987503	-0.076770	-0.137637	0.085388	0.994668	0.057835	0.132463	-0.068864	0.988793
117	0.987282	-0.077598	-0.138757	0.086347	0.994565	0.058174	0.133489	-0.069416	0.988616
118	0.987071	-0.078511	-0.139739	0.087387	0.994452	0.058552	0.134366	-0.070007	0.988456
119	0.986857	-0.079430	-0.140725	0.088427	0.994342	0.058868	0.135252	-0.070538	0.988297
120	0.986656	-0.080361	-0.141603	0.089480	0.994225	0.059245	0.136025	-0.071125	0.988149
121	0.986445	-0.081274	-0.142553	0.090521	0.994108	0.059620	0.136868	-0.071716	0.987990
122	0.986244	-0.082153	-0.143432	0.091517	0.993998	0.059945	0.137647	-0.072247	0.987843
123	0.986035	-0.083045	-0.144354	0.092534	0.993882	0.060302	0.138463	-0.072818	0.987687
124	0.985833	-0.083986	-0.145191	0.093616	0.993750	0.060808	0.139176	-0.073539	0.987533
125	0.985594	-0.084902	-0.146273	0.094667	0.993630	0.061133	0.140151	-0.074099	0.987354
126	0.985372	-0.085785	-0.147253	0.095684	0.993510	0.061501	0.141022	-0.074691	0.987185
127	0.985150	-0.086693	-0.148199	0.096728	0.993385	0.061886	0.141853	-0.075302	0.987019
128	0.984928	-0.087684	-0.149088	0.097847	0.993253	0.062243	0.142625	-0.075893	0.986863
129	0.984656	-0.088736	-0.150265	0.099036	0.993120	0.062494	0.143685	-0.076417	0.986669
130	0.984417	-0.089829	-0.151177	0.100263	0.992973	0.062864	0.144468	-0.077042	0.986506
131	0.984176	-0.090844	-0.152136	0.101422	0.992830	0.063262	0.145298	-0.077691	0.986333
132	0.983886	-0.091793	-0.153433	0.102529	0.992697	0.063567	0.146477	-0.078274	0.986112
133	0.983611	-0.092790	-0.154594	0.103676	0.992557	0.063892	0.147514	-0.078873	0.985910
134	0.983353	-0.093853	-0.155592	0.104885	0.992406	0.064256	0.148379	-0.079506	0.985729
135	0.983039	-0.094833	-0.156973	0.106031	0.992265	0.064554	0.149637	-0.080104	0.985491
136	0.982767	-0.095902	-0.158028	0.107251	0.992111	0.064907	0.150556	-0.080737	0.985299
137	0.982459	-0.096872	-0.159340	0.108384	0.991969	0.065199	0.151744	-0.081325	0.985068
138	0.982156	-0.097880	-0.160592	0.109566	0.991814	0.065583	0.152858	-0.082008	0.984840
139	0.981898	-0.098852	-0.161567	0.110707	0.991654	0.066078	0.153687	-0.082768	0.984647
140	0.981601	-0.099669	-0.162867	0.111713	0.991511	0.066524	0.154855	-0.083495	0.984403
141	0.981324	-0.100431	-0.164065	0.112666	0.991369	0.067032	0.155917	-0.084264	0.984169
142	0.981087	-0.101225	-0.164993	0.113638	0.991220	0.067600	0.156701	-0.085071	0.983975
143	0.980835	-0.101965	-0.166033	0.114556	0.991080	0.068091	0.157609	-0.085806	0.983767
144	0.980550	-0.102565	-0.167340	0.115338	0.990964	0.068460	0.158806	-0.086429	0.983519
145	0.980301	-0.103185	-0.168412	0.116145	0.990834	0.068982	0.159751	-0.087183	0.983300
146	0.980097	-0.103820	-0.169209	0.116940	0.990705	0.069485	0.160422	-0.087889	0.983128
147	0.979832	-0.104338	-0.170421	0.117637	0.990596	0.069867	0.161529	-0.088506	0.982891
148	0.979623	-0.104853	-0.171305	0.118318	0.990480	0.070354	0.162297	-0.089189	0.982703
149	0.979391	-0.105390	-0.172295	0.119026	0.990363	0.070803	0.163173	-0.089851	0.982498
150	0.979148	-0.105936	-0.173341	0.119761	0.990238	0.071314	0.164094	-0.090586	0.982277
151	0.978913	-0.106456	-0.174345	0.120455	0.990122	0.071761	0.164983	-0.091248	0.982066
152	0.978687	-0.106941	-0.175316	0.121117	0.990007	0.072232	0.165839	-0.091926	0.981859
153	0.978447	-0.107400	-0.176372	0.121753	0.989898	0.072656	0.166787	-0.092564	0.981638
154	0.978235	-0.107854	-0.177267	0.122392	0.989778	0.073205	0.167560	-0.093308	0.981436
155	0.978235	-0.107854	-0.177267	0.122392	0.989778	0.073205	0.167560	-0.093308	0.981436
156	0.978135	-0.108013	-0.177720	0.122645	0.989726	0.073488	0.167957	-0.093678	0.981333
157	0.977908	-0.108352	-0.178760	0.123186	0.989617	0.074054	0.168880	-0.094439	0.981102
158	0.977681	-0.108664	-0.179812	0.123698	0.989512	0.074592	0.169820	-0.095170	0.980869
159	0.977470	-0.108935	-0.180794	0.124169	0.989410	0.075168	0.170691	-0.095923	0.980644
160	0.977219	-0.109198	-0.181988	0.124650	0.989307	0.075720	0.171774	-0.096680	0.980381
161	0.976982	-0.109475	-0.183086	0.125142	0.989201	0.076296	0.172757	-0.097452	0.980132
162	0.976755	-0.109742	-0.184139	0.125620	0.989096	0.076869	0.173695	-0.098214	0.979890
163	0.976504	-0.109937	-0.185349	0.126019	0.989010	0.077314	0.174812	-0.098855	0.979627
164	0.976287	-0.110162	-0.186354	0.126452	0.988911	0.077881	0.175708	-0.099599	0.979391
165	0.976021	-0.110324	-0.187650	0.126853	0.988814	0.078454	0.176895	-0.100377	0.979098
166	0.975788	-0.110410	-0.188804	0.127164	0.988729	0.079020	0.177951	-0.101116	0.978830
167	0.975573	-0.110469	-0.189879	0.127460	0.988636	0.079699	0.178917	-0.101954	0.978567
168	0.975343	-0.110557	-0.191004	0.127780	0.988546	0.080308	0.179938	-0.102735	0.978299
169	0.975115	-0.110665	-0.192102	0.128117	0.988453	0.080906	0.180930	-0.103504	0.978034
170	0.975115	-0.110665	-0.192102	0.128117	0.988453	0.080906	0.180930	-0.103504	0.978034
171	0.974926	-0.110848	-0.192959	0.128469	0.988375	0.081303	0.181703	-0.104053	0.977833
172	0.974648	-0.111145	-0.194188	0.129003	0.988262	0.081837	0.182813	-0.104813	0.977545
173	0.974382	-0.111477	-0.195328	0.129572	0.988139	0.082414	0.183824	-0.105612	0.977269
174	0.974062	-0.111840	-0.196709	0.130186	0.988017	0.082914	0.185078	-0.106372	0.976950
175	0.973801	-0.112248	-0.197765	0.130828	0.987883	0.083493	0.185997	-0.107179	0.976687
176	0.973500	-0.112596	-0.199045	0.131421	0.987761	0.084002	0.187151	-0.107934	0.976384
177	0.973175	-0.112879	-0.200469	0.131964	0.987647	0.084498	0.188454	-0.108686	0.976049
178	0.972896	-0.113236	-0.201619	0.132574	0.987513	0.085103	0.189465	-0.109526	0.975760
179	0.972575	-0.113529	-0.202999	0.133125	0.987396	0.085596	0.190723	-0.110273	0.975431
180	0.972279	-0.113855	-0.204232	0.133693	0.987277	0.086083	0.191833	-0.111001	0.975130
181	0.971925	-0.114163	-0.205739	0.134254	0.987169	0.086451	0.193229	-0.111645	0.974781
182	0.971633	-0.114577	-0.206887	0.134897	0.987042	0.086898	0.194250	-0.112342	0.974498
183	0.971256	-0.115077	-0.208371	0.135655	0.986904	0.087277	0.195598	-0.113035	0.974148
184	0.970884	-0.115699	-0.209755	0.136493	0.986771	0.087484	0.196859	-0.113567	0.973832
185	0.970537	-0.116301	-0.211025	0.137332	0.986621	0.087857	0.197984	-0.114249	0.973524
186	0.970113	-0.116744	-0.212723	0.138037	0.986500	0.088109	0.199565	-0.114839	0.973132
187	0.969776	-0.117362	-0.213916	0.138898	0.986341	0.088542	0.200603	-0.115578	0.972831
188	0.969458	-0.117989	-0.215013	0.139759	0.986180	0.088980	0.201543	-0.116312	0.972549
189	0.969076	-0.118477	-0.216458	0.140485	0.986053	0.089238	0.202867	-0.116888	0.972205
190	0.968762	-0.118984	-0.217586	0.141225	0.985910	0.089649	0.203854	-0.117577	0.971915
191	0.968420	-0.119375	-0.218887	0.141881	0.985774	0.090108	0.205016	-0.118319	0.971581
192	0.968030	-0.119666	-0.220448	0.142442	0.985663	0.090440	0.206465	-0.118950	0.971197
193	0.967670	-0.120059	-0.221813	0.143105	0.985527	0.090871	0.207693	-0.119676	0.970846
194	0.967309	-0.120554	-0.223115	0.143854	0.985383	0.091250	0.208853	-0.120363	0.970512
195	0.966888	-0.121021	-0.224681	0.144571	0.985259	0.091449	0.210302	-0.120903	0.970132
196	0.966514	-0.121654	-0.225946	0.145440	0.985105	0.091737	0.211420	-0.121527	0.969811
197	0.966117	-0.122289	-0.227297	0.146331	0.984942	0.092063	0.212616	-0.122204	0.969464
198	0.965709	-0.122849	-0.228721	0.147152	0.984792	0.092360	0.213897	-0.122850	0.969101
199	0.965361	-0.123405	-0.229892	0.147965	0.984630	0.092790	0.214907	-0.123591	0.968783
200	0.964978	-0.123940	-0.231207	0.148759	0.984478	0.093135	0.216075	-0.124267	0.968437
201	0.964625	-0.124427	-0.232416	0.149504	0.984327	0.093532	0.217135	-0.124970	0.968109
202	0.964299	-0.124859	-0.233532	0.150208	0.984171	0.094046	0.218093	-0.125767	0.967790
203	0.963930	-0.125254	-0.234842	0.150888	0.984024	0.094500	0.219253	-0.126527	0.967429
204	0.963629	-0.125711	-0.235831	0.151610	0.983860	0.095042	0.220077	-0.127339	0.967135
205	0.963312	-0.126129	-0.236901	0.152293	0.983708	0.095531	0.220992	-0.128104	0.966826
206	0.962888	-0.126472	-0.238437	0.152922	0.983580	0.095838	0.222401	-0.128743	0.966418
207	0.962566	-0.126974	-0.239468	0.153688	0.983413	0.096327	0.223265	-0.129525	0.966114
208	0.962237	-0.127449	-0.240535	0.154439	0.983245	0.096842	0.224162	-0.130333	0.965797
209	0.961788	-0.127878	-0.242095	0.155175	0.983094	0.097191	0.225574	-0.131044	0.965372
210	0.961440	-0.128422	-0.243187	0.155995	0.982917	0.097667	0.226491	-0.131837	0.965050
211	0.961119	-0.128905	-0.244200	0.156739	0.982753	0.098129	0.227339	-0.132589	0.964747
212	0.960710	-0.129261	-0.245618	0.157381	0.982618	0.098456	0.228622	-0.133243	0.964354
213	0.960380	-0.129627	-0.246713	0.158030	0.982463	0.098962	0.229558	-0.134029	0.964022
214	0.960062	-0.129983	-0.247760	0.158675	0.982303	0.099512	0.230441	-0.134851	0.963697
215	0.959679	-0.130256	-0.249096	0.159277	0.982150	0.100058	0.231617	-0.135699	0.963296
216	0.959283	-0.130462	-0.250513	0.159791	0.982025	0.100464	0.232903	-0.136403	0.962887
217	0.958955	-0.130732	-0.251624	0.160366	0.981874	0.101027	0.233855	-0.137232	0.962538
218	0.958601	-0.130943	-0.252858	0.160900	0.981728	0.101590	0.234936	-0.138069	0.962155
219	0.958226	-0.131136	-0.254179	0.161413	0.981593	0.102084	0.236113	-0.138847	0.961755
220	0.957955	-0.131565	-0.254976	0.162111	0.981418	0.102656	0.236732	-0.139675	0.961483
221	0.957491	-0.132040	-0.256469	0.162888	0.981261	0.102929	0.238072	-0.140330	0.961056
222	0.957144	-0.132624	-0.257463	0.163746	0.981071	0.103376	0.238879	-0.141104	0.960743
223	0.956787	-0.133265	-0.258457	0.164646	0.980882	0.103745	0.239690	-0.141816	0.960436
224	0.956256	-0.133880	-0.260096	0.165556	0.980715	0.103871	0.241174	-0.142387	0.959980
225	0.955810	-0.134561	-0.261382	0.166505	0.980532	0.104085	0.242287	-0.143007	0.959607
226	0.955340	-0.135196	-0.262768	0.167428	0.980350	0.104317	0.243501	-0.143652	0.959203
227	0.954797	-0.135735	-0.264458	0.168279	0.980188	0.104464	0.245039	-0.144245	0.958723
228	0.954306	-0.136317	-0.265929	0.169159	0.980015	0.104674	0.246346	-0.144875	0.958293
229	0.953829	-0.136897	-0.267336	0.170040	0.979834	0.104935	0.247580	-0.145548	0.957873
230	0.953352	-0.137439	-0.268759	0.170875	0.979666	0.105151	0.248842	-0.146171	0.957451
231	0.952922	-0.137952	-0.270015	0.171678	0.979494	0.105447	0.249931	-0.146839	0.957065
232	0.952500	-0.138418	-0.271264	0.172449	0.979319	0.105809	0.251008	-0.147562	0.956671
233	0.952058	-0.138895	-0.272568	0.173230	0.979147	0.106125	0.252144	-0.148255	0.956266
234	0.951636	-0.139379	-0.273794	0.174017	0.978969	0.106478	0.253195	-0.148973	0.955876
235	0.951206	-0.139872	-0.275032	0.174821	0.978786	0.106844	0.254253	-0.149712	0.955480
236	0.950770	-0.140319	-0.276309	0.175576	0.978615	0.107177	0.255361	-0.150414	0.955074
237	0.950289	-0.140716	-0.277759	0.176309	0.978446	0.107509	0.256644	-0.151136	0.954616
238	0.949885	-0.141150	-0.278920	0.177074	0.978256	0.107984	0.257613	-0.151962	0.954224
239	0.949450	-0.141529	-0.280203	0.177783	0.978083	0.108383	0.258722	-0.152719	0.953803
240	0.948943	-0.141824	-0.281769	0.178444	0.977923	0.108742	0.260126	-0.153470	0.953300
241	0.948546	-0.142199	-0.282913	0.179156	0.977737	0.109238	0.261081	-0.154303	0.952905
242	0.948125	-0.142539	-0.284150	0.179849	0.977555	0.109727	0.262132	-0.155138	0.952480
243	0.947661	-0.142843	-0.285541	0.180511	0.977386	0.110145	0.263350	-0.155924	0.952016
244	0.947269	-0.143192	-0.286666	0.181200	0.977202	0.110646	0.264287	-0.156756	0.951620
245	0.946865	-0.143464	-0.287862	0.181836	0.977023	0.111187	0.265296	-0.157623	0.951195
246	0.946395	-0.143686	-0.289295	0.182426	0.976865	0.111601	0.266567	-0.158394	0.950712
247	0.945991	-0.143993	-0.290459	0.183093	0.976680	0.112131	0.267539	-0.159256	0.950295
248	0.945594	-0.144318	-0.291591	0.183792	0.976480	0.112724	0.268465	-0.160183	0.949878
249	0.945172	-0.144614	-0.292808	0.184472	0.976286	0.113291	0.269481	-0.161095	0.949436
250	0.944802	-0.144961	-0.293830	0.185164	0.976092	0.113836	0.270303	-0.161959	0.949055
251	0.944452	-0.145337	-0.294767	0.185901	0.975877	0.114479	0.271018	-0.162917	0.948687
252	0.944018	-0.145618	-0.296015	0.186614	0.975658	0.115178	0.272037	-0.163971	0.948214
253	0.943598	-0.145921	-0.297205	0.187354	0.975429	0.115919	0.272987	-0.165063	0.947751
254	0.943174	-0.146053	-0.298481	0.187872	0.975267	0.116439	0.274092	-0.165899	0.947286
255	0.942535	-0.146103	-0.300468	0.188323	0.975164	0.116572	0.275974	-0.166458	0.946642
256	0.942068	-0.146306	-0.301831	0.188900	0.975004	0.116979	0.277171	-0.167218	0.946158
257	0.941743	-0.146664	-0.302670	0.189613	0.974788	0.117621	0.277789	-0.168159	0.945810
258	0.941206	-0.146897	-0.304225	0.190267	0.974609	0.118050	0.279159	-0.168994	0.945257
259	0.940642	-0.147094	-0.305870	0.190872	0.974451	0.118373	0.280644	-0.169729	0.944686
260	0.940181	-0.147318	-0.307176	0.191479	0.974279	0.118813	0.281772	-0.170524	0.944207
261	0.939726	-0.147627	-0.308418	0.192186	0.974077	0.119327	0.282807	-0.171408	0.943737
262	0.939256	-0.147891	-0.309720	0.192854	0.973885	0.119817	0.283912	-0.172270	0.943248
263	0.938745	-0.148132	-0.311151	0.193496	0.973708	0.120217	0.285162	-0.173059	0.942726
264	0.938269	-0.148373	-0.312470	0.194151	0.973515	0.120726	0.286282	-0.173940	0.942225
265	0.937763	-0.148665	-0.313845	0.194872	0.973308	0.121229	0.287445	-0.174844	0.941703
266	0.937215	-0.148887	-0.315374	0.195540	0.973116	0.121695	0.288777	-0.175722	0.941132
