// General information: # Original fixed header
//  MT Manager version: 2022.2.0
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information:
//  DeviceId: B42D48
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings:
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
83	0.997110	-0.003590	-0.075889	0.020294	0.975171	0.220521	0.073213	-0.221424	0.972425
84	0.997034	-0.003677	-0.076872	0.020804	0.974547	0.223216	0.074095	-0.224153	0.971733
85	0.996962	-0.003771	-0.077799	0.021314	0.973914	0.225915	0.074917	-0.226887	0.971035
86	0.996889	-0.003888	-0.078723	0.021854	0.973259	0.228670	0.075729	-0.229679	0.970316
87	0.996817	-0.004004	-0.079628	0.022395	0.972592	0.231439	0.076519	-0.232485	0.969585
88	0.996749	-0.004135	-0.080462	0.022935	0.971925	0.234171	0.077235	-0.235255	0.968860
89	0.996679	-0.004244	-0.081319	0.023468	0.971241	0.236940	0.077974	-0.238062	0.968115
90	0.996608	-0.004362	-0.082176	0.024011	0.970556	0.239678	0.078711	-0.240838	0.967368
91	0.996538	-0.004462	-0.083018	0.024535	0.969869	0.242387	0.079435	-0.243585	0.966621
92	0.996466	-0.004538	-0.083880	0.025044	0.969179	0.245082	0.080182	-0.246316	0.965867
93	0.996394	-0.004573	-0.084729	0.025513	0.968486	0.247757	0.080926	-0.249025	0.965110
94	0.996320	-0.004620	-0.085582	0.025997	0.967791	0.250408	0.081668	-0.251711	0.964350
95	0.996245	-0.004681	-0.086453	0.026504	0.967088	0.253060	0.082423	-0.254401	0.963580
96	0.996170	-0.004731	-0.087313	0.027002	0.966376	0.255710	0.083168	-0.257088	0.962803
97	0.996095	-0.004771	-0.088162	0.027492	0.965658	0.258357	0.083902	-0.259772	0.962018
98	0.996019	-0.004840	-0.089010	0.028013	0.964933	0.260999	0.084625	-0.262453	0.961227
99	0.995940	-0.004942	-0.089887	0.028577	0.964205	0.263614	0.085366	-0.265112	0.960431
100	0.995865	-0.004992	-0.090706	0.029079	0.963470	0.266232	0.086063	-0.267768	0.959632
101	0.995790	-0.005046	-0.091528	0.029588	0.962731	0.268837	0.086760	-0.270413	0.958827
102	0.995711	-0.005109	-0.092379	0.030121	0.961980	0.271455	0.087480	-0.273074	0.958007
103	0.995633	-0.005126	-0.093213	0.030610	0.961216	0.274093	0.088193	-0.275750	0.957175
104	0.995558	-0.005151	-0.094007	0.031098	0.960453	0.276701	0.088864	-0.278395	0.956347
105	0.995481	-0.005159	-0.094820	0.031575	0.959688	0.279287	0.089557	-0.281019	0.955515
106	0.995404	-0.005137	-0.095630	0.032026	0.958923	0.281852	0.090254	-0.283619	0.954680
107	0.995328	-0.005157	-0.096417	0.032514	0.958157	0.284391	0.090916	-0.286197	0.953848
108	0.995250	-0.005170	-0.097217	0.033008	0.957362	0.286999	0.091588	-0.288845	0.952985
109	0.995176	-0.005143	-0.097968	0.033450	0.956569	0.289579	0.092224	-0.291459	0.952127
110	0.995103	-0.005060	-0.098712	0.033844	0.955762	0.292187	0.092867	-0.294097	0.951253
111	0.995037	-0.004989	-0.099385	0.034236	0.954935	0.294835	0.093435	-0.296774	0.950366
112	0.994974	-0.004905	-0.100012	0.034610	0.954085	0.297529	0.093961	-0.299495	0.949460
113	0.994918	-0.004822	-0.100577	0.034975	0.953211	0.300276	0.094423	-0.302267	0.948535
114	0.994874	-0.004800	-0.101007	0.035366	0.952310	0.303077	0.094735	-0.305095	0.947598
115	0.994840	-0.004843	-0.101345	0.035793	0.951393	0.305893	0.094937	-0.307942	0.946657
116	0.994811	-0.004962	-0.101619	0.036276	0.950462	0.308718	0.095053	-0.310803	0.945710
117	0.994777	-0.005096	-0.101940	0.036786	0.949532	0.311505	0.095208	-0.313628	0.944761
118	0.994752	-0.005271	-0.102179	0.037304	0.948612	0.314234	0.095272	-0.316397	0.943831
119	0.994720	-0.005428	-0.102484	0.037822	0.947700	0.316913	0.095404	-0.319116	0.942902
120	0.994684	-0.005542	-0.102828	0.038305	0.946811	0.319501	0.095588	-0.321742	0.941990
121	0.994636	-0.005607	-0.103285	0.038770	0.945945	0.322001	0.095897	-0.324279	0.941088
122	0.994581	-0.005619	-0.103808	0.039201	0.945099	0.324423	0.096286	-0.326735	0.940199
123	0.994516	-0.005535	-0.104441	0.039574	0.944268	0.326791	0.096811	-0.329132	0.939308
124	0.994449	-0.005388	-0.105084	0.039889	0.943448	0.329111	0.097368	-0.331476	0.938426
125	0.994376	-0.005183	-0.105779	0.040165	0.942641	0.331384	0.097994	-0.333769	0.937548
126	0.994303	-0.004958	-0.106475	0.040420	0.941849	0.333596	0.098630	-0.336000	0.936684
127	0.994221	-0.004750	-0.107245	0.040714	0.941069	0.335755	0.099330	-0.338181	0.935824
128	0.994138	-0.004537	-0.108023	0.041002	0.940306	0.337852	0.100042	-0.340301	0.934980
129	0.994054	-0.004255	-0.108808	0.041226	0.939559	0.339896	0.100785	-0.342361	0.934147
130	0.993972	-0.003917	-0.109568	0.041396	0.938798	0.341972	0.101522	-0.344446	0.933301
131	0.993897	-0.003485	-0.110257	0.041452	0.938050	0.344013	0.102228	-0.346483	0.932469
132	0.993815	-0.002756	-0.111016	0.041258	0.937300	0.346073	0.103102	-0.348513	0.931616
133	0.993760	-0.001911	-0.111525	0.040862	0.936581	0.348060	0.103787	-0.350445	0.930815
134	0.993719	-0.000833	-0.111901	0.040203	0.935869	0.350046	0.104433	-0.352346	0.930025
135	0.993666	0.000330	-0.112377	0.039505	0.935145	0.352057	0.105205	-0.354266	0.929208
136	0.993609	0.001425	-0.112872	0.038873	0.934439	0.353996	0.105976	-0.356121	0.928411
137	0.993540	0.002472	-0.113457	0.038311	0.933765	0.355830	0.106822	-0.357878	0.927638
138	0.993463	0.003533	-0.114100	0.037743	0.933142	0.357522	0.107734	-0.359491	0.926909
139	0.993389	0.004544	-0.114704	0.037179	0.932621	0.358937	0.108606	-0.360828	0.926287
140	0.993301	0.005426	-0.115425	0.036738	0.932238	0.359975	0.109557	-0.361804	0.925794
141	0.993196	0.006272	-0.116287	0.036335	0.932009	0.360608	0.110643	-0.362380	0.925440
142	0.993060	0.006955	-0.117407	0.036129	0.931945	0.360796	0.111926	-0.362533	0.925225
143	0.992834	0.007546	-0.119264	0.036218	0.932065	0.360476	0.113882	-0.362213	0.925112
144	0.992545	0.008332	-0.121592	0.036224	0.932407	0.359589	0.116369	-0.361313	0.925155
145	0.992120	0.009274	-0.124948	0.036399	0.932911	0.358264	0.119888	-0.359989	0.925222
146	0.991568	0.010619	-0.129152	0.036449	0.933548	0.356594	0.124357	-0.358294	0.925290
147	0.990968	0.012647	-0.133501	0.035864	0.934284	0.354722	0.129213	-0.356306	0.925392
148	0.990362	0.015008	-0.137689	0.034815	0.935221	0.352349	0.134058	-0.353746	0.925685
149	0.989728	0.017680	-0.141866	0.033470	0.936091	0.350161	0.138991	-0.351312	0.925884
150	0.989087	0.020154	-0.145945	0.032202	0.937074	0.347641	0.143768	-0.348548	0.926199
151	0.988537	0.022343	-0.149315	0.030931	0.938039	0.345147	0.147775	-0.345810	0.926595
152	0.988001	0.024494	-0.152491	0.029608	0.938993	0.342660	0.151582	-0.343063	0.927001
153	0.987287	0.026801	-0.156675	0.028614	0.939613	0.341040	0.156354	-0.341187	0.926901
154	0.986495	0.029063	-0.161193	0.027952	0.939824	0.340513	0.161390	-0.340419	0.926320
155	0.985759	0.030907	-0.165298	0.027697	0.939702	0.340870	0.165866	-0.340594	0.925464
156	0.984998	0.033503	-0.169280	0.026880	0.939208	0.342294	0.170457	-0.341709	0.924218
157	0.984051	0.037734	-0.173840	0.024944	0.938318	0.344872	0.176131	-0.343707	0.922412
158	0.983238	0.042336	-0.177346	0.022345	0.937358	0.347651	0.180954	-0.345786	0.920699
159	0.982784	0.047045	-0.178671	0.018979	0.936218	0.350907	0.183784	-0.348256	0.919207
160	0.982352	0.051297	-0.179868	0.016129	0.934843	0.354695	0.186343	-0.351337	0.917518
161	0.981732	0.054789	-0.182208	0.014520	0.933277	0.358865	0.189713	-0.354955	0.915432
162	0.981046	0.057933	-0.184910	0.013426	0.931645	0.363121	0.193307	-0.358721	0.913210
163	0.980535	0.061167	-0.186573	0.011905	0.929966	0.367453	0.195982	-0.362522	0.911136
164	0.980248	0.064537	-0.186948	0.009766	0.928312	0.371675	0.197533	-0.366159	0.909345
165	0.979925	0.067956	-0.187427	0.007640	0.926624	0.375911	0.199220	-0.369797	0.907503
166	0.979468	0.071041	-0.188668	0.006198	0.924800	0.380402	0.201504	-0.373761	0.905372
167	0.979104	0.073689	-0.189542	0.005088	0.922873	0.385070	0.203299	-0.377988	0.903214
168	0.978759	0.076087	-0.190372	0.004129	0.921075	0.389363	0.204972	-0.381879	0.901196
169	0.978386	0.078661	-0.191244	0.002904	0.919508	0.393060	0.206769	-0.385119	0.899405
170	0.978019	0.082079	-0.191683	0.000533	0.918280	0.395931	0.208517	-0.387330	0.898051
171	0.977584	0.086065	-0.192150	-0.002571	0.917447	0.397849	0.210529	-0.388437	0.897103
172	0.977093	0.090178	-0.192764	-0.005839	0.916802	0.399299	0.212734	-0.389027	0.896327
173	0.976601	0.094236	-0.193314	-0.009217	0.916400	0.400158	0.214862	-0.389013	0.895825
174	0.976009	0.097988	-0.194434	-0.012188	0.916194	0.400549	0.217388	-0.388570	0.895408
175	0.975272	0.101190	-0.196483	-0.014399	0.916231	0.400393	0.220539	-0.387663	0.895031
176	0.974822	0.102736	-0.197906	-0.015441	0.916509	0.399717	0.222448	-0.386597	0.895019
177	0.975677	0.100743	-0.194694	-0.015112	0.916943	0.398731	0.218693	-0.386090	0.896163
178	0.977520	0.096033	-0.187704	-0.013480	0.916895	0.398901	0.210412	-0.387403	0.897577
179	0.979250	0.090821	-0.181165	-0.010736	0.915950	0.401148	0.202371	-0.390880	0.897919
180	0.980260	0.085825	-0.178111	-0.006469	0.914308	0.404969	0.197605	-0.395823	0.896815
181	0.981349	0.079195	-0.175162	-0.000905	0.913090	0.407758	0.192231	-0.399995	0.896131
182	0.982547	0.072271	-0.171399	0.004572	0.911775	0.410664	0.185956	-0.404281	0.895532
183	0.984037	0.066356	-0.165129	0.008333	0.909687	0.415210	0.177767	-0.409959	0.894613
184	0.985711	0.061888	-0.156662	0.009848	0.907292	0.420386	0.168155	-0.415922	0.893719
185	0.986923	0.057587	-0.150553	0.012218	0.904592	0.426103	0.160727	-0.422370	0.892059
186	0.987444	0.053820	-0.148522	0.015879	0.901597	0.432286	0.157172	-0.429217	0.889421
187	0.987334	0.052443	-0.149739	0.018814	0.898432	0.438710	0.157538	-0.435970	0.886065
188	0.987271	0.052238	-0.150226	0.020228	0.895614	0.444372	0.157758	-0.441755	0.883156
189	0.987501	0.051338	-0.149020	0.021401	0.893036	0.449476	0.156155	-0.447047	0.880775
190	0.987586	0.049814	-0.148969	0.023627	0.890481	0.454408	0.155290	-0.452286	0.878249
191	0.987338	0.048948	-0.150891	0.026239	0.887708	0.459659	0.156446	-0.457798	0.875183
192	0.987196	0.048343	-0.152008	0.028208	0.885039	0.464661	0.156996	-0.462999	0.872344
193	0.987252	0.047664	-0.151861	0.029548	0.882638	0.469123	0.156399	-0.467630	0.869978
194	0.987302	0.046990	-0.151748	0.030816	0.880451	0.473134	0.155840	-0.471802	0.867823
195	0.987220	0.046360	-0.152474	0.032396	0.878399	0.476828	0.156038	-0.475674	0.865671
196	0.987060	0.045935	-0.153628	0.033966	0.876453	0.480287	0.156710	-0.479291	0.863552
197	0.986949	0.045810	-0.154381	0.035011	0.874710	0.483380	0.157182	-0.482477	0.861690
198	0.986833	0.045903	-0.155092	0.035814	0.873066	0.486285	0.157728	-0.485437	0.859926
199	0.986640	0.046292	-0.156198	0.036547	0.871448	0.489124	0.158761	-0.488298	0.858114
200	0.986465	0.046766	-0.157161	0.037127	0.869870	0.491882	0.159713	-0.491059	0.856360
201	0.986268	0.047416	-0.158203	0.037596	0.868296	0.494619	0.160820	-0.493775	0.854590
202	0.986054	0.048120	-0.159320	0.038063	0.866713	0.497353	0.162017	-0.496481	0.852794
203	0.985843	0.048761	-0.160426	0.038587	0.865124	0.500071	0.163173	-0.499182	0.850995
204	0.985627	0.049428	-0.161544	0.039113	0.863490	0.502847	0.164347	-0.501938	0.849146
205	0.985425	0.050037	-0.162587	0.039665	0.861831	0.505642	0.165423	-0.504721	0.847285
206	0.985236	0.050603	-0.163554	0.040229	0.860145	0.508461	0.166410	-0.507534	0.845410
207	0.985079	0.051001	-0.164374	0.040879	0.858413	0.511327	0.167179	-0.510417	0.843520
208	0.984916	0.051168	-0.165292	0.041788	0.856660	0.514186	0.167909	-0.513337	0.841601
209	0.984750	0.051291	-0.166243	0.042761	0.854885	0.517053	0.168639	-0.516277	0.839654
210	0.984628	0.051159	-0.167001	0.043830	0.853174	0.519781	0.169073	-0.519111	0.837817
211	0.984509	0.051122	-0.167716	0.044782	0.851507	0.522427	0.169519	-0.521844	0.836027
212	0.984374	0.051200	-0.168483	0.045658	0.849863	0.525022	0.170069	-0.524510	0.834246
213	0.984217	0.051395	-0.169340	0.046483	0.848219	0.527601	0.170753	-0.527145	0.832443
214	0.984060	0.051725	-0.170147	0.047166	0.846588	0.530154	0.171467	-0.529729	0.830654
215	0.983904	0.052206	-0.170900	0.047701	0.844938	0.532733	0.172211	-0.532311	0.828848
216	0.983722	0.052747	-0.171782	0.048282	0.843214	0.535405	0.173089	-0.534984	0.826942
217	0.983506	0.053279	-0.172849	0.048985	0.841459	0.538095	0.174115	-0.537687	0.824971
218	0.983307	0.053845	-0.173803	0.049606	0.839691	0.540794	0.175060	-0.540388	0.823003
219	0.983135	0.054382	-0.174606	0.050161	0.837961	0.543421	0.175865	-0.543014	0.821101
220	0.982929	0.055026	-0.175562	0.050709	0.836244	0.546007	0.176857	-0.545589	0.819179
221	0.982736	0.055518	-0.176485	0.051355	0.834571	0.548501	0.177741	-0.548095	0.817312
222	0.982559	0.056053	-0.177302	0.051902	0.832923	0.550950	0.178561	-0.550543	0.815486
223	0.982370	0.056585	-0.178177	0.052496	0.831246	0.553420	0.179424	-0.553017	0.813621
224	0.982193	0.057034	-0.179009	0.053149	0.829535	0.555919	0.180201	-0.555534	0.811732
225	0.982019	0.057464	-0.179823	0.053817	0.827804	0.558430	0.180948	-0.558067	0.809827
226	0.981854	0.057966	-0.180564	0.054394	0.826052	0.560964	0.181672	-0.560606	0.807909
227	0.981716	0.058297	-0.181205	0.055056	0.824302	0.563467	0.182216	-0.563141	0.806021
228	0.981532	0.058742	-0.182054	0.055758	0.822509	0.566012	0.182990	-0.565710	0.804044
229	0.981378	0.059173	-0.182746	0.056385	0.820719	0.568543	0.183625	-0.568260	0.802099
230	0.981206	0.059609	-0.183528	0.057049	0.818964	0.571002	0.184339	-0.570740	0.800172
231	0.980997	0.060175	-0.184455	0.057703	0.817187	0.573477	0.185243	-0.573223	0.798186
232	0.980814	0.060698	-0.185257	0.058303	0.815467	0.575860	0.186025	-0.575612	0.796282
233	0.980607	0.061374	-0.186129	0.058817	0.813769	0.578204	0.186953	-0.577939	0.794378
234	0.980379	0.062088	-0.187089	0.059349	0.812092	0.580503	0.187975	-0.580217	0.792473
235	0.980164	0.062760	-0.187991	0.059885	0.810414	0.582789	0.188927	-0.582487	0.790579
236	0.979943	0.063450	-0.188908	0.060426	0.808718	0.585084	0.189897	-0.584764	0.788664
237	0.979705	0.064175	-0.189892	0.060988	0.807006	0.587386	0.190939	-0.587046	0.786714
238	0.979481	0.064828	-0.190826	0.061586	0.805282	0.589685	0.191897	-0.589337	0.784766
239	0.979272	0.065435	-0.191687	0.062181	0.803559	0.591968	0.192767	-0.591617	0.782834
240	0.979064	0.065983	-0.192563	0.062846	0.801803	0.594274	0.193610	-0.593934	0.780870
241	0.978857	0.066569	-0.193410	0.063462	0.800060	0.596554	0.194452	-0.596215	0.778920
242	0.978651	0.067224	-0.194226	0.064021	0.798275	0.598880	0.195305	-0.598529	0.776929
243	0.978443	0.067936	-0.195020	0.064537	0.796457	0.601241	0.196172	-0.600866	0.774904
244	0.978252	0.068647	-0.195730	0.065019	0.794597	0.603646	0.196965	-0.603244	0.772853
245	0.978035	0.069446	-0.196530	0.065496	0.792721	0.606056	0.197882	-0.605617	0.770760
246	0.977829	0.070190	-0.197289	0.065991	0.790851	0.608440	0.198733	-0.607970	0.768686
247	0.977618	0.070951	-0.198064	0.066465	0.789053	0.610720	0.199614	-0.610215	0.766676
248	0.977400	0.071744	-0.198852	0.066917	0.787280	0.612954	0.200528	-0.612407	0.764687
249	0.977185	0.072436	-0.199654	0.067455	0.785522	0.615146	0.201391	-0.614580	0.762715
250	0.976960	0.073204	-0.200477	0.067962	0.783732	0.617369	0.202314	-0.616770	0.760700
251	0.976741	0.074013	-0.201244	0.068419	0.781901	0.619636	0.203214	-0.618993	0.758651
252	0.976511	0.074776	-0.202076	0.068970	0.780027	0.621933	0.204130	-0.621262	0.756548
253	0.976287	0.075442	-0.202910	0.069609	0.778133	0.624231	0.204984	-0.623553	0.754429
254	0.976068	0.076047	-0.203734	0.070283	0.776267	0.626474	0.205794	-0.625800	0.752345
255	0.975855	0.076674	-0.204518	0.070915	0.774410	0.628697	0.206585	-0.628021	0.750275
256	0.975631	0.077351	-0.205333	0.071539	0.772530	0.630935	0.207429	-0.630249	0.748170
257	0.975394	0.078116	-0.206164	0.072118	0.770626	0.633194	0.208338	-0.632482	0.746031
258	0.975156	0.078905	-0.206992	0.072678	0.768731	0.635429	0.209259	-0.634686	0.743898
259	0.974912	0.079730	-0.207823	0.073223	0.766815	0.637679	0.210204	-0.636898	0.741738
260	0.974679	0.080455	-0.208632	0.073815	0.764957	0.639837	0.211072	-0.639036	0.739649
261	0.974439	0.081152	-0.209481	0.074451	0.763120	0.641954	0.211955	-0.641142	0.737572
262	0.974198	0.081849	-0.210332	0.075092	0.761287	0.644052	0.212838	-0.643228	0.735498
263	0.973955	0.082543	-0.211185	0.075738	0.759458	0.646132	0.213720	-0.645298	0.733426
264	0.973705	0.083258	-0.212052	0.076376	0.757645	0.648183	0.214627	-0.647335	0.731364
265	0.973450	0.083957	-0.212946	0.077039	0.755865	0.650179	0.215546	-0.649322	0.729329
266	0.973195	0.084570	-0.213869	0.077777	0.754119	0.652116	0.216432	-0.651270	0.727327
267	0.972940	0.085148	-0.214795	0.078543	0.752382	0.654028	0.217297	-0.653201	0.725335
268	0.972680	0.085743	-0.215734	0.079304	0.750664	0.655908	0.218183	-0.655097	0.723356
269	0.972427	0.086329	-0.216639	0.080050	0.748953	0.657771	0.219037	-0.656976	0.721391
