// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D204
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
32713		8.089644	-0.103984	5.273540	0.753152	0.243707	-0.407386	0.455417	-0.413445	-56.680965	62.544138	0.253263	0.487431	0.835625	-0.884563	0.466404	-0.003964	-0.391671	-0.738159	0.549286						
32714		8.103885	-0.086964	5.330008	0.753209	0.243672	-0.407311	0.455409	-0.408122	-56.670237	62.536417	0.253401	0.487535	0.835522	-0.884537	0.466454	-0.003914	-0.391641	-0.738058	0.549443						
32715		8.041593	-0.056099	5.305784	0.753205	0.243709	-0.407268	0.455434	-0.400576	-56.667898	62.535471	0.253425	0.487561	0.835500	-0.884581	0.466371	-0.003842	-0.391526	-0.738093	0.549478						
32716		8.034577	-0.014277	5.348870	0.753193	0.243799	-0.407225	0.455445	-0.383952	-56.669225	62.528492	0.253475	0.487513	0.835512	-0.884638	0.466265	-0.003682	-0.391365	-0.738192	0.549459						
32717		8.079479	-0.020672	5.252770	0.753184	0.243830	-0.407165	0.455497	-0.378247	-56.664626	62.531920	0.253477	0.487588	0.835468	-0.884705	0.466138	-0.003628	-0.391212	-0.738223	0.549527						
32718		8.067813	-0.044941	5.275040	0.753189	0.243839	-0.407079	0.455561	-0.373649	-56.655613	62.536141	0.253502	0.487723	0.835382	-0.884771	0.466013	-0.003585	-0.391047	-0.738213	0.549658						
32719		8.048860	-0.028745	5.340759	0.753201	0.243813	-0.407015	0.455613	-0.375360	-56.646673	62.541976	0.253512	0.487865	0.835296	-0.884807	0.465945	-0.003602	-0.390959	-0.738162	0.549789						
32720		7.997519	-0.046811	5.350064	0.753217	0.243795	-0.406992	0.455615	-0.375407	-56.642957	62.541086	0.253545	0.487909	0.835260	-0.884799	0.465959	-0.003603	-0.390955	-0.738124	0.549843						
32721		7.999541	-0.014168	5.360919	0.753240	0.243777	-0.407014	0.455568	-0.375073	-56.644172	62.534136	0.253596	0.487863	0.835272	-0.884745	0.466062	-0.003599	-0.391044	-0.738090	0.549825						
32722		7.982127	-0.030763	5.359844	0.753257	0.243800	-0.407011	0.455531	-0.367192	-56.645376	62.524630	0.253669	0.487805	0.835284	-0.884721	0.466107	-0.003524	-0.391050	-0.738099	0.549808						
32723		7.982425	-0.030353	5.359403	0.753258	0.243816	-0.407027	0.455505	-0.364073	-56.648343	62.520087	0.253687	0.487746	0.835312	-0.884706	0.466137	-0.003493	-0.391074	-0.738119	0.549765						
32724		7.983118	-0.030300	5.358371	0.753220	0.243858	-0.407088	0.455490	-0.363924	-56.657964	62.520911	0.253616	0.487626	0.835404	-0.884713	0.466123	-0.003491	-0.391104	-0.738208	0.549625						
32725		8.035624	-0.045741	5.282805	0.753187	0.243874	-0.407178	0.455457	-0.368992	-56.669088	62.522263	0.253529	0.487488	0.835511	-0.884689	0.466168	-0.003539	-0.391214	-0.738270	0.549462						
32726		8.003570	-0.047178	5.290378	0.753164	0.243894	-0.407274	0.455398	-0.371168	-56.681076	62.518417	0.253481	0.487316	0.835626	-0.884643	0.466256	-0.003558	-0.391350	-0.738328	0.549287						
32727		8.042356	-0.086804	5.290713	0.753161	0.243905	-0.407354	0.455326	-0.371234	-56.690796	62.510726	0.253481	0.487156	0.835719	-0.884579	0.466376	-0.003558	-0.391493	-0.738358	0.549146						
32728		7.999132	-0.039586	5.265038	0.753134	0.243945	-0.407411	0.455298	-0.369404	-56.699739	62.508355	0.253441	0.487030	0.835805	-0.884572	0.466390	-0.003540	-0.391535	-0.738433	0.549015						
32729		8.022198	-0.063011	5.275666	0.753106	0.243997	-0.407468	0.455265	-0.365416	-56.709687	62.504577	0.253406	0.486884	0.835900	-0.884568	0.466397	-0.003501	-0.391566	-0.738524	0.548870						
32730		8.040875	-0.045704	5.274810	0.753059	0.244082	-0.407513	0.455258	-0.358295	-56.720357	62.503146	0.253347	0.486740	0.836002	-0.884605	0.466328	-0.003431	-0.391522	-0.738663	0.548715						
32731		8.059497	-0.028440	5.274025	0.753021	0.244137	-0.407558	0.455251	-0.355224	-56.729145	62.503242	0.253287	0.486626	0.836087	-0.884627	0.466288	-0.003401	-0.391512	-0.738763	0.548587						
32732		8.075926	-0.044193	5.262618	0.752986	0.244176	-0.407600	0.455249	-0.354810	-56.736504	62.505225	0.253220	0.486540	0.836157	-0.884645	0.466252	-0.003397	-0.391512	-0.738842	0.548480						
32733		8.098538	-0.067946	5.273928	0.752976	0.244178	-0.407613	0.455254	-0.356653	-56.737963	62.507394	0.253192	0.486531	0.836171	-0.884650	0.466242	-0.003414	-0.391519	-0.738855	0.548458						
32734		8.094258	-0.027463	5.262260	0.752955	0.244214	-0.407597	0.455283	-0.353040	-56.738651	62.510070	0.253165	0.486533	0.836178	-0.884697	0.466154	-0.003379	-0.391432	-0.738908	0.548448						
32735		8.116389	-0.050872	5.274311	0.752951	0.244228	-0.407568	0.455309	-0.350479	-56.736350	62.511936	0.253164	0.486571	0.836156	-0.884730	0.466093	-0.003355	-0.391358	-0.738922	0.548482						
32736		8.085102	-0.019062	5.294736	0.752959	0.244228	-0.407544	0.455317	-0.348340	-56.733683	62.511069	0.253190	0.486602	0.836130	-0.884737	0.466078	-0.003335	-0.391325	-0.738911	0.548521						
32737		8.053817	0.012578	5.315152	0.752960	0.244220	-0.407529	0.455332	-0.349521	-56.731439	62.513359	0.253185	0.486641	0.836108	-0.884748	0.466058	-0.003346	-0.391303	-0.738898	0.548554						
32738		8.034227	-0.037230	5.303460	0.752944	0.244228	-0.407540	0.455344	-0.351167	-56.733280	62.516631	0.253145	0.486632	0.836126	-0.884763	0.466029	-0.003362	-0.391295	-0.738923	0.548527						
32739		8.085872	-0.052711	5.228924	0.752931	0.244222	-0.407571	0.455342	-0.355520	-56.736243	62.519682	0.253099	0.486607	0.836154	-0.884758	0.466038	-0.003403	-0.391336	-0.738933	0.548483						
32740		8.114669	-0.084345	5.262955	0.752945	0.244211	-0.407564	0.455331	-0.354963	-56.734778	62.517161	0.253130	0.486615	0.836140	-0.884742	0.466070	-0.003398	-0.391353	-0.738908	0.548505						
32741		8.092463	-0.060938	5.251023	0.752938	0.244201	-0.407543	0.455367	-0.358007	-56.731761	62.523305	0.253099	0.486681	0.836112	-0.884771	0.466014	-0.003428	-0.391308	-0.738900	0.548549						
32742		8.061305	-0.029655	5.271256	0.752927	0.244194	-0.407555	0.455379	-0.361760	-56.732564	62.527423	0.253058	0.486689	0.836119	-0.884779	0.465999	-0.003463	-0.391316	-0.738904	0.548537						
32743		8.092678	-0.061444	5.250685	0.752912	0.244225	-0.407552	0.455389	-0.358305	-56.734332	62.527733	0.253044	0.486667	0.836136	-0.884805	0.465949	-0.003430	-0.391267	-0.738949	0.548511						
32744		8.037567	-0.038576	5.247690	0.752923	0.244237	-0.407546	0.455369	-0.353514	-56.734525	62.522164	0.253090	0.486640	0.836138	-0.884792	0.465974	-0.003384	-0.391265	-0.738952	0.548509						
32745		8.050597	-0.053950	5.292134	0.752936	0.244226	-0.407526	0.455372	-0.352815	-56.731569	62.521125	0.253118	0.486674	0.836110	-0.884789	0.465980	-0.003378	-0.391255	-0.738925	0.548552						
32746		8.076978	-0.045242	5.260994	0.752967	0.244192	-0.407494	0.455368	-0.353341	-56.725664	62.518973	0.253176	0.486741	0.836053	-0.884768	0.466020	-0.003383	-0.391265	-0.738856	0.548638						
32747		8.038948	-0.078934	5.314438	0.752969	0.244174	-0.407492	0.455375	-0.356400	-56.724192	62.521209	0.253167	0.486770	0.836039	-0.884765	0.466025	-0.003413	-0.391276	-0.738834	0.548659						
32748		8.027993	-0.030885	5.280805	0.752976	0.244171	-0.407494	0.455365	-0.355816	-56.724235	62.519288	0.253183	0.486761	0.836040	-0.884753	0.466047	-0.003407	-0.391292	-0.738826	0.548659						
32749		8.076884	-0.045728	5.261134	0.752982	0.244168	-0.407496	0.455353	-0.355148	-56.724250	62.517195	0.253201	0.486751	0.836040	-0.884741	0.466071	-0.003401	-0.391309	-0.738817	0.548658						
32750		8.054771	-0.022245	5.249063	0.752994	0.244149	-0.407485	0.455354	-0.356496	-56.721763	62.517224	0.253218	0.486784	0.836016	-0.884732	0.466088	-0.003414	-0.391319	-0.738785	0.548695						
32751		8.032426	-0.071644	5.292224	0.753015	0.244133	-0.407471	0.455340	-0.355490	-56.719214	62.513766	0.253264	0.486801	0.835991	-0.884711	0.466128	-0.003405	-0.391336	-0.738748	0.548732						
32752		8.040901	-0.046786	5.325424	0.753012	0.244130	-0.407457	0.455358	-0.356218	-56.717425	62.516288	0.253255	0.486836	0.835974	-0.884726	0.466098	-0.003412	-0.391307	-0.738744	0.548758						
32753		8.034448	-0.038959	5.303112	0.753016	0.244147	-0.407457	0.455344	-0.352131	-56.718520	62.512287	0.253281	0.486804	0.835985	-0.884722	0.466107	-0.003373	-0.391301	-0.738760	0.548742						
32754		8.078951	-0.013008	5.271953	0.753033	0.244150	-0.407462	0.455311	-0.348491	-56.719248	62.505433	0.253335	0.486764	0.835992	-0.884691	0.466166	-0.003338	-0.391336	-0.738749	0.548732						
32755		8.101125	-0.036329	5.283933	0.753050	0.244154	-0.407446	0.455294	-0.344067	-56.717779	62.500066	0.253390	0.486759	0.835978	-0.884677	0.466192	-0.003295	-0.391330	-0.738736	0.548754						
32756		8.061325	-0.029363	5.271226	0.753059	0.244156	-0.407425	0.455298	-0.341560	-56.715555	62.498487	0.253419	0.486781	0.835956	-0.884682	0.466184	-0.003272	-0.391302	-0.738726	0.548786						
32757		8.050118	-0.053865	5.292864	0.753067	0.244158	-0.407403	0.455302	-0.339000	-56.713312	62.496975	0.253447	0.486804	0.835935	-0.884687	0.466174	-0.003247	-0.391272	-0.738718	0.548819						
32758		8.012294	-0.014186	5.291108	0.753073	0.244171	-0.407369	0.455315	-0.334584	-56.710306	62.495661	0.253478	0.486837	0.835906	-0.884706	0.466138	-0.003205	-0.391208	-0.738719	0.548863						
32759		8.045383	-0.013078	5.281899	0.753082	0.244157	-0.407360	0.455315	-0.335457	-56.708469	62.495531	0.253491	0.486860	0.835889	-0.884699	0.466151	-0.003214	-0.391215	-0.738695	0.548890						
32760		8.060934	-0.029176	5.271825	0.753103	0.244125	-0.407370	0.455290	-0.338352	-56.707376	62.492953	0.253521	0.486863	0.835878	-0.884659	0.466228	-0.003242	-0.391288	-0.738645	0.548906						
32761		8.051932	-0.021525	5.304062	0.753109	0.244099	-0.407386	0.455280	-0.342672	-56.707429	62.493677	0.253514	0.486865	0.835879	-0.884635	0.466272	-0.003283	-0.391345	-0.738615	0.548905						
32762		8.043402	-0.046841	5.270945	0.753120	0.244079	-0.407385	0.455273	-0.344586	-56.705998	62.493192	0.253528	0.486881	0.835865	-0.884618	0.466304	-0.003301	-0.391375	-0.738584	0.548925						
32763		8.039028	-0.079781	5.314305	0.753101	0.244064	-0.407428	0.455274	-0.352058	-56.709713	62.498578	0.253457	0.486857	0.835900	-0.884611	0.466318	-0.003373	-0.391437	-0.738592	0.548871						
32764		8.059429	-0.063742	5.260129	0.753102	0.244051	-0.407429	0.455277	-0.354486	-56.709020	62.500238	0.253448	0.486874	0.835894	-0.884608	0.466323	-0.003396	-0.391450	-0.738577	0.548881						
32765		8.050411	-0.055995	5.292397	0.753107	0.244035	-0.407433	0.455275	-0.356927	-56.708301	62.501013	0.253446	0.486886	0.835887	-0.884597	0.466343	-0.003419	-0.391475	-0.738557	0.548891						
32766		8.048382	-0.089153	5.281503	0.753121	0.243996	-0.407446	0.455260	-0.362232	-56.707245	62.501201	0.253452	0.486901	0.835877	-0.884563	0.466408	-0.003470	-0.391550	-0.738506	0.548906						
32767		8.017281	-0.057952	5.301664	0.753121	0.243982	-0.407455	0.455260	-0.365304	-56.707258	62.502909	0.253437	0.486908	0.835877	-0.884556	0.466421	-0.003500	-0.391575	-0.738493	0.548906						
32768		8.066168	-0.073071	5.281982	0.753121	0.243973	-0.407460	0.455260	-0.367235	-56.707214	62.503929	0.253429	0.486913	0.835876	-0.884551	0.466431	-0.003518	-0.391591	-0.738484	0.548906						
32769		8.010975	-0.050616	5.279126	0.753109	0.243989	-0.407454	0.455278	-0.366258	-56.707516	62.506172	0.253407	0.486919	0.835879	-0.884576	0.466383	-0.003509	-0.391549	-0.738509	0.548902						
32770		8.101797	-0.039645	5.282878	0.753071	0.244011	-0.407468	0.455317	-0.369428	-56.710579	62.514823	0.253313	0.486918	0.835909	-0.884624	0.466291	-0.003539	-0.391500	-0.738569	0.548857						
32771		8.062472	-0.033186	5.269448	0.753059	0.244018	-0.407497	0.455305	-0.370668	-56.714276	62.515003	0.253287	0.486871	0.835944	-0.884617	0.466304	-0.003550	-0.391533	-0.738591	0.548803						
32772		8.051711	-0.057665	5.290400	0.753070	0.244042	-0.407496	0.455277	-0.363870	-56.715787	62.507434	0.253341	0.486818	0.835959	-0.884602	0.466334	-0.003485	-0.391532	-0.738608	0.548781						
32773		8.078592	-0.048563	5.258485	0.753065	0.244053	-0.407496	0.455278	-0.362585	-56.716495	62.507259	0.253338	0.486808	0.835965	-0.884609	0.466320	-0.003473	-0.391518	-0.738623	0.548771						
32774		8.045505	-0.049612	5.267710	0.753057	0.244060	-0.407489	0.455294	-0.362528	-56.716215	62.509548	0.253320	0.486822	0.835963	-0.884628	0.466284	-0.003472	-0.391486	-0.738637	0.548775						
32775		8.052098	-0.057506	5.289813	0.753036	0.244074	-0.407476	0.455332	-0.363412	-56.715745	62.515645	0.253272	0.486855	0.835958	-0.884672	0.466201	-0.003481	-0.391419	-0.738667	0.548782						
32776		8.049834	0.015652	5.289099	0.753016	0.244101	-0.407474	0.455353	-0.361808	-56.717235	62.518456	0.253238	0.486848	0.835972	-0.884706	0.466137	-0.003465	-0.391365	-0.738712	0.548760						
32777		8.054507	-0.024895	5.300137	0.753012	0.244100	-0.407481	0.455355	-0.363017	-56.717962	62.519690	0.253222	0.486844	0.835979	-0.884708	0.466133	-0.003477	-0.391371	-0.738717	0.548750						
32778		8.041684	-0.009425	5.255368	0.753025	0.244094	-0.407504	0.455315	-0.361972	-56.720211	62.513694	0.253258	0.486788	0.836001	-0.884666	0.466213	-0.003467	-0.391442	-0.738704	0.548717						
32779		8.037530	-0.042026	5.298416	0.753016	0.244092	-0.407545	0.455295	-0.365090	-56.724679	62.513823	0.253227	0.486731	0.836044	-0.884645	0.466251	-0.003496	-0.391508	-0.738717	0.548652						
32780		8.060084	-0.065906	5.309798	0.753008	0.244099	-0.407568	0.455283	-0.365531	-56.727626	62.513244	0.253212	0.486690	0.836072	-0.884638	0.466266	-0.003500	-0.391535	-0.738735	0.548609						
32781		8.069456	-0.074138	5.276944	0.752987	0.244114	-0.407578	0.455301	-0.366754	-56.729778	62.517329	0.253163	0.486680	0.836093	-0.884662	0.466219	-0.003512	-0.391511	-0.738771	0.548577						
32782		8.080870	-0.049675	5.254974	0.752962	0.244133	-0.407591	0.455320	-0.367909	-56.732458	62.521775	0.253107	0.486665	0.836118	-0.884691	0.466165	-0.003522	-0.391483	-0.738815	0.548538						
32783		8.050006	-0.018166	5.274835	0.752952	0.244139	-0.407597	0.455329	-0.368810	-56.733532	62.523968	0.253081	0.486661	0.836129	-0.884702	0.466143	-0.003531	-0.391474	-0.738831	0.548522						
32784		8.072301	-0.041975	5.286604	0.752953	0.244134	-0.407607	0.455321	-0.369920	-56.734349	62.523550	0.253079	0.486649	0.836136	-0.884691	0.466164	-0.003541	-0.391500	-0.738826	0.548510						
32785		8.072427	-0.042220	5.286410	0.752965	0.244113	-0.407617	0.455303	-0.372055	-56.734035	62.521909	0.253095	0.486646	0.836133	-0.884663	0.466217	-0.003562	-0.391553	-0.738795	0.548515						
32786		8.070432	-0.075159	5.275436	0.752960	0.244113	-0.407615	0.455314	-0.373044	-56.733783	62.524093	0.253078	0.486658	0.836131	-0.884674	0.466196	-0.003571	-0.391539	-0.738800	0.548518						
32787		8.015209	-0.052723	5.272675	0.752946	0.244122	-0.407609	0.455337	-0.373622	-56.733719	62.527773	0.253047	0.486676	0.836130	-0.884700	0.466146	-0.003577	-0.391500	-0.738820	0.548519						
32788		8.044055	-0.084071	5.306627	0.752912	0.244172	-0.407598	0.455376	-0.369830	-56.735928	62.532508	0.252992	0.486668	0.836151	-0.884765	0.466024	-0.003540	-0.391390	-0.738902	0.548487						
32789		8.030726	-0.035375	5.327377	0.752910	0.244179	-0.407587	0.455385	-0.368529	-56.735151	62.532861	0.252995	0.486679	0.836144	-0.884777	0.466002	-0.003528	-0.391362	-0.738908	0.548499						
32790		8.073031	-0.042624	5.285485	0.752891	0.244177	-0.407593	0.455414	-0.372960	-56.735625	62.539775	0.252933	0.486704	0.836149	-0.884803	0.465952	-0.003570	-0.391343	-0.738923	0.548491						
32791		8.046598	-0.051821	5.316765	0.752889	0.244168	-0.407618	0.455398	-0.375433	-56.737875	62.539501	0.252920	0.486673	0.836170	-0.884783	0.465989	-0.003594	-0.391395	-0.738920	0.548458						
32792		8.055928	-0.060196	5.283948	0.752889	0.244158	-0.407644	0.455380	-0.377944	-56.740127	62.538837	0.252910	0.486641	0.836192	-0.884761	0.466032	-0.003618	-0.391452	-0.738915	0.548425						
32793		8.053737	-0.060157	5.338056	0.752899	0.244148	-0.407664	0.455351	-0.378538	-56.741665	62.535235	0.252931	0.486606	0.836206	-0.884727	0.466095	-0.003623	-0.391515	-0.738898	0.548403						
32794		8.003239	-0.077899	5.346272	0.752902	0.244177	-0.407677	0.455320	-0.372332	-56.745007	62.528234	0.252968	0.486531	0.836238	-0.884713	0.466123	-0.003563	-0.391524	-0.738929	0.548355						
32795		7.997299	-0.069730	5.323169	0.752900	0.244205	-0.407726	0.455263	-0.367990	-56.752447	62.519699	0.252990	0.486397	0.836310	-0.884673	0.466199	-0.003521	-0.391600	-0.738969	0.548246						
32796		8.049265	-0.084742	5.247901	0.752854	0.244246	-0.407762	0.455285	-0.369366	-56.759178	62.526056	0.252891	0.486338	0.836374	-0.884715	0.466119	-0.003534	-0.391569	-0.739059	0.548148						
32797		8.076373	-0.076210	5.215541	0.752838	0.244247	-0.407774	0.455301	-0.372455	-56.760617	62.530621	0.252842	0.486340	0.836388	-0.884731	0.466089	-0.003563	-0.391564	-0.739077	0.548127						
32798		8.094192	-0.059931	5.215959	0.752827	0.244222	-0.407794	0.455316	-0.380147	-56.761024	62.537157	0.252784	0.486363	0.836392	-0.884731	0.466087	-0.003637	-0.391600	-0.739063	0.548120						
32799		8.107219	-0.075983	5.260463	0.752836	0.244207	-0.407763	0.455336	-0.380683	-56.756564	62.539042	0.252798	0.486429	0.836349	-0.884743	0.466065	-0.003642	-0.391564	-0.739033	0.548185						
32800		8.066772	-0.036126	5.313621	0.752830	0.244234	-0.407704	0.455384	-0.375269	-56.751780	62.541905	0.252806	0.486504	0.836303	-0.884804	0.465950	-0.003591	-0.391423	-0.739056	0.548255						
32801		8.044584	-0.011922	5.301701	0.752821	0.244285	-0.407681	0.455392	-0.366186	-56.752779	62.538457	0.252828	0.486476	0.836313	-0.884838	0.465886	-0.003504	-0.391331	-0.739115	0.548241						
32802		8.035741	-0.003144	5.333802	0.752800	0.244344	-0.407648	0.455424	-0.357539	-56.753052	62.538806	0.252824	0.486474	0.836315	-0.884899	0.465769	-0.003421	-0.391194	-0.739190	0.548238						
32803		8.066904	-0.034435	5.313432	0.752803	0.244349	-0.407632	0.455431	-0.355607	-56.751543	62.538227	0.252839	0.486491	0.836301	-0.884908	0.465753	-0.003403	-0.391165	-0.739189	0.548260						
32804		8.055753	-0.059315	5.335023	0.752814	0.244315	-0.407631	0.455432	-0.360468	-56.749189	62.540367	0.252836	0.486531	0.836278	-0.884892	0.465783	-0.003450	-0.391203	-0.739144	0.548294						
32805		8.011750	-0.085738	5.365534	0.752780	0.244306	-0.407690	0.455440	-0.369838	-56.755099	62.548565	0.252727	0.486490	0.836335	-0.884895	0.465778	-0.003539	-0.391268	-0.739174	0.548207						
32806		8.023712	-0.061622	5.342720	0.752740	0.244349	-0.407761	0.455419	-0.370324	-56.765939	62.549198	0.252649	0.486353	0.836439	-0.884896	0.465775	-0.003542	-0.391315	-0.739267	0.548049						
32807		8.000684	-0.070647	5.318069	0.752704	0.244407	-0.407835	0.455382	-0.366957	-56.778100	62.545807	0.252596	0.486180	0.836555	-0.884891	0.465784	-0.003509	-0.391360	-0.739374	0.547872						
32808		8.045933	-0.011803	5.350527	0.752661	0.244470	-0.407921	0.455342	-0.364286	-56.791953	62.542827	0.252528	0.485988	0.836687	-0.884885	0.465797	-0.003482	-0.391418	-0.739493	0.547670						
32809		7.999040	-0.030066	5.302467	0.752607	0.244518	-0.408041	0.455297	-0.367197	-56.808584	62.543068	0.252414	0.485773	0.836846	-0.884867	0.465831	-0.003508	-0.391533	-0.739612	0.547427						
32810		8.014200	-0.078845	5.278852	0.752543	0.244590	-0.408160	0.455259	-0.367295	-56.826662	62.543269	0.252290	0.485540	0.837019	-0.884867	0.465830	-0.003508	-0.391612	-0.739766	0.547163						
32811		8.024875	-0.087340	5.243869	0.752496	0.244611	-0.408300	0.455199	-0.374891	-56.843733	62.543918	0.252170	0.485321	0.837182	-0.884820	0.465919	-0.003579	-0.391796	-0.739853	0.546913						
32812		8.061713	-0.054120	5.242826	0.752462	0.244646	-0.408411	0.455138	-0.376497	-56.858447	62.540356	0.252101	0.485115	0.837322	-0.884780	0.465996	-0.003592	-0.391932	-0.739940	0.546698						
