// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D204
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
26667														7.800713	0.102621	5.698358	0.130019	0.001703	0.094963	1.000000	0.000019	0.000076	-0.000042	-0.417742	-0.400967	0.204170	-0.789323	1.221566	-53.472072	123.605425	-0.329434	0.495736	0.803567	-0.823198	-0.567613	0.012689	0.462405	-0.657314	0.595079
26668														7.790527	0.086809	5.748689	0.129851	0.001430	0.095800	1.000000	0.000039	0.000089	-0.000102	-0.417847	-0.400895	0.204039	-0.789338	1.242847	-53.455837	123.583863	-0.329373	0.496049	0.803398	-0.823242	-0.567544	0.012915	0.462370	-0.657137	0.595302
26669														7.731397	0.101922	5.764718	0.128855	0.001685	0.096081	1.000000	0.000037	-0.000019	-0.000081	-0.417880	-0.400916	0.203946	-0.789334	1.261208	-53.452515	123.570683	-0.329285	0.496164	0.803364	-0.823225	-0.567564	0.013107	0.462464	-0.657033	0.595345
26670														7.718116	0.119021	5.810813	0.128632	0.001964	0.096851	1.000000	0.000093	-0.000033	-0.000080	-0.417892	-0.400961	0.203818	-0.789338	1.284884	-53.449826	123.557690	-0.329193	0.496270	0.803336	-0.823163	-0.567649	0.013354	0.462640	-0.656880	0.595377
26671														7.718784	0.121165	5.809881	0.128638	0.002003	0.096842	1.000000	0.000078	-0.000085	-0.000069	-0.417887	-0.401037	0.203728	-0.789326	1.304960	-53.452923	123.547375	-0.329080	0.496293	0.803368	-0.823102	-0.567731	0.013561	0.462827	-0.656791	0.595329
26672														7.715260	0.155505	5.806191	0.128582	0.002575	0.096778	1.000000	0.000103	-0.000059	-0.000051	-0.417824	-0.401092	0.203597	-0.789365	1.322773	-53.451279	123.547929	-0.329097	0.496309	0.803351	-0.822953	-0.567943	0.013747	0.463080	-0.656596	0.595347
26673														7.756763	0.158418	5.752581	0.129278	0.002630	0.095878	1.000000	0.000064	-0.000011	-0.000030	-0.417846	-0.401094	0.203518	-0.789372	1.336277	-53.446727	123.539124	-0.329056	0.496413	0.803303	-0.822932	-0.567970	0.013889	0.463147	-0.656494	0.595408
26674														7.688030	0.125758	5.771676	0.128138	0.002080	0.096189	1.000000	0.000081	0.000045	-0.000065	-0.417945	-0.401079	0.203406	-0.789357	1.359970	-53.438089	123.515204	-0.328916	0.496651	0.803214	-0.822979	-0.567896	0.014138	0.463164	-0.656377	0.595523
26675														7.589780	0.150843	5.809492	0.126493	0.002495	0.096829	1.000000	0.000116	-0.000032	-0.000065	-0.417941	-0.401131	0.203268	-0.789368	1.384310	-53.435611	123.504055	-0.328838	0.496744	0.803188	-0.822893	-0.568015	0.014392	0.463372	-0.656205	0.595552
26676														7.650373	0.169692	5.837978	0.127488	0.002817	0.097324	1.000000	0.000125	-0.000188	0.000009	-0.417924	-0.401302	0.203252	-0.789294	1.402694	-53.453947	123.492006	-0.328592	0.496599	0.803378	-0.822861	-0.568056	0.014577	0.463603	-0.656279	0.595290
26677														7.732514	0.164673	5.795078	0.128852	0.002744	0.096616	1.000000	0.000075	-0.000241	0.000054	-0.417792	-0.401468	0.203278	-0.789272	1.403491	-53.474466	123.504954	-0.328545	0.496285	0.803592	-0.822723	-0.568255	0.014578	0.463880	-0.656344	0.595002
26678														7.582962	0.138362	5.800638	0.126347	0.002305	0.096724	1.000000	0.000149	-0.000370	0.000103	-0.417599	-0.401772	0.203333	-0.789206	1.408492	-53.512350	123.519810	-0.328380	0.495756	0.803985	-0.822530	-0.568534	0.014617	0.464339	-0.656502	0.594470
26679														7.680556	0.215951	5.695342	0.127975	0.003599	0.094968	1.000000	0.000131	-0.000353	0.000095	-0.417401	-0.402049	0.203382	-0.789157	1.411023	-53.546909	123.537499	-0.328266	0.495251	0.804344	-0.822329	-0.568824	0.014631	0.464776	-0.656632	0.593984
26680														7.682445	0.209095	5.533666	0.128000	0.003496	0.092284	1.000000	0.000005	-0.000438	0.000089	-0.417299	-0.402343	0.203589	-0.789007	1.402596	-53.592773	123.543611	-0.327962	0.494679	0.804819	-0.822330	-0.568825	0.014528	0.464988	-0.657062	0.593343
26681														7.001941	0.182208	5.477875	0.116582	0.003089	0.091446	0.999999	-0.000296	-0.001276	0.000212	-0.417011	-0.403151	0.204415	-0.788534	1.342588	-53.734392	123.576156	-0.327142	0.492834	0.806283	-0.822475	-0.568633	0.013860	0.465310	-0.658614	0.591367
26682														6.994571	0.150576	5.916285	0.116264	0.002537	0.098972	0.999995	0.000070	-0.003154	0.000295	-0.416088	-0.405569	0.205753	-0.787433	1.316145	-54.090017	123.623130	-0.324769	0.488388	0.809939	-0.822177	-0.569073	0.013472	0.467494	-0.661538	0.586359
26683														7.708342	0.125738	6.146603	0.127938	0.002134	0.103109	0.999986	-0.000006	-0.005192	0.000295	-0.414812	-0.409553	0.208013	-0.785447	1.289374	-54.680195	123.654319	-0.320394	0.481241	0.815938	-0.822011	-0.569324	0.013009	0.470793	-0.666541	0.577993
26684														8.448544	0.041755	5.904500	0.140314	0.000716	0.099111	0.999987	-0.000038	-0.005001	0.000116	-0.413738	-0.413405	0.210148	-0.783425	1.287888	-55.248906	123.647667	-0.315835	0.474513	0.821636	-0.822018	-0.569317	0.012812	0.473851	-0.671353	0.569868
26685														8.406825	0.151229	5.707477	0.139670	0.002520	0.095773	0.999989	0.000127	-0.004637	0.000084	-0.412701	-0.417033	0.211992	-0.781550	1.309727	-55.775854	123.633873	-0.311522	0.468277	0.826844	-0.821908	-0.569475	0.012856	0.476886	-0.675585	0.562285
26686														7.950118	0.190741	5.547810	0.132152	0.003151	0.092963	0.999993	0.000358	-0.003770	0.000040	-0.411759	-0.420081	0.213267	-0.780067	1.361704	-56.202764	123.618138	-0.307974	0.463220	0.831011	-0.821577	-0.569944	0.013219	0.479753	-0.678669	0.556098
26687														7.925728	0.121897	5.358939	0.131849	0.002017	0.089678	0.999996	0.000393	-0.002744	0.000157	-0.410931	-0.422313	0.214142	-0.779057	1.394276	-56.512643	123.629819	-0.305575	0.459408	0.834008	-0.821148	-0.570558	0.013425	0.482017	-0.680741	0.551590
26688														8.245960	0.051061	5.239838	0.137261	0.000845	0.087601	0.999998	0.000284	-0.001965	0.000137	-0.410345	-0.423903	0.214779	-0.778328	1.416074	-56.734405	123.637778	-0.303848	0.456674	0.836137	-0.820856	-0.570975	0.013555	0.483603	-0.682229	0.548353
26689														8.275312	0.036726	5.163143	0.137783	0.000602	0.086274	0.999999	0.000262	-0.001607	0.000088	-0.409880	-0.425206	0.215265	-0.777727	1.441409	-56.914221	123.638269	-0.302397	0.454485	0.837854	-0.820613	-0.571319	0.013732	0.484923	-0.683402	0.545721
26690														8.180055	0.068122	5.122998	0.136225	0.001126	0.085558	0.999999	0.000194	-0.001277	0.000056	-0.409469	-0.426230	0.215622	-0.777284	1.460187	-57.054111	123.646144	-0.301325	0.452739	0.839185	-0.820357	-0.571684	0.013858	0.486023	-0.684255	0.543670
26691														8.189364	0.107277	5.174688	0.136417	0.001779	0.086360	1.000000	0.000113	-0.000842	0.000007	-0.409280	-0.426892	0.215869	-0.776951	1.478455	-57.145468	123.636346	-0.300506	0.451676	0.840051	-0.820287	-0.571781	0.013997	0.486647	-0.684876	0.542327
26692														8.206579	0.104269	5.085145	0.136730	0.001722	0.084828	1.000000	0.000100	-0.000550	-0.000051	-0.409164	-0.427333	0.215963	-0.776744	1.502364	-57.201952	123.623176	-0.299943	0.451055	0.840585	-0.820208	-0.571890	0.014202	0.487128	-0.685195	0.541493
26693														8.283082	0.100368	5.125695	0.138048	0.001645	0.085435	1.000000	0.000157	-0.000046	-0.000103	-0.409157	-0.427418	0.215776	-0.776753	1.539357	-57.200279	123.604407	-0.299809	0.451174	0.840569	-0.820081	-0.572063	0.014552	0.487424	-0.684972	0.541509
26694														8.337876	0.150351	5.114427	0.138978	0.002474	0.085220	1.000000	0.000242	0.000150	-0.000080	-0.409211	-0.427372	0.215491	-0.776829	1.582739	-57.177404	123.579485	-0.299799	0.451584	0.840353	-0.819964	-0.572220	0.014971	0.487627	-0.684570	0.541833
26695														8.377600	0.163937	5.169442	0.139651	0.002698	0.086119	1.000000	0.000300	0.000279	-0.000061	-0.409199	-0.427254	0.215089	-0.777012	1.627568	-57.139184	123.568314	-0.300020	0.452109	0.839991	-0.819699	-0.572587	0.015411	0.487935	-0.683916	0.542381
26696														8.342974	0.172659	5.211762	0.139083	0.002853	0.086810	1.000000	0.000284	0.000382	0.000000	-0.409137	-0.427029	0.214668	-0.777284	1.656934	-57.087680	123.576968	-0.300506	0.452693	0.839503	-0.819370	-0.573049	0.015711	0.488189	-0.683143	0.543128
26697														8.347459	0.156359	5.136036	0.139166	0.002595	0.085533	1.000000	0.000196	0.000490	0.000044	-0.409157	-0.426681	0.214317	-0.777562	1.670790	-57.026233	123.585178	-0.301069	0.453399	0.838920	-0.819179	-0.573318	0.015869	0.488162	-0.682448	0.544024
26698														8.307046	0.142823	5.105059	0.138496	0.002375	0.085011	1.000000	0.000202	0.000534	0.000087	-0.409121	-0.426298	0.213946	-0.777893	1.677492	-56.959753	123.606966	-0.301780	0.454095	0.838288	-0.818914	-0.573694	0.015961	0.488168	-0.681669	0.544994
26699														8.290511	0.180725	5.099294	0.138221	0.003005	0.084913	1.000000	0.000211	0.000548	0.000075	-0.409121	-0.425914	0.213572	-0.778205	1.688663	-56.892927	123.621142	-0.302433	0.454834	0.837651	-0.818688	-0.574013	0.016096	0.488144	-0.680907	0.545968
26700														8.159844	0.235003	5.161098	0.136029	0.003911	0.085968	1.000000	0.000225	0.000376	0.000097	-0.409102	-0.425654	0.213288	-0.778436	1.698414	-56.845817	123.632982	-0.302909	0.455345	0.837202	-0.818493	-0.574287	0.016209	0.488175	-0.680334	0.546654
26701														8.244104	0.237758	5.050431	0.137441	0.003968	0.084109	1.000000	0.000135	0.000475	0.000121	-0.409064	-0.425279	0.213014	-0.778736	1.691600	-56.786238	123.660291	-0.303608	0.455925	0.836633	-0.818287	-0.574583	0.016170	0.488087	-0.679696	0.547525
26702														8.309130	0.235208	5.003034	0.138537	0.003931	0.083298	1.000000	0.000062	0.000621	0.000116	-0.409023	-0.424763	0.212699	-0.779125	1.674378	-56.708039	123.699406	-0.304552	0.456667	0.835884	-0.818053	-0.574919	0.016039	0.487890	-0.678913	0.548671
26703														8.305316	0.218418	5.147101	0.138479	0.003651	0.085692	1.000000	0.000003	0.000674	0.000078	-0.409085	-0.424194	0.212410	-0.779481	1.658727	-56.625221	123.723802	-0.305417	0.457542	0.835090	-0.817955	-0.575062	0.015924	0.487515	-0.678202	0.549883
26704														8.057258	0.241127	5.366443	0.134327	0.004029	0.089381	1.000000	-0.000003	0.000444	0.000076	-0.409171	-0.423792	0.212257	-0.779696	1.644997	-56.569777	123.735373	-0.305958	0.458152	0.834557	-0.817964	-0.575052	0.015815	0.487160	-0.677799	0.550694
26705														8.090325	0.250541	5.287695	0.134881	0.004199	0.088063	1.000000	-0.000137	0.000481	0.000085	-0.409308	-0.423294	0.212195	-0.779912	1.612497	-56.508783	123.751251	-0.306579	0.458806	0.833970	-0.818090	-0.574881	0.015528	0.486558	-0.677502	0.551591
26706														8.245916	0.170866	5.217082	0.137517	0.002860	0.086816	0.999999	-0.000259	0.000977	-0.000074	-0.409757	-0.422403	0.211973	-0.780220	1.593771	-56.392500	123.730304	-0.307350	0.460325	0.832849	-0.818476	-0.574334	0.015394	0.485420	-0.676935	0.553286
26707														8.177748	0.176142	5.320165	0.136401	0.002932	0.088507	0.999999	-0.000204	0.001188	-0.000158	-0.410202	-0.421392	0.211539	-0.780650	1.592172	-56.249688	123.708482	-0.308326	0.462167	0.831467	-0.818730	-0.573972	0.015437	0.484372	-0.675987	0.555360
26708														8.075786	0.198472	5.431080	0.134715	0.003303	0.090342	0.999999	-0.000186	0.001302	-0.000160	-0.410619	-0.420288	0.211021	-0.781166	1.589241	-56.091265	123.696138	-0.309501	0.464144	0.829927	-0.818902	-0.573725	0.015472	0.483331	-0.674840	0.557657
26709														7.832410	0.182569	5.548525	0.130657	0.003038	0.092310	0.999999	-0.000146	0.001263	-0.000141	-0.411032	-0.419235	0.210512	-0.781652	1.590300	-55.939464	123.680143	-0.310589	0.466059	0.828446	-0.819076	-0.573475	0.015543	0.482337	-0.673733	0.559853
26710														7.831286	0.184522	5.562193	0.130642	0.003069	0.092534	0.999999	-0.000124	0.001292	-0.000140	-0.411532	-0.418170	0.210021	-0.782091	1.596938	-55.787244	123.648480	-0.311550	0.468061	0.826955	-0.819360	-0.573065	0.015669	0.481234	-0.672692	0.562049
26711														7.910607	0.126544	5.598797	0.131978	0.002099	0.093123	0.999999	-0.000179	0.001440	-0.000205	-0.412092	-0.416983	0.209462	-0.782580	1.606235	-55.616837	123.611915	-0.312612	0.470306	0.825279	-0.819673	-0.572612	0.015829	0.480010	-0.671511	0.564503
26712														7.875023	0.134362	5.651901	0.131393	0.002227	0.094000	0.999999	-0.000182	0.001509	-0.000226	-0.412671	-0.415733	0.208862	-0.783099	1.616393	-55.437114	123.574747	-0.313737	0.472663	0.823504	-0.819987	-0.572158	0.016002	0.478738	-0.670242	0.567085
26713														7.726500	0.138153	5.604741	0.128913	0.002304	0.093221	0.999999	-0.000221	0.001479	-0.000151	-0.413213	-0.414483	0.208341	-0.783615	1.611191	-55.262224	123.549711	-0.314918	0.474893	0.821769	-0.820308	-0.571698	0.016022	0.477412	-0.669057	0.569596
26714														7.430433	0.139725	5.716696	0.123941	0.002343	0.095148	0.999999	-0.000183	0.001050	-0.000028	-0.413602	-0.413559	0.208042	-0.783978	1.593718	-55.138398	123.538415	-0.315805	0.476434	0.820535	-0.820585	-0.571304	0.015897	0.476349	-0.668298	0.571375
26715														7.556625	0.189885	5.819020	0.125992	0.003181	0.096920	1.000000	-0.000112	0.000500	0.000044	-0.413701	-0.413076	0.207899	-0.784218	1.571708	-55.074705	123.554259	-0.316440	0.477107	0.819899	-0.820619	-0.571259	0.015703	0.475867	-0.667856	0.572293
26716														7.725820	0.130238	5.731778	0.128783	0.002199	0.095503	1.000000	-0.000172	0.000204	0.000093	-0.413751	-0.412798	0.207957	-0.784323	1.538310	-55.046572	123.572656	-0.316816	0.477341	0.819618	-0.820717	-0.571127	0.015380	0.475448	-0.667802	0.572704
26717														7.813682	0.102717	5.610281	0.130246	0.001738	0.093479	1.000000	-0.000182	0.000196	0.000066	-0.413812	-0.412522	0.208009	-0.784422	1.507121	-55.018367	123.588465	-0.317171	0.477589	0.819336	-0.820823	-0.570984	0.015079	0.475029	-0.667747	0.573115
26718														7.871367	0.114399	5.606141	0.131211	0.001921	0.093405	1.000000	-0.000129	0.000228	0.000021	-0.413902	-0.412247	0.207995	-0.784523	1.488721	-54.986112	123.594318	-0.317475	0.477941	0.819013	-0.820922	-0.570846	0.014907	0.474655	-0.667613	0.573581
26719														7.909632	0.127630	5.559766	0.131841	0.002138	0.092642	1.000000	-0.000071	0.000153	0.000035	-0.413930	-0.412054	0.207964	-0.784617	1.475071	-54.962374	123.604316	-0.317746	0.478168	0.818775	-0.820938	-0.570825	0.014779	0.474444	-0.667468	0.573924
26720														7.892830	0.086159	5.588383	0.131549	0.001453	0.093137	1.000000	-0.000100	0.000018	0.000060	-0.414014	-0.411951	0.208069	-0.784599	1.457441	-54.956876	123.602968	-0.317778	0.478241	0.818720	-0.821099	-0.570600	0.014604	0.474146	-0.667609	0.574007
26721														7.972017	0.092330	5.551556	0.132868	0.001548	0.092525	1.000000	-0.000073	0.000008	0.000015	-0.414097	-0.411871	0.208129	-0.784581	1.448918	-54.951275	123.596860	-0.317772	0.478341	0.818664	-0.821231	-0.570411	0.014521	0.473921	-0.667698	0.574089
26722														8.006567	0.124894	5.495582	0.133452	0.002087	0.091580	1.000000	-0.000076	0.000097	-0.000012	-0.414195	-0.411721	0.208130	-0.784608	1.442630	-54.934171	123.590920	-0.317857	0.478578	0.818493	-0.821344	-0.570249	0.014464	0.473667	-0.667667	0.574335
26723														8.031085	0.127277	5.486060	0.133875	0.002119	0.091400	1.000000	-0.000023	0.000253	-0.000030	-0.414340	-0.411483	0.208026	-0.784684	1.446774	-54.900609	123.577283	-0.318008	0.479053	0.818156	-0.821450	-0.570095	0.014518	0.473381	-0.667458	0.574813
26724														7.966485	0.187120	5.510033	0.132802	0.003116	0.091795	1.000000	-0.000048	0.000293	-0.000053	-0.414480	-0.411201	0.207899	-0.784792	1.449051	-54.860625	123.567202	-0.318240	0.479585	0.817754	-0.821537	-0.569969	0.014555	0.473075	-0.667184	0.575383
26725														7.916937	0.176553	5.551132	0.131969	0.002955	0.092489	1.000000	-0.000117	0.000222	0.000009	-0.414617	-0.410944	0.207893	-0.784856	1.436216	-54.830833	123.562586	-0.318436	0.479964	0.817455	-0.821693	-0.569747	0.014437	0.472671	-0.667100	0.575812
26726														7.903513	0.200934	5.570115	0.131739	0.003368	0.092815	1.000000	-0.000151	0.000151	0.000038	-0.414694	-0.410711	0.207939	-0.784925	1.412389	-54.807139	123.570685	-0.318691	0.480201	0.817217	-0.821813	-0.569581	0.014206	0.472292	-0.667072	0.576155
26727														7.918564	0.153484	5.563901	0.131989	0.002583	0.092713	1.000000	-0.000216	0.000135	0.000034	-0.414767	-0.410474	0.208023	-0.784987	1.382346	-54.785273	123.582010	-0.318958	0.480398	0.816997	-0.821951	-0.569389	0.013911	0.471872	-0.667094	0.576475
26728														7.871129	0.151774	5.572204	0.131198	0.002549	0.092851	1.000000	-0.000209	0.000139	0.000003	-0.414911	-0.410236	0.208114	-0.785012	1.358489	-54.763594	123.579783	-0.319110	0.480668	0.816778	-0.822172	-0.569075	0.013678	0.471383	-0.667168	0.576789
26729														7.895614	0.149349	5.526893	0.131612	0.002507	0.092088	1.000000	-0.000187	0.000201	0.000004	-0.415061	-0.409952	0.208167	-0.785067	1.335914	-54.734342	123.578119	-0.319327	0.481024	0.816484	-0.822378	-0.568782	0.013461	0.470876	-0.667160	0.577211
26730														7.825587	0.110422	5.514626	0.130439	0.001858	0.091892	1.000000	-0.000149	0.000139	0.000032	-0.415130	-0.409741	0.208208	-0.785130	1.314483	-54.712786	123.585391	-0.319558	0.481240	0.816267	-0.822485	-0.568633	0.013252	0.470533	-0.667132	0.577523
26731														7.838327	0.115176	5.581035	0.130637	0.001936	0.093019	1.000000	-0.000086	-0.000017	0.000061	-0.415123	-0.409669	0.208279	-0.785152	1.295786	-54.708943	123.597262	-0.319688	0.481219	0.816228	-0.822521	-0.568585	0.013065	0.470382	-0.667188	0.577582
26732														7.903684	0.095276	5.574990	0.131714	0.001599	0.092936	1.000000	-0.000025	-0.000149	0.000068	-0.415024	-0.409723	0.208342	-0.785160	1.282323	-54.719099	123.615935	-0.319765	0.480994	0.816330	-0.822445	-0.568698	0.012926	0.470463	-0.667253	0.577441
26733														7.952739	0.117848	5.541143	0.132537	0.001974	0.092365	1.000000	0.000013	-0.000092	0.000081	-0.414884	-0.409748	0.208343	-0.785221	1.270473	-54.722200	123.641661	-0.319956	0.480814	0.816361	-0.822286	-0.568930	0.012805	0.470609	-0.667186	0.577399
26734														7.967383	0.131917	5.539307	0.132791	0.002206	0.092320	1.000000	0.000001	0.000011	0.000053	-0.414831	-0.409694	0.208318	-0.785283	1.262712	-54.714603	123.655565	-0.320133	0.480826	0.816285	-0.822213	-0.569038	0.012729	0.470617	-0.667085	0.577509
26735														7.947862	0.134641	5.533232	0.132465	0.002251	0.092220	1.000000	0.000018	0.000007	0.000066	-0.414751	-0.409655	0.208281	-0.785355	1.255650	-54.708142	123.672715	-0.320328	0.480807	0.816220	-0.822101	-0.569200	0.012660	0.470680	-0.666960	0.577603
26736														7.939525	0.113957	5.547296	0.132331	0.001905	0.092447	1.000000	-0.000004	0.000059	0.000041	-0.414821	-0.409573	0.208286	-0.785361	1.253347	-54.698901	123.666433	-0.320348	0.480952	0.816127	-0.822184	-0.569082	0.012640	0.470522	-0.666957	0.577735
26737														7.918423	0.105830	5.573090	0.131982	0.001769	0.092873	1.000000	0.000004	0.000090	0.000045	-0.414831	-0.409464	0.208243	-0.785423	1.248874	-54.684051	123.671545	-0.320508	0.481099	0.815977	-0.822172	-0.569100	0.012599	0.470434	-0.666835	0.577947
26738														7.894137	0.144186	5.601088	0.131571	0.002403	0.093348	1.000000	0.000025	0.000026	0.000018	-0.414844	-0.409420	0.208201	-0.785450	1.251408	-54.676418	123.670496	-0.320560	0.481196	0.815900	-0.822162	-0.569113	0.012627	0.470416	-0.666754	0.578056
26739														7.887362	0.148774	5.589565	0.131463	0.002484	0.093149	1.000000	-0.000003	0.000079	0.000033	-0.414792	-0.409316	0.208129	-0.785551	1.245318	-54.660329	123.685821	-0.320815	0.481300	0.815737	-0.822062	-0.569259	0.012571	0.470416	-0.666554	0.578286
