// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
32706		8.818165	0.759082	-3.537900	0.513799	0.401220	-0.721964	0.231950	168.012999	-68.127524	-113.754351	-0.150066	-0.340981	0.928015	-0.817684	0.570443	0.077373	-0.555763	-0.747213	-0.364419						
32707		8.778702	0.777305	-3.515429	0.513797	0.401201	-0.721990	0.231907	168.010031	-68.124433	-113.756918	-0.150101	-0.341020	0.927995	-0.817632	0.570515	0.077402	-0.555831	-0.747140	-0.364464						
32708		8.819853	0.742083	-3.521169	0.513771	0.401191	-0.722027	0.231868	168.011678	-68.118888	-113.762475	-0.150171	-0.341087	0.927959	-0.817595	0.570566	0.077411	-0.555865	-0.747070	-0.364554						
32709		8.817825	0.759146	-3.538734	0.513742	0.401165	-0.722067	0.231850	168.020556	-68.114861	-113.774987	-0.150271	-0.341114	0.927933	-0.817559	0.570624	0.077368	-0.555892	-0.747014	-0.364629						
32710		8.785531	0.735854	-3.524149	0.513711	0.401168	-0.722096	0.231823	168.022741	-68.109482	-113.778868	-0.150330	-0.341184	0.927898	-0.817545	0.570644	0.077372	-0.555897	-0.746967	-0.364718						
32711		8.833588	0.756176	-3.509368	0.513681	0.401168	-0.722131	0.231784	168.023595	-68.103320	-113.782802	-0.150393	-0.341265	0.927858	-0.817517	0.570681	0.077387	-0.555921	-0.746901	-0.364816						
32712		8.783229	0.753194	-3.542329	0.513653	0.401177	-0.722153	0.231762	168.024715	-68.098500	-113.784663	-0.150436	-0.341331	0.927826	-0.817512	0.570687	0.077396	-0.555916	-0.746866	-0.364894						
32713		8.804669	0.726760	-3.536856	0.513624	0.401188	-0.722169	0.231757	168.028496	-68.094777	-113.787514	-0.150477	-0.341379	0.927802	-0.817522	0.570674	0.077385	-0.555890	-0.746854	-0.364958						
32714		8.793982	0.677020	-3.516377	0.513573	0.401209	-0.722188	0.231775	168.039469	-68.090113	-113.794432	-0.150549	-0.341430	0.927772	-0.817562	0.570624	0.077330	-0.555812	-0.746869	-0.365047						
32715		8.802495	0.743180	-3.554903	0.513529	0.401229	-0.722208	0.231774	168.045897	-68.084898	-113.798601	-0.150608	-0.341496	0.927738	-0.817586	0.570593	0.077307	-0.555761	-0.746863	-0.365138						
32716		8.932999	0.789327	-3.522408	0.513508	0.401283	-0.722184	0.231803	168.045045	-68.083792	-113.789882	-0.150563	-0.341536	0.927731	-0.817665	0.570478	0.077316	-0.555657	-0.746932	-0.365155						
32717		8.899350	0.784120	-3.523461	0.513567	0.401355	-0.722090	0.231840	168.023308	-68.091772	-113.758818	-0.150326	-0.341499	0.927783	-0.817759	0.570328	0.077428	-0.555582	-0.747064	-0.364999						
32718		8.803515	0.744245	-3.552153	0.513644	0.401393	-0.722001	0.231879	168.004445	-68.102493	-113.733895	-0.150107	-0.341405	0.927852	-0.817819	0.570232	0.077512	-0.555554	-0.747180	-0.364804						
32719		8.816611	0.776766	-3.554155	0.513682	0.401444	-0.721932	0.231923	167.992776	-68.108979	-113.714040	-0.149947	-0.341361	0.927895	-0.817900	0.570109	0.077564	-0.555478	-0.747294	-0.364685						
32720		8.867317	0.780103	-3.520193	0.513722	0.401488	-0.721862	0.231976	167.983498	-68.116447	-113.696534	-0.149794	-0.341296	0.927943	-0.817980	0.569989	0.077598	-0.555401	-0.747415	-0.364554						
32721		8.905551	0.779502	-3.558129	0.513763	0.401525	-0.721789	0.232045	167.978109	-68.125422	-113.682117	-0.149650	-0.341201	0.928002	-0.818066	0.569865	0.077602	-0.555313	-0.747554	-0.364405						
32722		8.899065	0.820409	-3.548646	0.513834	0.401542	-0.721706	0.232119	167.970319	-68.138259	-113.667188	-0.149477	-0.341049	0.928085	-0.818132	0.569769	0.077608	-0.555262	-0.747696	-0.364191						
32723		8.894549	0.843785	-3.521801	0.513909	0.401497	-0.721660	0.232174	167.970232	-68.151219	-113.667531	-0.149395	-0.340856	0.928169	-0.818121	0.569791	0.077565	-0.555301	-0.747767	-0.363985						
32724		8.875940	0.852404	-3.507834	0.514029	0.401444	-0.721584	0.232235	167.962087	-68.169699	-113.660431	-0.149233	-0.340600	0.928289	-0.818102	0.569819	0.077554	-0.555372	-0.747862	-0.363682						
32725		8.847007	0.811870	-3.472266	0.514173	0.401364	-0.721508	0.232292	167.952922	-68.190874	-113.655506	-0.149066	-0.340299	0.928427	-0.818051	0.569895	0.077541	-0.555492	-0.747942	-0.363334						
32726		8.834272	0.796994	-3.481774	0.514338	0.401263	-0.721431	0.232340	167.941292	-68.214200	-113.651101	-0.148888	-0.339964	0.928578	-0.817969	0.570012	0.077536	-0.555660	-0.748004	-0.362948						
32727		8.769709	0.767997	-3.464955	0.514495	0.401160	-0.721356	0.232404	167.934647	-68.237700	-113.650418	-0.148731	-0.339617	0.928730	-0.817899	0.570119	0.077498	-0.555806	-0.748081	-0.362567						
32728		8.771269	0.767314	-3.461155	0.514634	0.401047	-0.721295	0.232479	167.935897	-68.260284	-113.657418	-0.148626	-0.339263	0.928876	-0.817829	0.570230	0.077414	-0.555937	-0.748156	-0.362210						
32729		8.740574	0.743364	-3.442637	0.514765	0.400927	-0.721247	0.232547	167.939492	-68.281543	-113.667917	-0.148549	-0.338921	0.929013	-0.817748	0.570359	0.077319	-0.556077	-0.748213	-0.361878						
32730		8.759894	0.750852	-3.467650	0.514885	0.400831	-0.721196	0.232602	167.938804	-68.300296	-113.672791	-0.148456	-0.338629	0.929134	-0.817683	0.570461	0.077260	-0.556198	-0.748268	-0.361580						
32731		8.730691	0.709731	-3.432727	0.514965	0.400778	-0.721141	0.232689	167.944517	-68.316280	-113.676922	-0.148376	-0.338381	0.929238	-0.817688	0.570465	0.077170	-0.556210	-0.748377	-0.361334						
32732		8.781809	0.740377	-3.473682	0.515031	0.400730	-0.721110	0.232720	167.943185	-68.326581	-113.678260	-0.148317	-0.338225	0.929304	-0.817657	0.570514	0.077143	-0.556273	-0.748410	-0.361169						
32733		8.769964	0.707757	-3.468534	0.515035	0.400719	-0.721094	0.232778	167.953890	-68.331467	-113.685006	-0.148325	-0.338135	0.929335	-0.817691	0.570477	0.077059	-0.556221	-0.748479	-0.361106						
32734		8.802604	0.730081	-3.482500	0.515051	0.400725	-0.721067	0.232821	167.956231	-68.336152	-113.683387	-0.148285	-0.338069	0.929366	-0.817727	0.570429	0.077029	-0.556178	-0.748545	-0.361035						
32735		8.799176	0.736184	-3.440071	0.515063	0.400721	-0.721058	0.232827	167.955231	-68.337999	-113.682269	-0.148267	-0.338045	0.929378	-0.817727	0.570428	0.077029	-0.556182	-0.748557	-0.361004						
32736		8.835265	0.752721	-3.496351	0.515033	0.400775	-0.721042	0.232851	167.955628	-68.335562	-113.675309	-0.148241	-0.338099	0.929362	-0.817802	0.570321	0.077034	-0.556080	-0.748614	-0.361043						
32737		8.867385	0.775902	-3.511455	0.515000	0.400850	-0.721023	0.232851	167.948840	-68.330769	-113.661043	-0.148188	-0.338207	0.929331	-0.817881	0.570200	0.077093	-0.555978	-0.748657	-0.361110						
32738		8.863402	0.782716	-3.470279	0.514957	0.400924	-0.721015	0.232844	167.943413	-68.324303	-113.648730	-0.148158	-0.338335	0.929289	-0.817954	0.570087	0.077150	-0.555878	-0.748686	-0.361205						
32739		8.816744	0.745650	-3.469164	0.514925	0.401027	-0.720981	0.232845	167.931300	-68.319094	-113.626488	-0.148060	-0.338470	0.929256	-0.818061	0.569921	0.077244	-0.555747	-0.748751	-0.361272						
32740		8.836294	0.737090	-3.480766	0.514878	0.401087	-0.720981	0.232845	167.930635	-68.313035	-113.619682	-0.148059	-0.338578	0.929217	-0.818125	0.569825	0.077268	-0.555653	-0.748775	-0.361367						
32741		8.844708	0.775626	-3.443547	0.514819	0.401183	-0.720963	0.232864	167.928960	-68.306299	-113.606679	-0.148026	-0.338711	0.929173	-0.818242	0.569653	0.077302	-0.555489	-0.748846	-0.361471						
32742		8.774696	0.781603	-3.465715	0.514767	0.401240	-0.720965	0.232874	167.932182	-68.300436	-113.603099	-0.148043	-0.338808	0.929135	-0.818312	0.569553	0.077301	-0.555382	-0.748878	-0.361569						
32743		8.806619	0.804505	-3.481368	0.514711	0.401293	-0.720977	0.232872	167.934851	-68.293231	-113.600315	-0.148074	-0.338922	0.929089	-0.818369	0.569469	0.077309	-0.555289	-0.748890	-0.361687						
32744		8.786516	0.813596	-3.471053	0.514662	0.401338	-0.720995	0.232847	167.933554	-68.285302	-113.596400	-0.148102	-0.339050	0.929038	-0.818400	0.569420	0.077344	-0.555236	-0.748870	-0.361811						
32745		8.791631	0.790163	-3.496563	0.514604	0.401381	-0.721025	0.232806	167.932050	-68.275264	-113.593667	-0.148151	-0.339206	0.928973	-0.818418	0.569389	0.077387	-0.555197	-0.748823	-0.361968						
32746		8.828926	0.789542	-3.537079	0.514549	0.401406	-0.721058	0.232783	167.936578	-68.267185	-113.597277	-0.148225	-0.339317	0.928921	-0.818430	0.569371	0.077386	-0.555159	-0.748786	-0.362102						
32747		8.810511	0.781129	-3.509940	0.514483	0.401420	-0.721111	0.232741	167.942518	-68.256638	-113.604778	-0.148338	-0.339454	0.928852	-0.818419	0.569387	0.077384	-0.555145	-0.748711	-0.362277						
32748		8.813807	0.774543	-3.552705	0.514434	0.401422	-0.721154	0.232710	167.948761	-68.248982	-113.612914	-0.148435	-0.339547	0.928803	-0.818403	0.569413	0.077371	-0.555143	-0.748650	-0.362407						
32749		8.851072	0.745085	-3.517186	0.514367	0.401424	-0.721199	0.232716	167.965280	-68.242063	-113.628052	-0.148570	-0.339610	0.928758	-0.818416	0.569404	0.077290	-0.555087	-0.748628	-0.362539						
32750		8.867065	0.769802	-3.563215	0.514336	0.401401	-0.721232	0.232724	167.978496	-68.239580	-113.642336	-0.148671	-0.339610	0.928742	-0.818403	0.569433	0.077214	-0.555079	-0.748606	-0.362596						
32751		8.849095	0.760725	-3.535120	0.514310	0.401373	-0.721266	0.232725	167.990493	-68.237282	-113.656688	-0.148771	-0.339607	0.928727	-0.818378	0.569478	0.077146	-0.555089	-0.748573	-0.362649						
32752		8.815134	0.754369	-3.537365	0.514288	0.401367	-0.721279	0.232740	167.999075	-68.236095	-113.664281	-0.148824	-0.339605	0.928720	-0.818387	0.569473	0.077096	-0.555063	-0.748578	-0.362679						
32753		8.815237	0.753851	-3.537219	0.514278	0.401367	-0.721282	0.232757	168.004440	-68.236209	-113.668137	-0.148846	-0.339593	0.928720	-0.818400	0.569458	0.077062	-0.555037	-0.748595	-0.362685						
32754		8.815393	0.753301	-3.536946	0.514264	0.401364	-0.721284	0.232785	168.013128	-68.236727	-113.674524	-0.148880	-0.339569	0.928724	-0.818421	0.569437	0.077005	-0.554998	-0.748622	-0.362688						
32755		8.833507	0.761126	-3.564958	0.514258	0.401368	-0.721283	0.232795	168.015270	-68.236834	-113.675365	-0.148885	-0.339565	0.928724	-0.818433	0.569421	0.076991	-0.554978	-0.748636	-0.362689						
32756		8.810176	0.776423	-3.511827	0.514260	0.401376	-0.721275	0.232799	168.013733	-68.237144	-113.672700	-0.148867	-0.339567	0.928726	-0.818444	0.569403	0.077000	-0.554966	-0.748648	-0.362682						
32757		8.828361	0.784713	-3.539563	0.514276	0.401392	-0.721250	0.232814	168.009322	-68.239702	-113.665715	-0.148809	-0.339548	0.928743	-0.818470	0.569364	0.077019	-0.554944	-0.748687	-0.362636						
32758		8.824891	0.791100	-3.497287	0.514282	0.401397	-0.721239	0.232826	168.008968	-68.241158	-113.663877	-0.148788	-0.339531	0.928752	-0.818484	0.569344	0.077016	-0.554929	-0.748710	-0.362612						
32759		8.828948	0.784671	-3.538109	0.514314	0.401402	-0.721210	0.232840	168.002949	-68.245614	-113.656603	-0.148716	-0.339483	0.928781	-0.818495	0.569324	0.077039	-0.554931	-0.748746	-0.362533						
32760		8.841830	0.816621	-3.540824	0.514348	0.401382	-0.721191	0.232857	168.001512	-68.250919	-113.655937	-0.148678	-0.339406	0.928815	-0.818485	0.569340	0.077031	-0.554957	-0.748769	-0.362447						
32761		8.844114	0.799192	-3.522469	0.514388	0.401368	-0.721164	0.232877	167.997836	-68.256948	-113.652281	-0.148617	-0.339326	0.928854	-0.818483	0.569344	0.077033	-0.554977	-0.748803	-0.362347						
32762		8.821326	0.842719	-3.544270	0.514442	0.401331	-0.721144	0.232881	167.992947	-68.263808	-113.651129	-0.148565	-0.339227	0.928899	-0.818443	0.569399	0.077041	-0.555049	-0.748805	-0.362231						
32763		8.820019	0.831564	-3.483887	0.514514	0.401241	-0.721140	0.232890	167.994847	-68.273795	-113.661573	-0.148562	-0.339052	0.928963	-0.818352	0.569536	0.076996	-0.555184	-0.748781	-0.362076						
32764		8.831805	0.783431	-3.531247	0.514563	0.401147	-0.721153	0.232903	168.003648	-68.281708	-113.678564	-0.148611	-0.338890	0.929014	-0.818264	0.569673	0.076913	-0.555300	-0.748749	-0.361962						
32765		8.832514	0.782596	-3.529657	0.514642	0.401012	-0.721175	0.232895	168.009890	-68.291971	-113.699182	-0.148666	-0.338685	0.929081	-0.818114	0.569899	0.076839	-0.555506	-0.748671	-0.361808						
32766		8.836776	0.747168	-3.493723	0.514697	0.400913	-0.721186	0.232909	168.018488	-68.300653	-113.716422	-0.148712	-0.338511	0.929137	-0.818021	0.570043	0.076756	-0.555631	-0.748639	-0.361681						
32767		8.801705	0.757590	-3.511636	0.514732	0.400808	-0.721206	0.232952	168.037740	-68.309314	-113.742323	-0.148808	-0.338315	0.929193	-0.817946	0.570172	0.076605	-0.555717	-0.748630	-0.361570						
32768		8.829447	0.705980	-3.528748	0.514759	0.400717	-0.721219	0.233009	168.058772	-68.317969	-113.767356	-0.148899	-0.338122	0.929248	-0.817896	0.570265	0.076443	-0.555765	-0.748646	-0.361460						
32769		8.846118	0.701751	-3.496816	0.514791	0.400633	-0.721221	0.233073	168.077925	-68.327544	-113.789314	-0.148966	-0.337922	0.929310	-0.817858	0.570340	0.076290	-0.555803	-0.748679	-0.361334						
32770		8.832618	0.685453	-3.508671	0.514812	0.400572	-0.721212	0.233159	168.098984	-68.337084	-113.808995	-0.149020	-0.337730	0.929372	-0.817861	0.570358	0.076126	-0.555784	-0.748753	-0.361211						
32771		8.867306	0.689577	-3.504966	0.514823	0.400564	-0.721177	0.233259	168.114827	-68.345733	-113.817135	-0.149011	-0.337580	0.929427	-0.817929	0.570277	0.075997	-0.555686	-0.748882	-0.361094						
32772		8.864175	0.694552	-3.461897	0.514832	0.400549	-0.721144	0.233368	168.133844	-68.354807	-113.828346	-0.149018	-0.337416	0.929486	-0.817997	0.570200	0.075847	-0.555584	-0.749014	-0.360976						
32773		8.829176	0.704900	-3.479725	0.514848	0.400574	-0.721080	0.233485	168.144558	-68.364740	-113.826859	-0.148944	-0.337273	0.929550	-0.818111	0.570050	0.075746	-0.555437	-0.749193	-0.360832						
32774		8.813963	0.706560	-3.508586	0.514873	0.400588	-0.721025	0.233578	168.151354	-68.373964	-113.824660	-0.148871	-0.337142	0.929609	-0.818193	0.569941	0.075673	-0.555335	-0.749335	-0.360695						
32775		8.823271	0.744270	-3.469276	0.514889	0.400622	-0.720968	0.233662	168.154912	-68.381237	-113.818036	-0.148784	-0.337051	0.929656	-0.818290	0.569809	0.075626	-0.555216	-0.749476	-0.360584						
32776		8.807906	0.746314	-3.498478	0.514902	0.400654	-0.720914	0.233741	168.158444	-68.387960	-113.811880	-0.148704	-0.336967	0.929699	-0.818382	0.569683	0.075581	-0.555102	-0.749610	-0.360482						
32777		8.836833	0.775203	-3.470589	0.514916	0.400673	-0.720876	0.233796	168.160680	-68.393170	-113.807828	-0.148646	-0.336900	0.929733	-0.818441	0.569602	0.075550	-0.555030	-0.749701	-0.360402						
32778		8.817526	0.783809	-3.458405	0.514929	0.400698	-0.720832	0.233862	168.163883	-68.398957	-113.803105	-0.148580	-0.336827	0.929770	-0.818516	0.569500	0.075511	-0.554938	-0.749812	-0.360314						
32779		8.835979	0.791752	-3.485742	0.514929	0.400743	-0.720793	0.233903	168.161702	-68.401257	-113.793184	-0.148507	-0.336818	0.929785	-0.818592	0.569389	0.075517	-0.554845	-0.749900	-0.360275						
32780		8.832429	0.797953	-3.443392	0.514939	0.400736	-0.720779	0.233936	168.166217	-68.404822	-113.795656	-0.148498	-0.336759	0.929807	-0.818609	0.569370	0.075476	-0.554822	-0.749941	-0.360224						
32781		8.836642	0.791176	-3.484191	0.514970	0.400700	-0.720780	0.233926	168.164194	-68.408061	-113.798160	-0.148491	-0.336704	0.929828	-0.818563	0.569436	0.075478	-0.554891	-0.749915	-0.360170						
32782		8.813237	0.806607	-3.430894	0.514981	0.400675	-0.720791	0.233910	168.163847	-68.408625	-113.801710	-0.148508	-0.336687	0.929832	-0.818524	0.569492	0.075479	-0.554944	-0.749881	-0.360161						
32783		8.804782	0.768024	-3.468290	0.515005	0.400605	-0.720827	0.233868	168.164890	-68.409262	-113.813187	-0.148572	-0.336647	0.929836	-0.818420	0.569643	0.075470	-0.555081	-0.749784	-0.360152						
32784		8.824625	0.758899	-3.479226	0.515007	0.400562	-0.720867	0.233814	168.163793	-68.406248	-113.820818	-0.148636	-0.336672	0.929817	-0.818335	0.569763	0.075487	-0.555189	-0.749681	-0.360198						
32785		8.792276	0.736161	-3.464475	0.515017	0.400509	-0.720913	0.233740	168.159301	-68.402857	-113.827738	-0.148699	-0.336705	0.929795	-0.818225	0.569916	0.075526	-0.555335	-0.749550	-0.360246						
32786		8.792170	0.736306	-3.464712	0.515011	0.400465	-0.720961	0.233680	168.159499	-68.398513	-113.837168	-0.148783	-0.336745	0.929767	-0.818135	0.570043	0.075540	-0.555445	-0.749436	-0.360315						
32787		8.806155	0.751248	-3.451856	0.515010	0.400403	-0.721033	0.233568	168.153218	-68.391352	-113.846352	-0.148884	-0.336827	0.929721	-0.817986	0.570248	0.075603	-0.555636	-0.749243	-0.360421						
32788		8.831180	0.718959	-3.488112	0.514996	0.400374	-0.721088	0.233479	168.147339	-68.383755	-113.850623	-0.148959	-0.336929	0.929672	-0.817891	0.570376	0.075665	-0.555757	-0.749099	-0.360534						
32789		8.864853	0.725133	-3.486515	0.514992	0.400342	-0.721139	0.233383	168.138873	-68.376922	-113.853329	-0.149020	-0.337023	0.929628	-0.817786	0.570517	0.075741	-0.555896	-0.748950	-0.360631						
32790		8.866321	0.708370	-3.469862	0.514983	0.400334	-0.721169	0.233324	168.132559	-68.371757	-113.852690	-0.149050	-0.337101	0.929595	-0.817733	0.570584	0.075798	-0.555964	-0.748863	-0.360705						
32791		8.902355	0.725183	-3.526547	0.514988	0.400311	-0.721194	0.233277	168.128234	-68.369258	-113.854650	-0.149078	-0.337133	0.929579	-0.817673	0.570666	0.075834	-0.556045	-0.748787	-0.360739						
32792		8.844787	0.735185	-3.475950	0.514998	0.400295	-0.721202	0.233258	168.125607	-68.369237	-113.855323	-0.149082	-0.337132	0.929579	-0.817641	0.570710	0.075851	-0.556091	-0.748754	-0.360736						
32793		8.852204	0.694142	-3.482905	0.515007	0.400271	-0.721213	0.233244	168.125707	-68.369580	-113.858926	-0.149101	-0.337118	0.929581	-0.817606	0.570760	0.075849	-0.556138	-0.748722	-0.360730						
32794		8.848969	0.728350	-3.516833	0.515003	0.400251	-0.721222	0.233261	168.133686	-68.370694	-113.867274	-0.149143	-0.337079	0.929588	-0.817600	0.570777	0.075795	-0.556136	-0.748727	-0.360723						
32795		8.825531	0.743273	-3.463735	0.514994	0.400257	-0.721215	0.233289	168.139173	-68.371741	-113.869662	-0.149150	-0.337058	0.929595	-0.817629	0.570740	0.075757	-0.556092	-0.748764	-0.360714						
32796		8.859808	0.748541	-3.460789	0.515013	0.400260	-0.721192	0.233316	168.138713	-68.375672	-113.866862	-0.149108	-0.337007	0.929620	-0.817650	0.570711	0.075747	-0.556072	-0.748809	-0.360651						
32797		8.824453	0.759756	-3.479477	0.515003	0.400273	-0.721174	0.233369	168.147184	-68.378207	-113.869452	-0.149106	-0.336962	0.929636	-0.817705	0.570640	0.075685	-0.555991	-0.748883	-0.360622						
32798		8.776551	0.738897	-3.494517	0.515011	0.400259	-0.721170	0.233389	168.151379	-68.380835	-113.873364	-0.149112	-0.336913	0.929653	-0.817705	0.570645	0.075650	-0.555989	-0.748902	-0.360585						
32799		8.748297	0.709058	-3.520955	0.514985	0.400266	-0.721178	0.233409	168.159475	-68.379215	-113.878811	-0.149155	-0.336923	0.929643	-0.817730	0.570614	0.075604	-0.555940	-0.748921	-0.360622						
32800		8.794741	0.746018	-3.522718	0.514929	0.400300	-0.721190	0.233438	168.171114	-68.374711	-113.884190	-0.149216	-0.336976	0.929614	-0.817792	0.570534	0.075546	-0.555833	-0.748958	-0.360709						
32801		8.812595	0.753757	-3.551627	0.514876	0.400320	-0.721220	0.233428	168.178096	-68.367737	-113.889552	-0.149293	-0.337065	0.929569	-0.817810	0.570511	0.075525	-0.555786	-0.748936	-0.360829						
32802		8.958668	0.797450	-3.488048	0.514851	0.400378	-0.721209	0.233416	168.170580	-68.363212	-113.877305	-0.149251	-0.337164	0.929540	-0.817862	0.570429	0.075587	-0.555721	-0.748954	-0.360891						
32803		8.917947	0.736319	-3.510412	0.514891	0.400378	-0.721169	0.233451	168.167030	-68.370171	-113.871157	-0.149169	-0.337077	0.929585	-0.817885	0.570396	0.075587	-0.555710	-0.749018	-0.360775						
32804		8.898681	0.745431	-3.498017	0.514921	0.400414	-0.721117	0.233485	168.158555	-68.375381	-113.856732	-0.149050	-0.337037	0.929618	-0.817943	0.570307	0.075623	-0.555655	-0.749104	-0.360682						
32805		8.947339	0.765892	-3.481130	0.514958	0.400417	-0.721082	0.233505	168.152320	-68.380814	-113.848904	-0.148968	-0.336977	0.929653	-0.817958	0.570283	0.075644	-0.555656	-0.749149	-0.360587						
32806		8.967740	0.756632	-3.490659	0.515013	0.400388	-0.721044	0.233554	168.153158	-68.390886	-113.848951	-0.148902	-0.336827	0.929718	-0.817960	0.570285	0.075605	-0.555670	-0.749215	-0.360428						
32807		8.916456	0.742295	-3.462785	0.515070	0.400371	-0.720991	0.233620	168.153942	-68.402230	-113.846253	-0.148812	-0.336666	0.929791	-0.817989	0.570250	0.075562	-0.555652	-0.749314	-0.360249						
32808		8.895889	0.768039	-3.466689	0.515142	0.400335	-0.720936	0.233692	168.155859	-68.415923	-113.846167	-0.148722	-0.336463	0.929879	-0.818001	0.570240	0.075505	-0.555659	-0.749412	-0.360034						
32809		8.864586	0.744536	-3.449400	0.515225	0.400285	-0.720884	0.233753	168.155797	-68.430376	-113.846434	-0.148629	-0.336248	0.929972	-0.817990	0.570262	0.075457	-0.555700	-0.749492	-0.359804						
32810		8.791978	0.756746	-3.427219	0.515315	0.400243	-0.720834	0.233784	168.147947	-68.443143	-113.840916	-0.148512	-0.336072	0.930053	-0.817962	0.570301	0.075464	-0.555772	-0.749541	-0.359591						
