// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4D200
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
56675		8.968842	1.009999	-3.191938	-0.338411	-0.715949	0.400400	-0.461060	161.552425	-68.620912	-45.785561	0.254208	-0.261276	0.931189	-0.885386	-0.450317	0.115353	0.389191	-0.853785	-0.345805						
56676		8.949584	1.010853	-3.220386	-0.338392	-0.715947	0.400410	-0.461066	161.559455	-68.620956	-45.791780	0.254179	-0.261303	0.931189	-0.885387	-0.450325	0.115310	0.389207	-0.853773	-0.345818						
56677		8.954279	0.991858	-3.182760	-0.338375	-0.715966	0.400409	-0.461051	161.561811	-68.617903	-45.792742	0.254210	-0.261343	0.931170	-0.885375	-0.450350	0.115312	0.389216	-0.853747	-0.345870						
56678		8.958901	0.972975	-3.145306	-0.338346	-0.715985	0.400407	-0.461045	161.567536	-68.615405	-45.795714	0.254224	-0.261386	0.931154	-0.885355	-0.450393	0.115290	0.389250	-0.853712	-0.345920						
56679		8.905304	0.969804	-3.171979	-0.338305	-0.716005	0.400411	-0.461040	161.577382	-68.612502	-45.802276	0.254227	-0.261448	0.931135	-0.885336	-0.450443	0.115245	0.389292	-0.853666	-0.345985						
56680		8.870869	0.965053	-3.170700	-0.338249	-0.716048	0.400443	-0.460986	161.591649	-68.603055	-45.815359	0.254275	-0.261617	0.931075	-0.885329	-0.450467	0.115208	0.389278	-0.853602	-0.346159						
56681		8.889735	0.962921	-3.143771	-0.338145	-0.716115	0.400470	-0.460936	161.616376	-68.591136	-45.833971	0.254325	-0.261838	0.930999	-0.885290	-0.450564	0.115119	0.389333	-0.853483	-0.346392						
56682		8.845321	1.018322	-3.175780	-0.338058	-0.716187	0.400499	-0.460861	161.635413	-68.577066	-45.849140	0.254414	-0.262069	0.930910	-0.885261	-0.450634	0.115076	0.389341	-0.853375	-0.346648						
56683		8.854449	1.054019	-3.225025	-0.337972	-0.716281	0.400549	-0.460737	161.653439	-68.556953	-45.865929	0.254565	-0.262379	0.930781	-0.885242	-0.450672	0.115070	0.389285	-0.853260	-0.346994						
56684		8.892099	1.051179	-3.171074	-0.337899	-0.716384	0.400595	-0.460588	161.665555	-68.534403	-45.878141	0.254764	-0.262696	0.930637	-0.885224	-0.450696	0.115112	0.389195	-0.853149	-0.347366						
56685		8.895894	0.998524	-3.201361	-0.337841	-0.716483	0.400650	-0.460429	161.674809	-68.511601	-45.889915	0.254968	-0.263014	0.930492	-0.885222	-0.450685	0.115172	0.389067	-0.853057	-0.347736						
56686		8.928887	1.003178	-3.206729	-0.337764	-0.716581	0.400704	-0.460286	161.689727	-68.489613	-45.905162	0.255147	-0.263338	0.930351	-0.885210	-0.450703	0.115194	0.388977	-0.852948	-0.348105						
56687		8.947341	0.978753	-3.224502	-0.337674	-0.716673	0.400763	-0.460158	161.709997	-68.469114	-45.924872	0.255287	-0.263665	0.930220	-0.885199	-0.450730	0.115175	0.388910	-0.852832	-0.348462						
56688		9.000070	0.969700	-3.222549	-0.337596	-0.716732	0.400840	-0.460055	161.733447	-68.453046	-45.950148	0.255352	-0.263965	0.930117	-0.885216	-0.450712	0.115114	0.388829	-0.852749	-0.348757						
56689		8.965176	0.964538	-3.222594	-0.337493	-0.716790	0.400884	-0.460003	161.760772	-68.441364	-45.973052	0.255379	-0.264204	0.930042	-0.885195	-0.450782	0.115007	0.388860	-0.852639	-0.348992						
56690		8.959920	0.982047	-3.261925	-0.337397	-0.716826	0.400938	-0.459970	161.790268	-68.432847	-45.999444	0.255353	-0.264421	0.929987	-0.885190	-0.450825	0.114871	0.388887	-0.852548	-0.349182						
56691		8.905801	0.989452	-3.268192	-0.337299	-0.716876	0.400973	-0.459935	161.816263	-68.423434	-46.020436	0.255362	-0.264624	0.929927	-0.885166	-0.450901	0.114760	0.388937	-0.852445	-0.349379						
56692		8.885842	1.012821	-3.254966	-0.337214	-0.716917	0.401001	-0.459908	161.838672	-68.415711	-46.038241	0.255367	-0.264794	0.929877	-0.885143	-0.450970	0.114663	0.388985	-0.852356	-0.349543						
56693		8.865902	1.025142	-3.263263	-0.337145	-0.716978	0.401010	-0.459855	161.851372	-68.404996	-46.046403	0.255450	-0.264955	0.929809	-0.885106	-0.451049	0.114639	0.389015	-0.852264	-0.349734						
56694		8.845872	1.026464	-3.293321	-0.337084	-0.717045	0.401020	-0.459786	161.861149	-68.392747	-46.052665	0.255559	-0.265126	0.929730	-0.885072	-0.451115	0.114641	0.389021	-0.852176	-0.349942						
56695		8.854834	0.966315	-3.263044	-0.337027	-0.717131	0.401025	-0.459691	161.866115	-68.377071	-46.054465	0.255727	-0.265317	0.929629	-0.885031	-0.451184	0.114690	0.389004	-0.852080	-0.350194						
56696		8.898073	1.007022	-3.314101	-0.336982	-0.717211	0.401034	-0.459590	161.869034	-68.361415	-46.055754	0.255897	-0.265506	0.929528	-0.884999	-0.451230	0.114752	0.388964	-0.851997	-0.350441						
56697		8.950816	1.021848	-3.268565	-0.336909	-0.717315	0.401028	-0.459486	161.874960	-68.343452	-46.056134	0.256098	-0.265718	0.929413	-0.884937	-0.451338	0.114806	0.388973	-0.851873	-0.350730						
56698		8.950074	1.010883	-3.292068	-0.336868	-0.717388	0.401014	-0.459415	161.875050	-68.331397	-46.052252	0.256252	-0.265841	0.929335	-0.884889	-0.451417	0.114866	0.388981	-0.851793	-0.350916						
56699		8.983671	1.027239	-3.274113	-0.336843	-0.717448	0.401007	-0.459346	161.872967	-68.320718	-46.048437	0.256390	-0.265949	0.929266	-0.884858	-0.451460	0.114933	0.388960	-0.851737	-0.351077						
56700		9.007740	1.092415	-3.309395	-0.336842	-0.717478	0.401008	-0.459299	161.869100	-68.314545	-46.045253	0.256474	-0.266007	0.929226	-0.884851	-0.451461	0.114988	0.388922	-0.851718	-0.351164						
56701		9.032022	1.049695	-3.286587	-0.336854	-0.717483	0.401010	-0.459281	161.864989	-68.312939	-46.042695	0.256504	-0.266014	0.929216	-0.884856	-0.451441	0.115021	0.388889	-0.851726	-0.351180						
56702		8.929649	1.060126	-3.235969	-0.336910	-0.717455	0.400991	-0.459299	161.850277	-68.318019	-46.031040	0.256501	-0.265902	0.929249	-0.884872	-0.451395	0.115086	0.388857	-0.851785	-0.351073						
56703		8.891092	1.086526	-3.248258	-0.336978	-0.717414	0.400974	-0.459329	161.833988	-68.325399	-46.018818	0.256474	-0.265762	0.929296	-0.884896	-0.451331	0.115148	0.388818	-0.851863	-0.350926						
56704		8.837928	1.095604	-3.251294	-0.337047	-0.717367	0.400978	-0.459348	161.820689	-68.332058	-46.011887	0.256431	-0.265653	0.929339	-0.884941	-0.451231	0.115196	0.388744	-0.851950	-0.350797						
56705		8.808980	1.061432	-3.231868	-0.337106	-0.717326	0.401026	-0.459326	161.814280	-68.333758	-46.015695	0.256395	-0.265650	0.929350	-0.885017	-0.451074	0.115226	0.388596	-0.852034	-0.350758						
56706		8.779788	1.026991	-3.213197	-0.337137	-0.717297	0.401094	-0.459289	161.816618	-68.332337	-46.027811	0.256354	-0.265721	0.929341	-0.885094	-0.450924	0.115219	0.388446	-0.852092	-0.350784						
56707		8.848086	1.024154	-3.239511	-0.337166	-0.717287	0.401174	-0.459214	161.818348	-68.326128	-46.040864	0.256364	-0.265852	0.929301	-0.885177	-0.450757	0.115240	0.388252	-0.852139	-0.350883						
56708		8.882070	1.028306	-3.242345	-0.337167	-0.717274	0.401255	-0.459164	161.828721	-68.321597	-46.059737	0.256327	-0.265989	0.929272	-0.885249	-0.450626	0.115200	0.388112	-0.852165	-0.350974						
56709		8.901351	1.003638	-3.257826	-0.337166	-0.717283	0.401331	-0.459084	161.836295	-68.312983	-46.075644	0.256350	-0.266161	0.929216	-0.885310	-0.450506	0.115197	0.387956	-0.852176	-0.351122						
56710		8.920564	0.990628	-3.251787	-0.337171	-0.717284	0.401389	-0.459028	161.840882	-68.307295	-46.087008	0.256361	-0.266278	0.929180	-0.885361	-0.450406	0.115197	0.387834	-0.852191	-0.351219						
56711		8.959410	0.976181	-3.216899	-0.337175	-0.717287	0.401425	-0.458988	161.843197	-68.303295	-46.093822	0.256375	-0.266355	0.929154	-0.885393	-0.450341	0.115203	0.387751	-0.852202	-0.351285						
56712		8.954538	0.983227	-3.276315	-0.337155	-0.717289	0.401453	-0.458975	161.851863	-68.301022	-46.103519	0.256355	-0.266425	0.929139	-0.885407	-0.450324	0.115162	0.387731	-0.852189	-0.351338						
56713		8.969275	1.000304	-3.285310	-0.337154	-0.717296	0.401431	-0.458984	161.848651	-68.301633	-46.098001	0.256374	-0.266393	0.929143	-0.885387	-0.450360	0.115178	0.387766	-0.852180	-0.351322						
56714		8.950021	1.001784	-3.313120	-0.337150	-0.717295	0.401402	-0.459015	161.847003	-68.304717	-46.092771	0.256364	-0.266334	0.929163	-0.885361	-0.450412	0.115173	0.387832	-0.852171	-0.351271						
56715		8.935606	1.007447	-3.260023	-0.337143	-0.717304	0.401352	-0.459049	161.842243	-68.307603	-46.082153	0.256381	-0.266253	0.929182	-0.885314	-0.450501	0.115187	0.387929	-0.852149	-0.351217						
56716		8.936062	0.995915	-3.280448	-0.337131	-0.717299	0.401291	-0.459119	161.839821	-68.314578	-46.071779	0.256350	-0.266125	0.929227	-0.885258	-0.450615	0.115167	0.388075	-0.852129	-0.351105						
56717		8.892585	1.074738	-3.265935	-0.337112	-0.717310	0.401217	-0.459180	161.835944	-68.319679	-46.058186	0.256356	-0.266004	0.929260	-0.885185	-0.450760	0.115165	0.388239	-0.852090	-0.351018						
56718		8.878407	1.057058	-3.255603	-0.337067	-0.717308	0.401163	-0.459264	161.843509	-68.326729	-46.055209	0.256290	-0.265909	0.929305	-0.885120	-0.450909	0.115083	0.388430	-0.852041	-0.350925						
56719		8.942455	1.083800	-3.296542	-0.337034	-0.717319	0.401096	-0.459329	161.844505	-68.331710	-46.045882	0.256278	-0.265809	0.929337	-0.885047	-0.451060	0.115052	0.388605	-0.851992	-0.350850						
56720		8.962455	1.070509	-3.288417	-0.337012	-0.717317	0.401034	-0.459403	161.844607	-68.338617	-46.037008	0.256241	-0.265689	0.929382	-0.884986	-0.451189	0.115016	0.388768	-0.851961	-0.350744						
56721		8.948367	1.064093	-3.256205	-0.336996	-0.717283	0.401007	-0.459491	161.851424	-68.348627	-46.038374	0.256122	-0.265578	0.929446	-0.884964	-0.451255	0.114924	0.388896	-0.851961	-0.350603						
56722		8.949068	1.085917	-3.211251	-0.336977	-0.717230	0.400990	-0.459603	161.862921	-68.361723	-46.044807	0.255945	-0.265454	0.929530	-0.884955	-0.451307	0.114787	0.389033	-0.851972	-0.350424						
56723		8.915862	1.068549	-3.228562	-0.336933	-0.717178	0.400974	-0.459731	161.881797	-68.375620	-46.056214	0.255735	-0.265342	0.929620	-0.884936	-0.451392	0.114602	0.389214	-0.851962	-0.350248						
56724		8.936402	1.065132	-3.197682	-0.336909	-0.717090	0.400974	-0.459886	161.901855	-68.394589	-46.071635	0.255450	-0.265189	0.929742	-0.884948	-0.451425	0.114384	0.389375	-0.851992	-0.349995						
56725		8.835104	1.038704	-3.210011	-0.336887	-0.717006	0.400976	-0.460030	161.920806	-68.412351	-46.086565	0.255181	-0.265048	0.929856	-0.884961	-0.451450	0.114178	0.389521	-0.852022	-0.349759						
56726		8.816643	1.061126	-3.193042	-0.336871	-0.716918	0.401008	-0.460151	161.941944	-68.428115	-46.107339	0.254908	-0.264956	0.929957	-0.885003	-0.451421	0.113970	0.389605	-0.852066	-0.349558						
56727		8.793059	0.971405	-3.200009	-0.336820	-0.716856	0.401059	-0.460241	161.971930	-68.438218	-46.136094	0.254661	-0.264966	0.930022	-0.885039	-0.451409	0.113736	0.389684	-0.852070	-0.349462						
56728		8.774337	0.959001	-3.249082	-0.336732	-0.716820	0.401097	-0.460328	162.007931	-68.445541	-46.166433	0.254439	-0.265015	0.930069	-0.885043	-0.451465	0.113480	0.389819	-0.852025	-0.349420						
56729		8.789415	0.962231	-3.279694	-0.336605	-0.716825	0.401151	-0.460367	162.051196	-68.444669	-46.202594	0.254281	-0.265186	0.930063	-0.885033	-0.451551	0.113220	0.389946	-0.851926	-0.349519						
56730		8.886988	1.025921	-3.260182	-0.336481	-0.716857	0.401201	-0.460365	162.089268	-68.438424	-46.234199	0.254205	-0.265399	0.930023	-0.885014	-0.451638	0.113019	0.390038	-0.851814	-0.349691						
56731		8.959831	0.991493	-3.271358	-0.336394	-0.716920	0.401211	-0.460320	162.106872	-68.427888	-46.245680	0.254270	-0.265574	0.929956	-0.884970	-0.451737	0.112964	0.390095	-0.851707	-0.349888						
56732		9.037449	0.962132	-3.201055	-0.336337	-0.716946	0.401172	-0.460355	162.115944	-68.428126	-46.245337	0.254269	-0.265569	0.929957	-0.884906	-0.451877	0.112908	0.390241	-0.851634	-0.349902						
56733		9.013614	0.981742	-3.266570	-0.336311	-0.716949	0.401119	-0.460416	162.117343	-68.433425	-46.238415	0.254241	-0.265477	0.929991	-0.884849	-0.451997	0.112873	0.390388	-0.851599	-0.349823						
56734		8.999487	0.963892	-3.255987	-0.336274	-0.716933	0.401056	-0.460522	162.124141	-68.443683	-46.234268	0.254146	-0.265338	0.930057	-0.884784	-0.452147	0.112780	0.390598	-0.851562	-0.349678						
56735		9.053776	0.965781	-3.228003	-0.336230	-0.716923	0.401000	-0.460618	162.132280	-68.452339	-46.231664	0.254060	-0.265225	0.930112	-0.884720	-0.452296	0.112687	0.390799	-0.851518	-0.349560						
56736		9.015550	1.002240	-3.218519	-0.336219	-0.716877	0.400949	-0.460743	162.136950	-68.466872	-46.228495	0.253912	-0.265041	0.930206	-0.884683	-0.452394	0.112587	0.390979	-0.851524	-0.349345						
56737		8.977627	1.027453	-3.229883	-0.336233	-0.716834	0.400862	-0.460876	162.129427	-68.482997	-46.211995	0.253807	-0.264778	0.930309	-0.884626	-0.452514	0.112552	0.391176	-0.851542	-0.349081						
56738		8.910443	1.018325	-3.222456	-0.336253	-0.716757	0.400796	-0.461038	162.127573	-68.503799	-46.203157	0.253614	-0.264495	0.930442	-0.884597	-0.452594	0.112460	0.391367	-0.851587	-0.348756						
56739		8.897047	0.988840	-3.231647	-0.336273	-0.716698	0.400732	-0.461170	162.123328	-68.520811	-46.192645	0.253471	-0.264250	0.930551	-0.884566	-0.452669	0.112401	0.391529	-0.851624	-0.348485						
56740		8.844304	1.019913	-3.190641	-0.336302	-0.716622	0.400700	-0.461295	162.122231	-68.538064	-46.189160	0.253293	-0.264032	0.930661	-0.884569	-0.452682	0.112321	0.391637	-0.851684	-0.348216						
56741		8.835460	0.960284	-3.184137	-0.336318	-0.716563	0.400661	-0.461409	162.122078	-68.553051	-46.185015	0.253144	-0.263838	0.930757	-0.884558	-0.452722	0.112248	0.391759	-0.851723	-0.347984						
56742		8.865628	1.016993	-3.157062	-0.336333	-0.716507	0.400644	-0.461500	162.123662	-68.565414	-46.184977	0.253005	-0.263693	0.930835	-0.884564	-0.452729	0.112176	0.391836	-0.851764	-0.347796						
56743		8.939848	0.971428	-3.185898	-0.336341	-0.716449	0.400624	-0.461601	162.127710	-68.578693	-46.186330	0.252849	-0.263543	0.930920	-0.884565	-0.452749	0.112086	0.391934	-0.851800	-0.347598						
56744		8.940716	0.970388	-3.183779	-0.336327	-0.716401	0.400602	-0.461706	162.136856	-68.591144	-46.190429	0.252691	-0.263415	0.930999	-0.884551	-0.452805	0.111968	0.392067	-0.851810	-0.347424						
56745		8.956465	0.974899	-3.212333	-0.336339	-0.716332	0.400606	-0.461801	162.143688	-68.604362	-46.197229	0.252511	-0.263290	0.931084	-0.884576	-0.452783	0.111861	0.392127	-0.851860	-0.347233						
56746		8.942404	0.979619	-3.157852	-0.336346	-0.716255	0.400603	-0.461918	162.152592	-68.620085	-46.204703	0.252299	-0.263139	0.931184	-0.884596	-0.452777	0.111728	0.392219	-0.851910	-0.347007						
56747		8.958433	0.972464	-3.207580	-0.336356	-0.716183	0.400601	-0.462024	162.160080	-68.634565	-46.211235	0.252107	-0.262998	0.931276	-0.884615	-0.452768	0.111611	0.392298	-0.851959	-0.346797						
56748		8.905722	0.980128	-3.210335	-0.336370	-0.716116	0.400595	-0.462122	162.165211	-68.648114	-46.215576	0.251934	-0.262858	0.931362	-0.884633	-0.452758	0.111513	0.392369	-0.852007	-0.346598						
56749		8.925864	0.977829	-3.179646	-0.336387	-0.716058	0.400593	-0.462201	162.168474	-68.659489	-46.219026	0.251791	-0.262739	0.931434	-0.884653	-0.452737	0.111436	0.392416	-0.852055	-0.346428						
56750		8.921942	1.007439	-3.193936	-0.336421	-0.716009	0.400579	-0.462264	162.163889	-68.669428	-46.215098	0.251697	-0.262605	0.931497	-0.884667	-0.452715	0.111414	0.392445	-0.852107	-0.346265						
56751		8.941996	0.994339	-3.185150	-0.336462	-0.715968	0.400576	-0.462301	162.157316	-68.676559	-46.211390	0.251633	-0.262505	0.931543	-0.884692	-0.452665	0.111419	0.392429	-0.852165	-0.346142						
56752		8.888890	1.003134	-3.188723	-0.336515	-0.715922	0.400579	-0.462332	162.148396	-68.683713	-46.207103	0.251573	-0.262403	0.931588	-0.884729	-0.452588	0.111437	0.392385	-0.852237	-0.346014						
56753		8.913576	0.948588	-3.185665	-0.336550	-0.715894	0.400583	-0.462345	162.142532	-68.687615	-46.204638	0.251540	-0.262346	0.931613	-0.884755	-0.452534	0.111453	0.392347	-0.852284	-0.345942						
56754		8.962901	0.969908	-3.195847	-0.336580	-0.715858	0.400613	-0.462352	162.142017	-68.691062	-46.209568	0.251479	-0.262327	0.931635	-0.884802	-0.452445	0.111439	0.392280	-0.852337	-0.345888						
56755		8.894777	0.961269	-3.191089	-0.336605	-0.715825	0.400648	-0.462356	162.143342	-68.693832	-46.216303	0.251417	-0.262324	0.931652	-0.884850	-0.452357	0.111417	0.392212	-0.852384	-0.345848						
56756		8.929470	0.953668	-3.213791	-0.336642	-0.715780	0.400687	-0.462364	162.143248	-68.697932	-46.223194	0.251339	-0.262306	0.931678	-0.884910	-0.452243	0.111397	0.392125	-0.852450	-0.345784						
56757		8.959041	1.010807	-3.188115	-0.336663	-0.715749	0.400716	-0.462372	162.144656	-68.701016	-46.229039	0.251278	-0.262296	0.931698	-0.884951	-0.452170	0.111373	0.392073	-0.852492	-0.345739						
56758		8.910390	0.989277	-3.176107	-0.336714	-0.715701	0.400748	-0.462381	162.140128	-68.705844	-46.232034	0.251209	-0.262252	0.931728	-0.885012	-0.452049	0.111376	0.391978	-0.852570	-0.345655						
56759		8.822979	0.982758	-3.199870	-0.336795	-0.715673	0.400774	-0.462343	162.122729	-68.706204	-46.224997	0.251238	-0.262217	0.931731	-0.885076	-0.451899	0.111480	0.391816	-0.852660	-0.345616						
56760		8.812883	0.936090	-3.174244	-0.336848	-0.715649	0.400834	-0.462290	162.117004	-68.703681	-46.230518	0.251241	-0.262271	0.931715	-0.885156	-0.451732	0.111527	0.391635	-0.852732	-0.345644						
56761		8.782752	0.925161	-3.113538	-0.336873	-0.715655	0.400912	-0.462195	162.117117	-68.694622	-46.241794	0.251291	-0.262427	0.931657	-0.885231	-0.451572	0.111571	0.391431	-0.852769	-0.345784						
56762		8.811728	0.959830	-3.133293	-0.336875	-0.715687	0.401016	-0.462054	162.123597	-68.678677	-46.260426	0.251385	-0.262696	0.931556	-0.885313	-0.451403	0.111612	0.391187	-0.852776	-0.346044						
56763		8.844880	0.964496	-3.138127	-0.336841	-0.715773	0.401115	-0.461860	162.131976	-68.653668	-46.278099	0.251585	-0.263067	0.931397	-0.885361	-0.451290	0.111686	0.390949	-0.852721	-0.346447						
56764		8.882256	0.939252	-3.127952	-0.336797	-0.715880	0.401233	-0.461623	162.142463	-68.622848	-46.299401	0.251833	-0.263523	0.931201	-0.885416	-0.451160	0.111776	0.390665	-0.852649	-0.346944						
56765		8.929265	0.973209	-3.122448	-0.336749	-0.716022	0.401349	-0.461337	162.148723	-68.585360	-46.316741	0.252174	-0.264040	0.930963	-0.885459	-0.451038	0.111925	0.390347	-0.852554	-0.347536						
56766		8.961607	0.966967	-3.151383	-0.336678	-0.716157	0.401473	-0.461070	162.163538	-68.549237	-46.341033	0.252467	-0.264571	0.930732	-0.885500	-0.450934	0.112015	0.390063	-0.852444	-0.348124						
56767		8.940009	0.981286	-3.164111	-0.336636	-0.716323	0.401588	-0.460744	162.164337	-68.506730	-46.353983	0.252884	-0.265128	0.930461	-0.885539	-0.450806	0.112221	0.389704	-0.852339	-0.348783						
56768		8.986635	1.004483	-3.181337	-0.336580	-0.716490	0.401698	-0.460428	162.168203	-68.464760	-46.368113	0.253289	-0.265683	0.930192	-0.885568	-0.450705	0.112407	0.389377	-0.852219	-0.349439						
56769		8.949988	1.013588	-3.163769	-0.336545	-0.716652	0.401826	-0.460091	162.168734	-68.421603	-46.382765	0.253704	-0.266255	0.929915	-0.885621	-0.450548	0.112618	0.388986	-0.852124	-0.350107						
56770		8.962552	1.009831	-3.221844	-0.336530	-0.716801	0.401941	-0.459768	162.163603	-68.381156	-46.392245	0.254113	-0.266772	0.929655	-0.885675	-0.450382	0.112850	0.388595	-0.852049	-0.350722						
56771		8.994468	1.016314	-3.229646	-0.336523	-0.716953	0.402055	-0.459437	162.155406	-68.340139	-46.399490	0.254538	-0.267286	0.929391	-0.885732	-0.450207	0.113104	0.388187	-0.851981	-0.351339						
56772		8.992387	0.995591	-3.278075	-0.336525	-0.717082	0.402166	-0.459137	162.147699	-68.303613	-46.407156	0.254911	-0.267750	0.929156	-0.885795	-0.450026	0.113333	0.387800	-0.851931	-0.351888						
56773		8.990298	1.020629	-3.239878	-0.336528	-0.717204	0.402275	-0.458849	162.140471	-68.268668	-46.414978	0.255265	-0.268195	0.928930	-0.885857	-0.449848	0.113551	0.387423	-0.851885	-0.352413						
56774		9.003328	1.016735	-3.296323	-0.336543	-0.717293	0.402368	-0.458617	162.132914	-68.241438	-46.421285	0.255540	-0.268543	0.928754	-0.885921	-0.449677	0.113733	0.387097	-0.851866	-0.352818						
56775		9.036124	1.033876	-3.280322	-0.336553	-0.717359	0.402463	-0.458423	162.130179	-68.218912	-46.431507	0.255743	-0.268853	0.928608	-0.885988	-0.449511	0.113862	0.386807	-0.851856	-0.353160						
56776		9.035216	1.023363	-3.304112	-0.336590	-0.717374	0.402549	-0.458298	162.126358	-68.206723	-46.441045	0.255835	-0.269039	0.928529	-0.886072	-0.449324	0.113946	0.386555	-0.851896	-0.353340						
56777		9.019970	1.018350	-3.274665	-0.336617	-0.717394	0.402599	-0.458201	162.120576	-68.196815	-46.444056	0.255931	-0.269168	0.928465	-0.886121	-0.449206	0.114031	0.386378	-0.851917	-0.353482						
56778		8.985566	1.025924	-3.251313	-0.336650	-0.717369	0.402654	-0.458168	162.120481	-68.195788	-46.452672	0.255902	-0.269219	0.928459	-0.886188	-0.449073	0.114037	0.386244	-0.851971	-0.353497						
56779		8.951541	0.998787	-3.291770	-0.336698	-0.717330	0.402700	-0.458153	162.116593	-68.197741	-46.457726	0.255857	-0.269219	0.928471	-0.886257	-0.448934	0.114051	0.386117	-0.852044	-0.353459						
56780		8.932487	1.011699	-3.297483	-0.336752	-0.717269	0.402719	-0.458193	162.111750	-68.206518	-46.458895	0.255753	-0.269121	0.928528	-0.886310	-0.448831	0.114037	0.386062	-0.852130	-0.353314						
56781		8.899014	1.007261	-3.293361	-0.336804	-0.717207	0.402715	-0.458255	162.105131	-68.217539	-46.455599	0.255646	-0.268976	0.928599	-0.886344	-0.448768	0.114023	0.386056	-0.852208	-0.353131						
56782		8.870322	0.995707	-3.229965	-0.336880	-0.717141	0.402726	-0.458292	162.093315	-68.227104	-46.451165	0.255560	-0.268844	0.928661	-0.886402	-0.448647	0.114049	0.385980	-0.852314	-0.352960						
56783		8.812628	1.011873	-3.291764	-0.336934	-0.717090	0.402696	-0.458359	162.081553	-68.238249	-46.440364	0.255486	-0.268665	0.928734	-0.886412	-0.448623	0.114065	0.386006	-0.852383	-0.352765						
